similarity,combination
4,['flop.sol']
3,['vow.t.sol']
4,['join.sol']
5,['flip.sol']
5,['vow.sol']
3,['flip.t.sol']
3,['end.t.sol']
7,['vat.sol']
2,['flop.t.sol']
2,['jug.sol']
4,['cat.sol']
29,['dai.sol']
3,['fork.t.sol']
2,['flap.t.sol']
3,['vat.t.sol']
1,['lib.sol']
3,['jug.t.sol']
4,['flap.sol']
4,['end.sol']
3,['dai.t.sol']
