similarity,combination
3,['MCOPCrowdSale.sol', 'MCOPCrowdSaleAll.sol', 'Migrations.sol', 'TestAddress.sol', 'TokenTimelock.sol', 'TestMCOPCrowdSale.sol', 'MCOPToken.sol']
