similarity,combination
9,['ERC20Basic.sol', 'Pausable.sol']
14,['ERC20Basic.sol', 'StandardToken.sol']
5,['ERC20Basic.sol', 'Migrations.sol']
3,['ERC20Basic.sol', 'SafeMath.sol']
7,['ERC20Basic.sol', 'Ownable.sol']
6,['ERC20Basic.sol', 'ERC20.sol']
6,['ERC20Basic.sol', 'WaxToken.sol']
8,['ERC20Basic.sol', 'BasicToken.sol']
7,['Pausable.sol', 'StandardToken.sol']
2,['Pausable.sol', 'Migrations.sol']
6,['Pausable.sol', 'SafeMath.sol']
3,['Pausable.sol', 'Ownable.sol']
6,['Pausable.sol', 'ERC20.sol']
6,['Pausable.sol', 'WaxToken.sol']
8,['Pausable.sol', 'BasicToken.sol']
6,['StandardToken.sol', 'Migrations.sol']
2,['StandardToken.sol', 'SafeMath.sol']
10,['StandardToken.sol', 'Ownable.sol']
10,['StandardToken.sol', 'ERC20.sol']
8,['StandardToken.sol', 'WaxToken.sol']
11,['StandardToken.sol', 'BasicToken.sol']
1,['Migrations.sol', 'SafeMath.sol']
1,['Migrations.sol', 'Ownable.sol']
5,['Migrations.sol', 'ERC20.sol']
4,['Migrations.sol', 'WaxToken.sol']
6,['Migrations.sol', 'BasicToken.sol']
3,['SafeMath.sol', 'Ownable.sol']
4,['SafeMath.sol', 'ERC20.sol']
2,['SafeMath.sol', 'WaxToken.sol']
2,['SafeMath.sol', 'BasicToken.sol']
5,['Ownable.sol', 'ERC20.sol']
6,['Ownable.sol', 'WaxToken.sol']
9,['Ownable.sol', 'BasicToken.sol']
4,['ERC20.sol', 'WaxToken.sol']
5,['ERC20.sol', 'BasicToken.sol']
4,['WaxToken.sol', 'BasicToken.sol']
