similarity,combination
12,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol']
1,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol', 'linkBasicToken.sol']
1,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol']
2,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol', 'linkERC20Basic.sol']
9,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol', 'LinkToken.sol']
17,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol', 'linkStandardToken.sol']
2,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol', 'NotERC677Compatible.sol']
2,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol', 'Token677.sol']
52,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol', 'flattened.sol']
9,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'Migrations.sol', 'Token677ReceiverMock.sol']
9,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'Migrations.sol', 'linkBasicToken.sol']
11,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'Migrations.sol', 'ERC677Receiver.sol']
6,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'Migrations.sol', 'linkERC20Basic.sol']
10,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'Migrations.sol', 'LinkToken.sol']
13,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'Migrations.sol', 'linkStandardToken.sol']
9,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'Migrations.sol', 'NotERC677Compatible.sol']
7,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'Migrations.sol', 'Token677.sol']
47,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'Migrations.sol', 'flattened.sol']
6,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'Token677ReceiverMock.sol', 'linkBasicToken.sol']
3,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol']
7,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'Token677ReceiverMock.sol', 'linkERC20Basic.sol']
10,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'Token677ReceiverMock.sol', 'LinkToken.sol']
12,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'Token677ReceiverMock.sol', 'linkStandardToken.sol']
6,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'Token677ReceiverMock.sol', 'NotERC677Compatible.sol']
6,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'Token677ReceiverMock.sol', 'Token677.sol']
43,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'Token677ReceiverMock.sol', 'flattened.sol']
1,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'linkBasicToken.sol', 'ERC677Receiver.sol']
5,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'linkBasicToken.sol', 'linkERC20Basic.sol']
10,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'linkBasicToken.sol', 'LinkToken.sol']
17,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'linkBasicToken.sol', 'linkStandardToken.sol']
1,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'linkBasicToken.sol', 'NotERC677Compatible.sol']
5,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'linkBasicToken.sol', 'Token677.sol']
47,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'linkBasicToken.sol', 'flattened.sol']
5,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'ERC677Receiver.sol', 'linkERC20Basic.sol']
11,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'ERC677Receiver.sol', 'LinkToken.sol']
15,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'ERC677Receiver.sol', 'linkStandardToken.sol']
5,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'ERC677Receiver.sol', 'NotERC677Compatible.sol']
6,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'ERC677Receiver.sol', 'Token677.sol']
56,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'ERC677Receiver.sol', 'flattened.sol']
12,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'linkERC20Basic.sol', 'LinkToken.sol']
18,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'linkERC20Basic.sol', 'linkStandardToken.sol']
2,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'linkERC20Basic.sol', 'NotERC677Compatible.sol']
2,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'linkERC20Basic.sol', 'Token677.sol']
59,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'linkERC20Basic.sol', 'flattened.sol']
13,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'LinkToken.sol', 'linkStandardToken.sol']
10,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'LinkToken.sol', 'NotERC677Compatible.sol']
14,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'LinkToken.sol', 'Token677.sol']
40,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'LinkToken.sol', 'flattened.sol']
13,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'linkStandardToken.sol', 'NotERC677Compatible.sol']
13,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'linkStandardToken.sol', 'Token677.sol']
36,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'linkStandardToken.sol', 'flattened.sol']
5,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'NotERC677Compatible.sol', 'Token677.sol']
60,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'NotERC677Compatible.sol', 'flattened.sol']
56,['LinkReceiver.sol', 'ERC677.sol', 'linkSafeMath.sol', 'Token677.sol', 'flattened.sol']
4,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'Migrations.sol']
6,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol']
6,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'linkBasicToken.sol']
6,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol']
12,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'linkERC20Basic.sol']
6,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'LinkToken.sol']
9,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'linkStandardToken.sol']
6,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'NotERC677Compatible.sol']
7,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'Token677.sol']
62,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'flattened.sol']
5,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'Migrations.sol', 'Token677ReceiverMock.sol']
5,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'Migrations.sol', 'linkBasicToken.sol']
5,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'Migrations.sol', 'ERC677Receiver.sol']
8,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'Migrations.sol', 'linkERC20Basic.sol']
5,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'Migrations.sol', 'LinkToken.sol']
5,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'Migrations.sol', 'linkStandardToken.sol']
4,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'Migrations.sol', 'NotERC677Compatible.sol']
5,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'Migrations.sol', 'Token677.sol']
53,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'Migrations.sol', 'flattened.sol']
6,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'linkBasicToken.sol']
6,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol']
9,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'linkERC20Basic.sol']
7,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'LinkToken.sol']
9,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'linkStandardToken.sol']
5,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'NotERC677Compatible.sol']
8,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'Token677.sol']
49,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'flattened.sol']
7,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'linkBasicToken.sol', 'ERC677Receiver.sol']
10,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'linkBasicToken.sol', 'linkERC20Basic.sol']
6,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'linkBasicToken.sol', 'LinkToken.sol']
13,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'linkBasicToken.sol', 'linkStandardToken.sol']
6,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'linkBasicToken.sol', 'NotERC677Compatible.sol']
6,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'linkBasicToken.sol', 'Token677.sol']
47,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'linkBasicToken.sol', 'flattened.sol']
10,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'linkERC20Basic.sol']
7,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol']
10,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'linkStandardToken.sol']
7,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'NotERC677Compatible.sol']
8,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'Token677.sol']
60,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'flattened.sol']
9,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'linkERC20Basic.sol', 'LinkToken.sol']
15,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'linkERC20Basic.sol', 'linkStandardToken.sol']
11,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'linkERC20Basic.sol', 'NotERC677Compatible.sol']
11,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'linkERC20Basic.sol', 'Token677.sol']
58,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'linkERC20Basic.sol', 'flattened.sol']
9,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'linkStandardToken.sol']
6,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'NotERC677Compatible.sol']
10,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'Token677.sol']
45,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'flattened.sol']
5,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'linkStandardToken.sol', 'NotERC677Compatible.sol']
9,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'linkStandardToken.sol', 'Token677.sol']
40,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'linkStandardToken.sol', 'flattened.sol']
7,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'NotERC677Compatible.sol', 'Token677.sol']
63,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'NotERC677Compatible.sol', 'flattened.sol']
57,['LinkReceiver.sol', 'ERC677.sol', 'BasicTokenMock.sol', 'Token677.sol', 'flattened.sol']
5,['LinkReceiver.sol', 'ERC677.sol', 'StandardTokenMock.sol', 'Migrations.sol', 'Token677ReceiverMock.sol']
5,['LinkReceiver.sol', 'ERC677.sol', 'StandardTokenMock.sol', 'Migrations.sol', 'linkBasicToken.sol']
5,['LinkReceiver.sol', 'ERC677.sol', 'StandardTokenMock.sol', 'Migrations.sol', 'ERC677Receiver.sol']
8,['LinkReceiver.sol', 'ERC677.sol', 'StandardTokenMock.sol', 'Migrations.sol', 'linkERC20Basic.sol']
5,['LinkReceiver.sol', 'ERC677.sol', 'StandardTokenMock.sol', 'Migrations.sol', 'LinkToken.sol']
5,['LinkReceiver.sol', 'ERC677.sol', 'StandardTokenMock.sol', 'Migrations.sol', 'linkStandardToken.sol']
4,['LinkReceiver.sol', 'ERC677.sol', 'StandardTokenMock.sol', 'Migrations.sol', 'NotERC677Compatible.sol']
5,['LinkReceiver.sol', 'ERC677.sol', 'StandardTokenMock.sol', 'Migrations.sol', 'Token677.sol']
53,['LinkReceiver.sol', 'ERC677.sol', 'StandardTokenMock.sol', 'Migrations.sol', 'flattened.sol']
6,['LinkReceiver.sol', 'ERC677.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'linkBasicToken.sol']
6,['LinkReceiver.sol', 'ERC677.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol']
9,['LinkReceiver.sol', 'ERC677.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'linkERC20Basic.sol']
7,['LinkReceiver.sol', 'ERC677.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'LinkToken.sol']
9,['LinkReceiver.sol', 'ERC677.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'linkStandardToken.sol']
5,['LinkReceiver.sol', 'ERC677.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'NotERC677Compatible.sol']
8,['LinkReceiver.sol', 'ERC677.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'Token677.sol']
48,['LinkReceiver.sol', 'ERC677.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'flattened.sol']
7,['LinkReceiver.sol', 'ERC677.sol', 'StandardTokenMock.sol', 'linkBasicToken.sol', 'ERC677Receiver.sol']
10,['LinkReceiver.sol', 'ERC677.sol', 'StandardTokenMock.sol', 'linkBasicToken.sol', 'linkERC20Basic.sol']
6,['LinkReceiver.sol', 'ERC677.sol', 'StandardTokenMock.sol', 'linkBasicToken.sol', 'LinkToken.sol']
13,['LinkReceiver.sol', 'ERC677.sol', 'StandardTokenMock.sol', 'linkBasicToken.sol', 'linkStandardToken.sol']
6,['LinkReceiver.sol', 'ERC677.sol', 'StandardTokenMock.sol', 'linkBasicToken.sol', 'NotERC677Compatible.sol']
6,['LinkReceiver.sol', 'ERC677.sol', 'StandardTokenMock.sol', 'linkBasicToken.sol', 'Token677.sol']
45,['LinkReceiver.sol', 'ERC677.sol', 'StandardTokenMock.sol', 'linkBasicToken.sol', 'flattened.sol']
12,['LinkReceiver.sol', 'ERC677.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'linkERC20Basic.sol']
7,['LinkReceiver.sol', 'ERC677.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol']
10,['LinkReceiver.sol', 'ERC677.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'linkStandardToken.sol']
7,['LinkReceiver.sol', 'ERC677.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'NotERC677Compatible.sol']
8,['LinkReceiver.sol', 'ERC677.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'Token677.sol']
58,['LinkReceiver.sol', 'ERC677.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'flattened.sol']
9,['LinkReceiver.sol', 'ERC677.sol', 'StandardTokenMock.sol', 'linkERC20Basic.sol', 'LinkToken.sol']
15,['LinkReceiver.sol', 'ERC677.sol', 'StandardTokenMock.sol', 'linkERC20Basic.sol', 'linkStandardToken.sol']
11,['LinkReceiver.sol', 'ERC677.sol', 'StandardTokenMock.sol', 'linkERC20Basic.sol', 'NotERC677Compatible.sol']
11,['LinkReceiver.sol', 'ERC677.sol', 'StandardTokenMock.sol', 'linkERC20Basic.sol', 'Token677.sol']
56,['LinkReceiver.sol', 'ERC677.sol', 'StandardTokenMock.sol', 'linkERC20Basic.sol', 'flattened.sol']
9,['LinkReceiver.sol', 'ERC677.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'linkStandardToken.sol']
6,['LinkReceiver.sol', 'ERC677.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'NotERC677Compatible.sol']
10,['LinkReceiver.sol', 'ERC677.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'Token677.sol']
44,['LinkReceiver.sol', 'ERC677.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'flattened.sol']
8,['LinkReceiver.sol', 'ERC677.sol', 'StandardTokenMock.sol', 'linkStandardToken.sol', 'NotERC677Compatible.sol']
9,['LinkReceiver.sol', 'ERC677.sol', 'StandardTokenMock.sol', 'linkStandardToken.sol', 'Token677.sol']
39,['LinkReceiver.sol', 'ERC677.sol', 'StandardTokenMock.sol', 'linkStandardToken.sol', 'flattened.sol']
7,['LinkReceiver.sol', 'ERC677.sol', 'StandardTokenMock.sol', 'NotERC677Compatible.sol', 'Token677.sol']
62,['LinkReceiver.sol', 'ERC677.sol', 'StandardTokenMock.sol', 'NotERC677Compatible.sol', 'flattened.sol']
56,['LinkReceiver.sol', 'ERC677.sol', 'StandardTokenMock.sol', 'Token677.sol', 'flattened.sol']
5,['LinkReceiver.sol', 'ERC677.sol', 'Migrations.sol', 'Token677ReceiverMock.sol', 'linkBasicToken.sol']
6,['LinkReceiver.sol', 'ERC677.sol', 'Migrations.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol']
9,['LinkReceiver.sol', 'ERC677.sol', 'Migrations.sol', 'Token677ReceiverMock.sol', 'linkERC20Basic.sol']
6,['LinkReceiver.sol', 'ERC677.sol', 'Migrations.sol', 'Token677ReceiverMock.sol', 'LinkToken.sol']
5,['LinkReceiver.sol', 'ERC677.sol', 'Migrations.sol', 'Token677ReceiverMock.sol', 'linkStandardToken.sol']
5,['LinkReceiver.sol', 'ERC677.sol', 'Migrations.sol', 'Token677ReceiverMock.sol', 'NotERC677Compatible.sol']
6,['LinkReceiver.sol', 'ERC677.sol', 'Migrations.sol', 'Token677ReceiverMock.sol', 'Token677.sol']
46,['LinkReceiver.sol', 'ERC677.sol', 'Migrations.sol', 'Token677ReceiverMock.sol', 'flattened.sol']
6,['LinkReceiver.sol', 'ERC677.sol', 'Migrations.sol', 'linkBasicToken.sol', 'ERC677Receiver.sol']
8,['LinkReceiver.sol', 'ERC677.sol', 'Migrations.sol', 'linkBasicToken.sol', 'linkERC20Basic.sol']
5,['LinkReceiver.sol', 'ERC677.sol', 'Migrations.sol', 'linkBasicToken.sol', 'LinkToken.sol']
6,['LinkReceiver.sol', 'ERC677.sol', 'Migrations.sol', 'linkBasicToken.sol', 'linkStandardToken.sol']
5,['LinkReceiver.sol', 'ERC677.sol', 'Migrations.sol', 'linkBasicToken.sol', 'NotERC677Compatible.sol']
5,['LinkReceiver.sol', 'ERC677.sol', 'Migrations.sol', 'linkBasicToken.sol', 'Token677.sol']
37,['LinkReceiver.sol', 'ERC677.sol', 'Migrations.sol', 'linkBasicToken.sol', 'flattened.sol']
10,['LinkReceiver.sol', 'ERC677.sol', 'Migrations.sol', 'ERC677Receiver.sol', 'linkERC20Basic.sol']
6,['LinkReceiver.sol', 'ERC677.sol', 'Migrations.sol', 'ERC677Receiver.sol', 'LinkToken.sol']
7,['LinkReceiver.sol', 'ERC677.sol', 'Migrations.sol', 'ERC677Receiver.sol', 'linkStandardToken.sol']
5,['LinkReceiver.sol', 'ERC677.sol', 'Migrations.sol', 'ERC677Receiver.sol', 'NotERC677Compatible.sol']
7,['LinkReceiver.sol', 'ERC677.sol', 'Migrations.sol', 'ERC677Receiver.sol', 'Token677.sol']
49,['LinkReceiver.sol', 'ERC677.sol', 'Migrations.sol', 'ERC677Receiver.sol', 'flattened.sol']
7,['LinkReceiver.sol', 'ERC677.sol', 'Migrations.sol', 'linkERC20Basic.sol', 'LinkToken.sol']
11,['LinkReceiver.sol', 'ERC677.sol', 'Migrations.sol', 'linkERC20Basic.sol', 'linkStandardToken.sol']
8,['LinkReceiver.sol', 'ERC677.sol', 'Migrations.sol', 'linkERC20Basic.sol', 'NotERC677Compatible.sol']
9,['LinkReceiver.sol', 'ERC677.sol', 'Migrations.sol', 'linkERC20Basic.sol', 'Token677.sol']
50,['LinkReceiver.sol', 'ERC677.sol', 'Migrations.sol', 'linkERC20Basic.sol', 'flattened.sol']
10,['LinkReceiver.sol', 'ERC677.sol', 'Migrations.sol', 'LinkToken.sol', 'linkStandardToken.sol']
5,['LinkReceiver.sol', 'ERC677.sol', 'Migrations.sol', 'LinkToken.sol', 'NotERC677Compatible.sol']
7,['LinkReceiver.sol', 'ERC677.sol', 'Migrations.sol', 'LinkToken.sol', 'Token677.sol']
37,['LinkReceiver.sol', 'ERC677.sol', 'Migrations.sol', 'LinkToken.sol', 'flattened.sol']
5,['LinkReceiver.sol', 'ERC677.sol', 'Migrations.sol', 'linkStandardToken.sol', 'NotERC677Compatible.sol']
7,['LinkReceiver.sol', 'ERC677.sol', 'Migrations.sol', 'linkStandardToken.sol', 'Token677.sol']
31,['LinkReceiver.sol', 'ERC677.sol', 'Migrations.sol', 'linkStandardToken.sol', 'flattened.sol']
5,['LinkReceiver.sol', 'ERC677.sol', 'Migrations.sol', 'NotERC677Compatible.sol', 'Token677.sol']
52,['LinkReceiver.sol', 'ERC677.sol', 'Migrations.sol', 'NotERC677Compatible.sol', 'flattened.sol']
46,['LinkReceiver.sol', 'ERC677.sol', 'Migrations.sol', 'Token677.sol', 'flattened.sol']
7,['LinkReceiver.sol', 'ERC677.sol', 'Token677ReceiverMock.sol', 'linkBasicToken.sol', 'ERC677Receiver.sol']
10,['LinkReceiver.sol', 'ERC677.sol', 'Token677ReceiverMock.sol', 'linkBasicToken.sol', 'linkERC20Basic.sol']
7,['LinkReceiver.sol', 'ERC677.sol', 'Token677ReceiverMock.sol', 'linkBasicToken.sol', 'LinkToken.sol']
13,['LinkReceiver.sol', 'ERC677.sol', 'Token677ReceiverMock.sol', 'linkBasicToken.sol', 'linkStandardToken.sol']
7,['LinkReceiver.sol', 'ERC677.sol', 'Token677ReceiverMock.sol', 'linkBasicToken.sol', 'NotERC677Compatible.sol']
7,['LinkReceiver.sol', 'ERC677.sol', 'Token677ReceiverMock.sol', 'linkBasicToken.sol', 'Token677.sol']
42,['LinkReceiver.sol', 'ERC677.sol', 'Token677ReceiverMock.sol', 'linkBasicToken.sol', 'flattened.sol']
10,['LinkReceiver.sol', 'ERC677.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'linkERC20Basic.sol']
7,['LinkReceiver.sol', 'ERC677.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol']
10,['LinkReceiver.sol', 'ERC677.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'linkStandardToken.sol']
7,['LinkReceiver.sol', 'ERC677.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'NotERC677Compatible.sol']
9,['LinkReceiver.sol', 'ERC677.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'Token677.sol']
52,['LinkReceiver.sol', 'ERC677.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'flattened.sol']
10,['LinkReceiver.sol', 'ERC677.sol', 'Token677ReceiverMock.sol', 'linkERC20Basic.sol', 'LinkToken.sol']
14,['LinkReceiver.sol', 'ERC677.sol', 'Token677ReceiverMock.sol', 'linkERC20Basic.sol', 'linkStandardToken.sol']
9,['LinkReceiver.sol', 'ERC677.sol', 'Token677ReceiverMock.sol', 'linkERC20Basic.sol', 'NotERC677Compatible.sol']
11,['LinkReceiver.sol', 'ERC677.sol', 'Token677ReceiverMock.sol', 'linkERC20Basic.sol', 'Token677.sol']
46,['LinkReceiver.sol', 'ERC677.sol', 'Token677ReceiverMock.sol', 'linkERC20Basic.sol', 'flattened.sol']
10,['LinkReceiver.sol', 'ERC677.sol', 'Token677ReceiverMock.sol', 'LinkToken.sol', 'linkStandardToken.sol']
6,['LinkReceiver.sol', 'ERC677.sol', 'Token677ReceiverMock.sol', 'LinkToken.sol', 'NotERC677Compatible.sol']
9,['LinkReceiver.sol', 'ERC677.sol', 'Token677ReceiverMock.sol', 'LinkToken.sol', 'Token677.sol']
40,['LinkReceiver.sol', 'ERC677.sol', 'Token677ReceiverMock.sol', 'LinkToken.sol', 'flattened.sol']
9,['LinkReceiver.sol', 'ERC677.sol', 'Token677ReceiverMock.sol', 'linkStandardToken.sol', 'NotERC677Compatible.sol']
9,['LinkReceiver.sol', 'ERC677.sol', 'Token677ReceiverMock.sol', 'linkStandardToken.sol', 'Token677.sol']
36,['LinkReceiver.sol', 'ERC677.sol', 'Token677ReceiverMock.sol', 'linkStandardToken.sol', 'flattened.sol']
9,['LinkReceiver.sol', 'ERC677.sol', 'Token677ReceiverMock.sol', 'NotERC677Compatible.sol', 'Token677.sol']
52,['LinkReceiver.sol', 'ERC677.sol', 'Token677ReceiverMock.sol', 'NotERC677Compatible.sol', 'flattened.sol']
44,['LinkReceiver.sol', 'ERC677.sol', 'Token677ReceiverMock.sol', 'Token677.sol', 'flattened.sol']
11,['LinkReceiver.sol', 'ERC677.sol', 'linkBasicToken.sol', 'ERC677Receiver.sol', 'linkERC20Basic.sol']
7,['LinkReceiver.sol', 'ERC677.sol', 'linkBasicToken.sol', 'ERC677Receiver.sol', 'LinkToken.sol']
