similarity,combination
14,['LinkReceiver.sol', 'linkERC20.sol', 'Token677ReceiverMock.sol', 'linkERC20Basic.sol', 'linkStandardToken.sol']
7,['LinkReceiver.sol', 'linkERC20.sol', 'Token677ReceiverMock.sol', 'linkERC20Basic.sol', 'NotERC677Compatible.sol']
9,['LinkReceiver.sol', 'linkERC20.sol', 'Token677ReceiverMock.sol', 'linkERC20Basic.sol', 'Token677.sol']
45,['LinkReceiver.sol', 'linkERC20.sol', 'Token677ReceiverMock.sol', 'linkERC20Basic.sol', 'flattened.sol']
11,['LinkReceiver.sol', 'linkERC20.sol', 'Token677ReceiverMock.sol', 'LinkToken.sol', 'linkStandardToken.sol']
6,['LinkReceiver.sol', 'linkERC20.sol', 'Token677ReceiverMock.sol', 'LinkToken.sol', 'NotERC677Compatible.sol']
7,['LinkReceiver.sol', 'linkERC20.sol', 'Token677ReceiverMock.sol', 'LinkToken.sol', 'Token677.sol']
40,['LinkReceiver.sol', 'linkERC20.sol', 'Token677ReceiverMock.sol', 'LinkToken.sol', 'flattened.sol']
6,['LinkReceiver.sol', 'linkERC20.sol', 'Token677ReceiverMock.sol', 'linkStandardToken.sol', 'NotERC677Compatible.sol']
11,['LinkReceiver.sol', 'linkERC20.sol', 'Token677ReceiverMock.sol', 'linkStandardToken.sol', 'Token677.sol']
37,['LinkReceiver.sol', 'linkERC20.sol', 'Token677ReceiverMock.sol', 'linkStandardToken.sol', 'flattened.sol']
7,['LinkReceiver.sol', 'linkERC20.sol', 'Token677ReceiverMock.sol', 'NotERC677Compatible.sol', 'Token677.sol']
46,['LinkReceiver.sol', 'linkERC20.sol', 'Token677ReceiverMock.sol', 'NotERC677Compatible.sol', 'flattened.sol']
42,['LinkReceiver.sol', 'linkERC20.sol', 'Token677ReceiverMock.sol', 'Token677.sol', 'flattened.sol']
9,['LinkReceiver.sol', 'linkERC20.sol', 'linkBasicToken.sol', 'ERC677Receiver.sol', 'linkERC20Basic.sol']
6,['LinkReceiver.sol', 'linkERC20.sol', 'linkBasicToken.sol', 'ERC677Receiver.sol', 'LinkToken.sol']
7,['LinkReceiver.sol', 'linkERC20.sol', 'linkBasicToken.sol', 'ERC677Receiver.sol', 'linkStandardToken.sol']
6,['LinkReceiver.sol', 'linkERC20.sol', 'linkBasicToken.sol', 'ERC677Receiver.sol', 'NotERC677Compatible.sol']
6,['LinkReceiver.sol', 'linkERC20.sol', 'linkBasicToken.sol', 'ERC677Receiver.sol', 'Token677.sol']
43,['LinkReceiver.sol', 'linkERC20.sol', 'linkBasicToken.sol', 'ERC677Receiver.sol', 'flattened.sol']
10,['LinkReceiver.sol', 'linkERC20.sol', 'linkBasicToken.sol', 'linkERC20Basic.sol', 'LinkToken.sol']
15,['LinkReceiver.sol', 'linkERC20.sol', 'linkBasicToken.sol', 'linkERC20Basic.sol', 'linkStandardToken.sol']
10,['LinkReceiver.sol', 'linkERC20.sol', 'linkBasicToken.sol', 'linkERC20Basic.sol', 'NotERC677Compatible.sol']
13,['LinkReceiver.sol', 'linkERC20.sol', 'linkBasicToken.sol', 'linkERC20Basic.sol', 'Token677.sol']
44,['LinkReceiver.sol', 'linkERC20.sol', 'linkBasicToken.sol', 'linkERC20Basic.sol', 'flattened.sol']
20,['LinkReceiver.sol', 'linkERC20.sol', 'linkBasicToken.sol', 'LinkToken.sol', 'linkStandardToken.sol']
6,['LinkReceiver.sol', 'linkERC20.sol', 'linkBasicToken.sol', 'LinkToken.sol', 'NotERC677Compatible.sol']
7,['LinkReceiver.sol', 'linkERC20.sol', 'linkBasicToken.sol', 'LinkToken.sol', 'Token677.sol']
40,['LinkReceiver.sol', 'linkERC20.sol', 'linkBasicToken.sol', 'LinkToken.sol', 'flattened.sol']
7,['LinkReceiver.sol', 'linkERC20.sol', 'linkBasicToken.sol', 'linkStandardToken.sol', 'NotERC677Compatible.sol']
13,['LinkReceiver.sol', 'linkERC20.sol', 'linkBasicToken.sol', 'linkStandardToken.sol', 'Token677.sol']
39,['LinkReceiver.sol', 'linkERC20.sol', 'linkBasicToken.sol', 'linkStandardToken.sol', 'flattened.sol']
8,['LinkReceiver.sol', 'linkERC20.sol', 'linkBasicToken.sol', 'NotERC677Compatible.sol', 'Token677.sol']
45,['LinkReceiver.sol', 'linkERC20.sol', 'linkBasicToken.sol', 'NotERC677Compatible.sol', 'flattened.sol']
42,['LinkReceiver.sol', 'linkERC20.sol', 'linkBasicToken.sol', 'Token677.sol', 'flattened.sol']
7,['LinkReceiver.sol', 'linkERC20.sol', 'ERC677Receiver.sol', 'linkERC20Basic.sol', 'LinkToken.sol']
13,['LinkReceiver.sol', 'linkERC20.sol', 'ERC677Receiver.sol', 'linkERC20Basic.sol', 'linkStandardToken.sol']
6,['LinkReceiver.sol', 'linkERC20.sol', 'ERC677Receiver.sol', 'linkERC20Basic.sol', 'NotERC677Compatible.sol']
8,['LinkReceiver.sol', 'linkERC20.sol', 'ERC677Receiver.sol', 'linkERC20Basic.sol', 'Token677.sol']
52,['LinkReceiver.sol', 'linkERC20.sol', 'ERC677Receiver.sol', 'linkERC20Basic.sol', 'flattened.sol']
11,['LinkReceiver.sol', 'linkERC20.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'linkStandardToken.sol']
6,['LinkReceiver.sol', 'linkERC20.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'NotERC677Compatible.sol']
6,['LinkReceiver.sol', 'linkERC20.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'Token677.sol']
42,['LinkReceiver.sol', 'linkERC20.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'flattened.sol']
6,['LinkReceiver.sol', 'linkERC20.sol', 'ERC677Receiver.sol', 'linkStandardToken.sol', 'NotERC677Compatible.sol']
8,['LinkReceiver.sol', 'linkERC20.sol', 'ERC677Receiver.sol', 'linkStandardToken.sol', 'Token677.sol']
39,['LinkReceiver.sol', 'linkERC20.sol', 'ERC677Receiver.sol', 'linkStandardToken.sol', 'flattened.sol']
7,['LinkReceiver.sol', 'linkERC20.sol', 'ERC677Receiver.sol', 'NotERC677Compatible.sol', 'Token677.sol']
53,['LinkReceiver.sol', 'linkERC20.sol', 'ERC677Receiver.sol', 'NotERC677Compatible.sol', 'flattened.sol']
50,['LinkReceiver.sol', 'linkERC20.sol', 'ERC677Receiver.sol', 'Token677.sol', 'flattened.sol']
14,['LinkReceiver.sol', 'linkERC20.sol', 'linkERC20Basic.sol', 'LinkToken.sol', 'linkStandardToken.sol']
8,['LinkReceiver.sol', 'linkERC20.sol', 'linkERC20Basic.sol', 'LinkToken.sol', 'NotERC677Compatible.sol']
8,['LinkReceiver.sol', 'linkERC20.sol', 'linkERC20Basic.sol', 'LinkToken.sol', 'Token677.sol']
42,['LinkReceiver.sol', 'linkERC20.sol', 'linkERC20Basic.sol', 'LinkToken.sol', 'flattened.sol']
13,['LinkReceiver.sol', 'linkERC20.sol', 'linkERC20Basic.sol', 'linkStandardToken.sol', 'NotERC677Compatible.sol']
15,['LinkReceiver.sol', 'linkERC20.sol', 'linkERC20Basic.sol', 'linkStandardToken.sol', 'Token677.sol']
40,['LinkReceiver.sol', 'linkERC20.sol', 'linkERC20Basic.sol', 'linkStandardToken.sol', 'flattened.sol']
11,['LinkReceiver.sol', 'linkERC20.sol', 'linkERC20Basic.sol', 'NotERC677Compatible.sol', 'Token677.sol']
56,['LinkReceiver.sol', 'linkERC20.sol', 'linkERC20Basic.sol', 'NotERC677Compatible.sol', 'flattened.sol']
52,['LinkReceiver.sol', 'linkERC20.sol', 'linkERC20Basic.sol', 'Token677.sol', 'flattened.sol']
11,['LinkReceiver.sol', 'linkERC20.sol', 'LinkToken.sol', 'linkStandardToken.sol', 'NotERC677Compatible.sol']
10,['LinkReceiver.sol', 'linkERC20.sol', 'LinkToken.sol', 'linkStandardToken.sol', 'Token677.sol']
36,['LinkReceiver.sol', 'linkERC20.sol', 'LinkToken.sol', 'linkStandardToken.sol', 'flattened.sol']
6,['LinkReceiver.sol', 'linkERC20.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'Token677.sol']
43,['LinkReceiver.sol', 'linkERC20.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'flattened.sol']
42,['LinkReceiver.sol', 'linkERC20.sol', 'LinkToken.sol', 'Token677.sol', 'flattened.sol']
8,['LinkReceiver.sol', 'linkERC20.sol', 'linkStandardToken.sol', 'NotERC677Compatible.sol', 'Token677.sol']
40,['LinkReceiver.sol', 'linkERC20.sol', 'linkStandardToken.sol', 'NotERC677Compatible.sol', 'flattened.sol']
38,['LinkReceiver.sol', 'linkERC20.sol', 'linkStandardToken.sol', 'Token677.sol', 'flattened.sol']
54,['LinkReceiver.sol', 'linkERC20.sol', 'NotERC677Compatible.sol', 'Token677.sol', 'flattened.sol']
6,['LinkReceiver.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'Migrations.sol']
8,['LinkReceiver.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol']
1,['LinkReceiver.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'linkBasicToken.sol']
3,['LinkReceiver.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol']
2,['LinkReceiver.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'linkERC20Basic.sol']
8,['LinkReceiver.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'LinkToken.sol']
11,['LinkReceiver.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'linkStandardToken.sol']
2,['LinkReceiver.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'NotERC677Compatible.sol']
2,['LinkReceiver.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'Token677.sol']
58,['LinkReceiver.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'flattened.sol']
6,['LinkReceiver.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'Migrations.sol', 'Token677ReceiverMock.sol']
6,['LinkReceiver.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'Migrations.sol', 'linkBasicToken.sol']
8,['LinkReceiver.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'Migrations.sol', 'ERC677Receiver.sol']
3,['LinkReceiver.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'Migrations.sol', 'linkERC20Basic.sol']
7,['LinkReceiver.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'Migrations.sol', 'LinkToken.sol']
11,['LinkReceiver.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'Migrations.sol', 'linkStandardToken.sol']
7,['LinkReceiver.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'Migrations.sol', 'NotERC677Compatible.sol']
8,['LinkReceiver.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'Migrations.sol', 'Token677.sol']
50,['LinkReceiver.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'Migrations.sol', 'flattened.sol']
2,['LinkReceiver.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'linkBasicToken.sol']
4,['LinkReceiver.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol']
4,['LinkReceiver.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'linkERC20Basic.sol']
7,['LinkReceiver.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'LinkToken.sol']
11,['LinkReceiver.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'linkStandardToken.sol']
3,['LinkReceiver.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'NotERC677Compatible.sol']
8,['LinkReceiver.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'Token677.sol']
45,['LinkReceiver.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'flattened.sol']
1,['LinkReceiver.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'linkBasicToken.sol', 'ERC677Receiver.sol']
3,['LinkReceiver.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'linkBasicToken.sol', 'linkERC20Basic.sol']
8,['LinkReceiver.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'linkBasicToken.sol', 'LinkToken.sol']
14,['LinkReceiver.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'linkBasicToken.sol', 'linkStandardToken.sol']
2,['LinkReceiver.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'linkBasicToken.sol', 'NotERC677Compatible.sol']
2,['LinkReceiver.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'linkBasicToken.sol', 'Token677.sol']
48,['LinkReceiver.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'linkBasicToken.sol', 'flattened.sol']
5,['LinkReceiver.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'linkERC20Basic.sol']
8,['LinkReceiver.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol']
11,['LinkReceiver.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'linkStandardToken.sol']
1,['LinkReceiver.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'NotERC677Compatible.sol']
3,['LinkReceiver.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'Token677.sol']
58,['LinkReceiver.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'flattened.sol']
10,['LinkReceiver.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'linkERC20Basic.sol', 'LinkToken.sol']
14,['LinkReceiver.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'linkERC20Basic.sol', 'linkStandardToken.sol']
2,['LinkReceiver.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'linkERC20Basic.sol', 'NotERC677Compatible.sol']
2,['LinkReceiver.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'linkERC20Basic.sol', 'Token677.sol']
59,['LinkReceiver.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'linkERC20Basic.sol', 'flattened.sol']
11,['LinkReceiver.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'linkStandardToken.sol']
7,['LinkReceiver.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'NotERC677Compatible.sol']
10,['LinkReceiver.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'Token677.sol']
43,['LinkReceiver.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'flattened.sol']
11,['LinkReceiver.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'linkStandardToken.sol', 'NotERC677Compatible.sol']
11,['LinkReceiver.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'linkStandardToken.sol', 'Token677.sol']
38,['LinkReceiver.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'linkStandardToken.sol', 'flattened.sol']
3,['LinkReceiver.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'NotERC677Compatible.sol', 'Token677.sol']
63,['LinkReceiver.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'NotERC677Compatible.sol', 'flattened.sol']
60,['LinkReceiver.sol', 'linkSafeMath.sol', 'BasicTokenMock.sol', 'Token677.sol', 'flattened.sol']
6,['LinkReceiver.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol', 'Migrations.sol', 'Token677ReceiverMock.sol']
6,['LinkReceiver.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol', 'Migrations.sol', 'linkBasicToken.sol']
8,['LinkReceiver.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol', 'Migrations.sol', 'ERC677Receiver.sol']
9,['LinkReceiver.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol', 'Migrations.sol', 'linkERC20Basic.sol']
7,['LinkReceiver.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol', 'Migrations.sol', 'LinkToken.sol']
10,['LinkReceiver.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol', 'Migrations.sol', 'linkStandardToken.sol']
7,['LinkReceiver.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol', 'Migrations.sol', 'NotERC677Compatible.sol']
8,['LinkReceiver.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol', 'Migrations.sol', 'Token677.sol']
50,['LinkReceiver.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol', 'Migrations.sol', 'flattened.sol']
2,['LinkReceiver.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'linkBasicToken.sol']
4,['LinkReceiver.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol']
4,['LinkReceiver.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'linkERC20Basic.sol']
7,['LinkReceiver.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'LinkToken.sol']
11,['LinkReceiver.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'linkStandardToken.sol']
3,['LinkReceiver.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'NotERC677Compatible.sol']
8,['LinkReceiver.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'Token677.sol']
45,['LinkReceiver.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'flattened.sol']
1,['LinkReceiver.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol', 'linkBasicToken.sol', 'ERC677Receiver.sol']
3,['LinkReceiver.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol', 'linkBasicToken.sol', 'linkERC20Basic.sol']
8,['LinkReceiver.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol', 'linkBasicToken.sol', 'LinkToken.sol']
14,['LinkReceiver.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol', 'linkBasicToken.sol', 'linkStandardToken.sol']
2,['LinkReceiver.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol', 'linkBasicToken.sol', 'NotERC677Compatible.sol']
2,['LinkReceiver.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol', 'linkBasicToken.sol', 'Token677.sol']
43,['LinkReceiver.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol', 'linkBasicToken.sol', 'flattened.sol']
4,['LinkReceiver.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'linkERC20Basic.sol']
8,['LinkReceiver.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol']
12,['LinkReceiver.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'linkStandardToken.sol']
1,['LinkReceiver.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'NotERC677Compatible.sol']
3,['LinkReceiver.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'Token677.sol']
56,['LinkReceiver.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'flattened.sol']
10,['LinkReceiver.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol', 'linkERC20Basic.sol', 'LinkToken.sol']
14,['LinkReceiver.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol', 'linkERC20Basic.sol', 'linkStandardToken.sol']
2,['LinkReceiver.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol', 'linkERC20Basic.sol', 'NotERC677Compatible.sol']
2,['LinkReceiver.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol', 'linkERC20Basic.sol', 'Token677.sol']
58,['LinkReceiver.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol', 'linkERC20Basic.sol', 'flattened.sol']
11,['LinkReceiver.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'linkStandardToken.sol']
7,['LinkReceiver.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'NotERC677Compatible.sol']
10,['LinkReceiver.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'Token677.sol']
42,['LinkReceiver.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'flattened.sol']
11,['LinkReceiver.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol', 'linkStandardToken.sol', 'NotERC677Compatible.sol']
11,['LinkReceiver.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol', 'linkStandardToken.sol', 'Token677.sol']
37,['LinkReceiver.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol', 'linkStandardToken.sol', 'flattened.sol']
3,['LinkReceiver.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol', 'NotERC677Compatible.sol', 'Token677.sol']
61,['LinkReceiver.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol', 'NotERC677Compatible.sol', 'flattened.sol']
58,['LinkReceiver.sol', 'linkSafeMath.sol', 'StandardTokenMock.sol', 'Token677.sol', 'flattened.sol']
6,['LinkReceiver.sol', 'linkSafeMath.sol', 'Migrations.sol', 'Token677ReceiverMock.sol', 'linkBasicToken.sol']
9,['LinkReceiver.sol', 'linkSafeMath.sol', 'Migrations.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol']
3,['LinkReceiver.sol', 'linkSafeMath.sol', 'Migrations.sol', 'Token677ReceiverMock.sol', 'linkERC20Basic.sol']
7,['LinkReceiver.sol', 'linkSafeMath.sol', 'Migrations.sol', 'Token677ReceiverMock.sol', 'LinkToken.sol']
11,['LinkReceiver.sol', 'linkSafeMath.sol', 'Migrations.sol', 'Token677ReceiverMock.sol', 'linkStandardToken.sol']
8,['LinkReceiver.sol', 'linkSafeMath.sol', 'Migrations.sol', 'Token677ReceiverMock.sol', 'NotERC677Compatible.sol']
9,['LinkReceiver.sol', 'linkSafeMath.sol', 'Migrations.sol', 'Token677ReceiverMock.sol', 'Token677.sol']
43,['LinkReceiver.sol', 'linkSafeMath.sol', 'Migrations.sol', 'Token677ReceiverMock.sol', 'flattened.sol']
4,['LinkReceiver.sol', 'linkSafeMath.sol', 'Migrations.sol', 'linkBasicToken.sol', 'ERC677Receiver.sol']
3,['LinkReceiver.sol', 'linkSafeMath.sol', 'Migrations.sol', 'linkBasicToken.sol', 'linkERC20Basic.sol']
8,['LinkReceiver.sol', 'linkSafeMath.sol', 'Migrations.sol', 'linkBasicToken.sol', 'LinkToken.sol']
14,['LinkReceiver.sol', 'linkSafeMath.sol', 'Migrations.sol', 'linkBasicToken.sol', 'linkStandardToken.sol']
2,['LinkReceiver.sol', 'linkSafeMath.sol', 'Migrations.sol', 'linkBasicToken.sol', 'NotERC677Compatible.sol']
3,['LinkReceiver.sol', 'linkSafeMath.sol', 'Migrations.sol', 'linkBasicToken.sol', 'Token677.sol']
36,['LinkReceiver.sol', 'linkSafeMath.sol', 'Migrations.sol', 'linkBasicToken.sol', 'flattened.sol']
5,['LinkReceiver.sol', 'linkSafeMath.sol', 'Migrations.sol', 'ERC677Receiver.sol', 'linkERC20Basic.sol']
9,['LinkReceiver.sol', 'linkSafeMath.sol', 'Migrations.sol', 'ERC677Receiver.sol', 'LinkToken.sol']
7,['LinkReceiver.sol', 'linkSafeMath.sol', 'Migrations.sol', 'ERC677Receiver.sol', 'linkStandardToken.sol']
4,['LinkReceiver.sol', 'linkSafeMath.sol', 'Migrations.sol', 'ERC677Receiver.sol', 'NotERC677Compatible.sol']
7,['LinkReceiver.sol', 'linkSafeMath.sol', 'Migrations.sol', 'ERC677Receiver.sol', 'Token677.sol']
47,['LinkReceiver.sol', 'linkSafeMath.sol', 'Migrations.sol', 'ERC677Receiver.sol', 'flattened.sol']
11,['LinkReceiver.sol', 'linkSafeMath.sol', 'Migrations.sol', 'linkERC20Basic.sol', 'LinkToken.sol']
12,['LinkReceiver.sol', 'linkSafeMath.sol', 'Migrations.sol', 'linkERC20Basic.sol', 'linkStandardToken.sol']
3,['LinkReceiver.sol', 'linkSafeMath.sol', 'Migrations.sol', 'linkERC20Basic.sol', 'NotERC677Compatible.sol']
3,['LinkReceiver.sol', 'linkSafeMath.sol', 'Migrations.sol', 'linkERC20Basic.sol', 'Token677.sol']
48,['LinkReceiver.sol', 'linkSafeMath.sol', 'Migrations.sol', 'linkERC20Basic.sol', 'flattened.sol']
11,['LinkReceiver.sol', 'linkSafeMath.sol', 'Migrations.sol', 'LinkToken.sol', 'linkStandardToken.sol']
8,['LinkReceiver.sol', 'linkSafeMath.sol', 'Migrations.sol', 'LinkToken.sol', 'NotERC677Compatible.sol']
8,['LinkReceiver.sol', 'linkSafeMath.sol', 'Migrations.sol', 'LinkToken.sol', 'Token677.sol']
36,['LinkReceiver.sol', 'linkSafeMath.sol', 'Migrations.sol', 'LinkToken.sol', 'flattened.sol']
6,['LinkReceiver.sol', 'linkSafeMath.sol', 'Migrations.sol', 'linkStandardToken.sol', 'NotERC677Compatible.sol']
11,['LinkReceiver.sol', 'linkSafeMath.sol', 'Migrations.sol', 'linkStandardToken.sol', 'Token677.sol']
30,['LinkReceiver.sol', 'linkSafeMath.sol', 'Migrations.sol', 'linkStandardToken.sol', 'flattened.sol']
7,['LinkReceiver.sol', 'linkSafeMath.sol', 'Migrations.sol', 'NotERC677Compatible.sol', 'Token677.sol']
51,['LinkReceiver.sol', 'linkSafeMath.sol', 'Migrations.sol', 'NotERC677Compatible.sol', 'flattened.sol']
48,['LinkReceiver.sol', 'linkSafeMath.sol', 'Migrations.sol', 'Token677.sol', 'flattened.sol']
4,['LinkReceiver.sol', 'linkSafeMath.sol', 'Token677ReceiverMock.sol', 'linkBasicToken.sol', 'ERC677Receiver.sol']
4,['LinkReceiver.sol', 'linkSafeMath.sol', 'Token677ReceiverMock.sol', 'linkBasicToken.sol', 'linkERC20Basic.sol']
8,['LinkReceiver.sol', 'linkSafeMath.sol', 'Token677ReceiverMock.sol', 'linkBasicToken.sol', 'LinkToken.sol']
14,['LinkReceiver.sol', 'linkSafeMath.sol', 'Token677ReceiverMock.sol', 'linkBasicToken.sol', 'linkStandardToken.sol']
2,['LinkReceiver.sol', 'linkSafeMath.sol', 'Token677ReceiverMock.sol', 'linkBasicToken.sol', 'NotERC677Compatible.sol']
3,['LinkReceiver.sol', 'linkSafeMath.sol', 'Token677ReceiverMock.sol', 'linkBasicToken.sol', 'Token677.sol']
46,['LinkReceiver.sol', 'linkSafeMath.sol', 'Token677ReceiverMock.sol', 'linkBasicToken.sol', 'flattened.sol']
5,['LinkReceiver.sol', 'linkSafeMath.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'linkERC20Basic.sol']
