similarity,combination
1,['Migrations.sol']
52,['SeeleTokenFlat.sol']
7,['SeeleCrowdSale.sol']
1,['TestAddress.sol']
26,['SeeleCrowdSaleFlat.sol']
1,['TokenTimelock.sol']
1,['SeeleToken.sol']
