similarity,combination
91,['ERC20Basic.sol', 'PausableToken.sol', 'Pausable.sol', 'StandardToken.sol', 'Migrations.sol', 'SafeMath.sol', 'Ownable.sol', 'ERC20.sol', 'ZilliqaToken.sol', 'BasicToken.sol']
