similarity,combination
15,['FaucetRLC.sol', 'TokenSpender.sol']
14,['FaucetRLC.sol', 'Migrations.sol']
24,['FaucetRLC.sol', 'SafeMath.sol']
8,['FaucetRLC.sol', 'Ownable.sol']
24,['FaucetRLC.sol', 'ERC20.sol']
4,['TokenSpender.sol', 'Migrations.sol']
13,['TokenSpender.sol', 'SafeMath.sol']
1,['TokenSpender.sol', 'Ownable.sol']
12,['TokenSpender.sol', 'ERC20.sol']
10,['Migrations.sol', 'SafeMath.sol']
2,['Migrations.sol', 'Ownable.sol']
6,['Migrations.sol', 'ERC20.sol']
11,['SafeMath.sol', 'Ownable.sol']
9,['SafeMath.sol', 'ERC20.sol']
5,['Ownable.sol', 'ERC20.sol']
