similarity,combination
9,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol', 'Standard223TokenReceiverMock.sol']
6,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol']
7,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'BasicTokenMock.sol', 'StandardToken.sol']
6,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'BasicTokenMock.sol', 'ERC223.sol']
6,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'BasicTokenMock.sol', 'LinkToken.sol']
6,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'BasicTokenMock.sol', 'ERC223Receiver.sol']
6,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'BasicTokenMock.sol', 'BasicToken.sol']
5,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'BasicTokenMock.sol', 'TokenSale.sol']
7,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'BasicTokenMock.sol', 'ERC20.sol']
6,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'BasicTokenMock.sol', 'Standard223TokenReceiverMock.sol']
7,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol']
6,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'StandardTokenMock.sol', 'ERC223.sol']
6,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'StandardTokenMock.sol', 'LinkToken.sol']
6,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'StandardTokenMock.sol', 'ERC223Receiver.sol']
6,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'StandardTokenMock.sol', 'BasicToken.sol']
5,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'StandardTokenMock.sol', 'TokenSale.sol']
7,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'StandardTokenMock.sol', 'ERC20.sol']
6,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'StandardTokenMock.sol', 'Standard223TokenReceiverMock.sol']
7,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'StandardToken.sol', 'ERC223.sol']
10,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'StandardToken.sol', 'LinkToken.sol']
7,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'StandardToken.sol', 'ERC223Receiver.sol']
8,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'StandardToken.sol', 'BasicToken.sol']
6,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'StandardToken.sol', 'TokenSale.sol']
8,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'StandardToken.sol', 'ERC20.sol']
7,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'StandardToken.sol', 'Standard223TokenReceiverMock.sol']
7,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'ERC223.sol', 'LinkToken.sol']
6,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'ERC223.sol', 'ERC223Receiver.sol']
7,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'ERC223.sol', 'BasicToken.sol']
5,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'ERC223.sol', 'TokenSale.sol']
1,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'ERC223.sol', 'ERC20.sol']
6,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'ERC223.sol', 'Standard223TokenReceiverMock.sol']
7,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'LinkToken.sol', 'ERC223Receiver.sol']
7,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'LinkToken.sol', 'BasicToken.sol']
5,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'LinkToken.sol', 'TokenSale.sol']
8,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'LinkToken.sol', 'ERC20.sol']
6,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'LinkToken.sol', 'Standard223TokenReceiverMock.sol']
7,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
5,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'ERC223Receiver.sol', 'TokenSale.sol']
7,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'ERC223Receiver.sol', 'ERC20.sol']
6,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'ERC223Receiver.sol', 'Standard223TokenReceiverMock.sol']
6,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'BasicToken.sol', 'TokenSale.sol']
1,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'BasicToken.sol', 'ERC20.sol']
7,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'BasicToken.sol', 'Standard223TokenReceiverMock.sol']
6,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'TokenSale.sol', 'ERC20.sol']
5,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'TokenSale.sol', 'Standard223TokenReceiverMock.sol']
7,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol', 'ERC20.sol', 'Standard223TokenReceiverMock.sol']
2,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol']
2,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol']
6,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'ERC20Basic.sol', 'StandardToken.sol']
3,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'ERC20Basic.sol', 'ERC223.sol']
2,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'ERC20Basic.sol', 'LinkToken.sol']
2,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'ERC20Basic.sol', 'ERC223Receiver.sol']
3,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'ERC20Basic.sol', 'BasicToken.sol']
7,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'ERC20Basic.sol', 'TokenSale.sol']
3,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'ERC20Basic.sol', 'ERC20.sol']
2,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'ERC20Basic.sol', 'Standard223TokenReceiverMock.sol']
2,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol']
9,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'BasicTokenMock.sol', 'StandardToken.sol']
2,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'BasicTokenMock.sol', 'ERC223.sol']
7,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'BasicTokenMock.sol', 'LinkToken.sol']
1,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'BasicTokenMock.sol', 'ERC223Receiver.sol']
2,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'BasicTokenMock.sol', 'BasicToken.sol']
7,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'BasicTokenMock.sol', 'TokenSale.sol']
2,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'BasicTokenMock.sol', 'ERC20.sol']
6,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'BasicTokenMock.sol', 'Standard223TokenReceiverMock.sol']
9,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'StandardTokenMock.sol', 'StandardToken.sol']
2,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'StandardTokenMock.sol', 'ERC223.sol']
6,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'StandardTokenMock.sol', 'LinkToken.sol']
1,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'StandardTokenMock.sol', 'ERC223Receiver.sol']
2,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'StandardTokenMock.sol', 'BasicToken.sol']
7,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'StandardTokenMock.sol', 'TokenSale.sol']
2,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'StandardTokenMock.sol', 'ERC20.sol']
6,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'StandardTokenMock.sol', 'Standard223TokenReceiverMock.sol']
3,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'StandardToken.sol', 'ERC223.sol']
9,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'StandardToken.sol', 'LinkToken.sol']
3,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'StandardToken.sol', 'ERC223Receiver.sol']
4,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'StandardToken.sol', 'BasicToken.sol']
6,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'StandardToken.sol', 'TokenSale.sol']
4,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'StandardToken.sol', 'ERC20.sol']
9,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'StandardToken.sol', 'Standard223TokenReceiverMock.sol']
2,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'ERC223.sol', 'LinkToken.sol']
1,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'ERC223.sol', 'ERC223Receiver.sol']
1,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'ERC223.sol', 'BasicToken.sol']
5,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'ERC223.sol', 'TokenSale.sol']
2,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'ERC223.sol', 'ERC20.sol']
1,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'ERC223.sol', 'Standard223TokenReceiverMock.sol']
1,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'LinkToken.sol', 'ERC223Receiver.sol']
2,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'LinkToken.sol', 'BasicToken.sol']
7,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'LinkToken.sol', 'TokenSale.sol']
2,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'LinkToken.sol', 'ERC20.sol']
6,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'LinkToken.sol', 'Standard223TokenReceiverMock.sol']
2,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
6,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'ERC223Receiver.sol', 'TokenSale.sol']
1,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'ERC223Receiver.sol', 'ERC20.sol']
1,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'ERC223Receiver.sol', 'Standard223TokenReceiverMock.sol']
7,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'BasicToken.sol', 'TokenSale.sol']
1,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'BasicToken.sol', 'ERC20.sol']
1,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'BasicToken.sol', 'Standard223TokenReceiverMock.sol']
7,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'TokenSale.sol', 'ERC20.sol']
5,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'TokenSale.sol', 'Standard223TokenReceiverMock.sol']
1,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol', 'ERC20.sol', 'Standard223TokenReceiverMock.sol']
3,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol']
7,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardToken.sol']
3,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'ERC223.sol']
3,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'LinkToken.sol']
3,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'ERC223Receiver.sol']
3,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'BasicToken.sol']
8,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'TokenSale.sol']
3,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'ERC20.sol']
3,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'Standard223TokenReceiverMock.sol']
7,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'StandardToken.sol']
3,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'ERC223.sol']
3,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'LinkToken.sol']
3,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'ERC223Receiver.sol']
3,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'BasicToken.sol']
8,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'TokenSale.sol']
3,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'ERC20.sol']
3,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'Standard223TokenReceiverMock.sol']
7,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'ERC223.sol']
7,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'LinkToken.sol']
7,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'ERC223Receiver.sol']
8,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'BasicToken.sol']
10,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'TokenSale.sol']
7,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'ERC20.sol']
7,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'Standard223TokenReceiverMock.sol']
4,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'ERC223.sol', 'LinkToken.sol']
4,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'ERC223.sol', 'ERC223Receiver.sol']
4,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'ERC223.sol', 'BasicToken.sol']
9,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'ERC223.sol', 'TokenSale.sol']
6,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'ERC223.sol', 'ERC20.sol']
4,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'ERC223.sol', 'Standard223TokenReceiverMock.sol']
3,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'LinkToken.sol', 'ERC223Receiver.sol']
4,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'LinkToken.sol', 'BasicToken.sol']
10,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'LinkToken.sol', 'TokenSale.sol']
3,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'LinkToken.sol', 'ERC20.sol']
4,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'LinkToken.sol', 'Standard223TokenReceiverMock.sol']
4,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
8,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'ERC223Receiver.sol', 'TokenSale.sol']
3,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'ERC223Receiver.sol', 'ERC20.sol']
3,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'ERC223Receiver.sol', 'Standard223TokenReceiverMock.sol']
9,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'BasicToken.sol', 'TokenSale.sol']
3,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'BasicToken.sol', 'ERC20.sol']
4,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'BasicToken.sol', 'Standard223TokenReceiverMock.sol']
8,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'TokenSale.sol', 'ERC20.sol']
8,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'TokenSale.sol', 'Standard223TokenReceiverMock.sol']
2,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'ERC20Basic.sol', 'ERC20.sol', 'Standard223TokenReceiverMock.sol']
9,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol']
2,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC223.sol']
6,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'LinkToken.sol']
1,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC223Receiver.sol']
2,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'BasicToken.sol']
6,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'TokenSale.sol']
1,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC20.sol']
5,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'Standard223TokenReceiverMock.sol']
9,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC223.sol']
9,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol']
9,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC223Receiver.sol']
4,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'BasicToken.sol']
7,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'TokenSale.sol']
4,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC20.sol']
9,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'Standard223TokenReceiverMock.sol']
7,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'LinkToken.sol']
1,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'ERC223Receiver.sol']
1,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'BasicToken.sol']
7,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'TokenSale.sol']
1,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'ERC20.sol']
5,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'Standard223TokenReceiverMock.sol']
1,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'ERC223Receiver.sol']
2,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'BasicToken.sol']
7,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'TokenSale.sol']
2,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'ERC20.sol']
6,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'Standard223TokenReceiverMock.sol']
1,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'BasicTokenMock.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
5,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'BasicTokenMock.sol', 'ERC223Receiver.sol', 'TokenSale.sol']
1,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'BasicTokenMock.sol', 'ERC223Receiver.sol', 'ERC20.sol']
6,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'BasicTokenMock.sol', 'ERC223Receiver.sol', 'Standard223TokenReceiverMock.sol']
9,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'BasicTokenMock.sol', 'BasicToken.sol', 'TokenSale.sol']
1,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'BasicTokenMock.sol', 'BasicToken.sol', 'ERC20.sol']
1,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'BasicTokenMock.sol', 'BasicToken.sol', 'Standard223TokenReceiverMock.sol']
6,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'BasicTokenMock.sol', 'TokenSale.sol', 'ERC20.sol']
5,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'BasicTokenMock.sol', 'TokenSale.sol', 'Standard223TokenReceiverMock.sol']
1,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'BasicTokenMock.sol', 'ERC20.sol', 'Standard223TokenReceiverMock.sol']
9,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol']
9,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol']
9,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223Receiver.sol']
4,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'BasicToken.sol']
7,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'TokenSale.sol']
4,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC20.sol']
9,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Standard223TokenReceiverMock.sol']
7,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'LinkToken.sol']
1,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'ERC223Receiver.sol']
1,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'BasicToken.sol']
7,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'TokenSale.sol']
1,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'ERC20.sol']
5,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'Standard223TokenReceiverMock.sol']
1,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'ERC223Receiver.sol']
2,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'BasicToken.sol']
7,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'TokenSale.sol']
2,['SafeMath.sol', 'Standard223TokenReceiverTest.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'ERC20.sol']
