similarity,combination
5,['Controller.sol']
1,['SafeMath.sol']
3,['IToken.sol']
4,['Token.sol']
0,['Owned.sol']
1,['TokenMock.sol']
1,['ControllerMock.sol']
1,['DummyMock.sol']
2,['Savings.sol']
0,['Migrations.sol']
1,['TokenReceivable.sol']
1,['Receiver.sol']
5,['Ledger.sol']
1,['Sale.sol']
1,['LedgerMock.sol']
2,['SavingsMock.sol']
0,['EventDefinitions.sol']
3,['Finalizable.sol']
4,['Pausable.sol']
3,['ControllerEventDefinitions.sol']
0,['DummyToken.sol']
