similarity,combination
4,['flop.sol']
1,['join.sol']
6,['flip.sol']
1,['transferFrom.sol']
4,['frob.sol']
5,['flip.t.sol']
4,['flop.t.sol']
4,['flap.t.sol']
7,['heal.sol']
5,['drip.t.sol']
5,['heal.t.sol']
3,['flap.sol']
2,['drip.sol']
3,['frob.t.sol']
5,['tune.sol']
5,['bite.sol']
