similarity,combination
5,['join.sol', 'heal.sol', 'drip.t.sol', 'heal.t.sol']
3,['join.sol', 'heal.sol', 'drip.t.sol', 'flap.sol']
3,['join.sol', 'heal.sol', 'drip.t.sol', 'drip.sol']
3,['join.sol', 'heal.sol', 'drip.t.sol', 'frob.t.sol']
3,['join.sol', 'heal.sol', 'drip.t.sol', 'tune.sol']
3,['join.sol', 'heal.sol', 'drip.t.sol', 'bite.sol']
6,['join.sol', 'heal.sol', 'heal.t.sol', 'flap.sol']
5,['join.sol', 'heal.sol', 'heal.t.sol', 'drip.sol']
7,['join.sol', 'heal.sol', 'heal.t.sol', 'frob.t.sol']
5,['join.sol', 'heal.sol', 'heal.t.sol', 'tune.sol']
6,['join.sol', 'heal.sol', 'heal.t.sol', 'bite.sol']
3,['join.sol', 'heal.sol', 'flap.sol', 'drip.sol']
5,['join.sol', 'heal.sol', 'flap.sol', 'frob.t.sol']
3,['join.sol', 'heal.sol', 'flap.sol', 'tune.sol']
4,['join.sol', 'heal.sol', 'flap.sol', 'bite.sol']
4,['join.sol', 'heal.sol', 'drip.sol', 'frob.t.sol']
3,['join.sol', 'heal.sol', 'drip.sol', 'tune.sol']
3,['join.sol', 'heal.sol', 'drip.sol', 'bite.sol']
4,['join.sol', 'heal.sol', 'frob.t.sol', 'tune.sol']
5,['join.sol', 'heal.sol', 'frob.t.sol', 'bite.sol']
4,['join.sol', 'heal.sol', 'tune.sol', 'bite.sol']
5,['join.sol', 'drip.t.sol', 'heal.t.sol', 'flap.sol']
4,['join.sol', 'drip.t.sol', 'heal.t.sol', 'drip.sol']
5,['join.sol', 'drip.t.sol', 'heal.t.sol', 'frob.t.sol']
6,['join.sol', 'drip.t.sol', 'heal.t.sol', 'tune.sol']
3,['join.sol', 'drip.t.sol', 'heal.t.sol', 'bite.sol']
3,['join.sol', 'drip.t.sol', 'flap.sol', 'drip.sol']
3,['join.sol', 'drip.t.sol', 'flap.sol', 'frob.t.sol']
3,['join.sol', 'drip.t.sol', 'flap.sol', 'tune.sol']
3,['join.sol', 'drip.t.sol', 'flap.sol', 'bite.sol']
3,['join.sol', 'drip.t.sol', 'drip.sol', 'frob.t.sol']
3,['join.sol', 'drip.t.sol', 'drip.sol', 'tune.sol']
3,['join.sol', 'drip.t.sol', 'drip.sol', 'bite.sol']
2,['join.sol', 'drip.t.sol', 'frob.t.sol', 'tune.sol']
3,['join.sol', 'drip.t.sol', 'frob.t.sol', 'bite.sol']
3,['join.sol', 'drip.t.sol', 'tune.sol', 'bite.sol']
5,['join.sol', 'heal.t.sol', 'flap.sol', 'drip.sol']
4,['join.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol']
6,['join.sol', 'heal.t.sol', 'flap.sol', 'tune.sol']
6,['join.sol', 'heal.t.sol', 'flap.sol', 'bite.sol']
6,['join.sol', 'heal.t.sol', 'drip.sol', 'frob.t.sol']
4,['join.sol', 'heal.t.sol', 'drip.sol', 'tune.sol']
3,['join.sol', 'heal.t.sol', 'drip.sol', 'bite.sol']
4,['join.sol', 'heal.t.sol', 'frob.t.sol', 'tune.sol']
8,['join.sol', 'heal.t.sol', 'frob.t.sol', 'bite.sol']
8,['join.sol', 'heal.t.sol', 'tune.sol', 'bite.sol']
3,['join.sol', 'flap.sol', 'drip.sol', 'frob.t.sol']
4,['join.sol', 'flap.sol', 'drip.sol', 'tune.sol']
3,['join.sol', 'flap.sol', 'drip.sol', 'bite.sol']
4,['join.sol', 'flap.sol', 'frob.t.sol', 'tune.sol']
4,['join.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
4,['join.sol', 'flap.sol', 'tune.sol', 'bite.sol']
3,['join.sol', 'drip.sol', 'frob.t.sol', 'tune.sol']
3,['join.sol', 'drip.sol', 'frob.t.sol', 'bite.sol']
3,['join.sol', 'drip.sol', 'tune.sol', 'bite.sol']
3,['join.sol', 'frob.t.sol', 'tune.sol', 'bite.sol']
4,['flip.sol', 'transferFrom.sol', 'frob.sol', 'flip.t.sol']
8,['flip.sol', 'transferFrom.sol', 'frob.sol', 'flop.t.sol']
7,['flip.sol', 'transferFrom.sol', 'frob.sol', 'flap.t.sol']
2,['flip.sol', 'transferFrom.sol', 'frob.sol', 'heal.sol']
3,['flip.sol', 'transferFrom.sol', 'frob.sol', 'drip.t.sol']
7,['flip.sol', 'transferFrom.sol', 'frob.sol', 'heal.t.sol']
4,['flip.sol', 'transferFrom.sol', 'frob.sol', 'flap.sol']
4,['flip.sol', 'transferFrom.sol', 'frob.sol', 'drip.sol']
5,['flip.sol', 'transferFrom.sol', 'frob.sol', 'frob.t.sol']
4,['flip.sol', 'transferFrom.sol', 'frob.sol', 'tune.sol']
4,['flip.sol', 'transferFrom.sol', 'frob.sol', 'bite.sol']
6,['flip.sol', 'transferFrom.sol', 'flip.t.sol', 'flop.t.sol']
6,['flip.sol', 'transferFrom.sol', 'flip.t.sol', 'flap.t.sol']
3,['flip.sol', 'transferFrom.sol', 'flip.t.sol', 'heal.sol']
3,['flip.sol', 'transferFrom.sol', 'flip.t.sol', 'drip.t.sol']
5,['flip.sol', 'transferFrom.sol', 'flip.t.sol', 'heal.t.sol']
3,['flip.sol', 'transferFrom.sol', 'flip.t.sol', 'flap.sol']
4,['flip.sol', 'transferFrom.sol', 'flip.t.sol', 'drip.sol']
4,['flip.sol', 'transferFrom.sol', 'flip.t.sol', 'frob.t.sol']
4,['flip.sol', 'transferFrom.sol', 'flip.t.sol', 'tune.sol']
3,['flip.sol', 'transferFrom.sol', 'flip.t.sol', 'bite.sol']
6,['flip.sol', 'transferFrom.sol', 'flop.t.sol', 'flap.t.sol']
4,['flip.sol', 'transferFrom.sol', 'flop.t.sol', 'heal.sol']
3,['flip.sol', 'transferFrom.sol', 'flop.t.sol', 'drip.t.sol']
7,['flip.sol', 'transferFrom.sol', 'flop.t.sol', 'heal.t.sol']
7,['flip.sol', 'transferFrom.sol', 'flop.t.sol', 'flap.sol']
7,['flip.sol', 'transferFrom.sol', 'flop.t.sol', 'drip.sol']
4,['flip.sol', 'transferFrom.sol', 'flop.t.sol', 'frob.t.sol']
3,['flip.sol', 'transferFrom.sol', 'flop.t.sol', 'tune.sol']
5,['flip.sol', 'transferFrom.sol', 'flop.t.sol', 'bite.sol']
4,['flip.sol', 'transferFrom.sol', 'flap.t.sol', 'heal.sol']
3,['flip.sol', 'transferFrom.sol', 'flap.t.sol', 'drip.t.sol']
7,['flip.sol', 'transferFrom.sol', 'flap.t.sol', 'heal.t.sol']
7,['flip.sol', 'transferFrom.sol', 'flap.t.sol', 'flap.sol']
7,['flip.sol', 'transferFrom.sol', 'flap.t.sol', 'drip.sol']
4,['flip.sol', 'transferFrom.sol', 'flap.t.sol', 'frob.t.sol']
3,['flip.sol', 'transferFrom.sol', 'flap.t.sol', 'tune.sol']
4,['flip.sol', 'transferFrom.sol', 'flap.t.sol', 'bite.sol']
3,['flip.sol', 'transferFrom.sol', 'heal.sol', 'drip.t.sol']
6,['flip.sol', 'transferFrom.sol', 'heal.sol', 'heal.t.sol']
2,['flip.sol', 'transferFrom.sol', 'heal.sol', 'flap.sol']
3,['flip.sol', 'transferFrom.sol', 'heal.sol', 'drip.sol']
4,['flip.sol', 'transferFrom.sol', 'heal.sol', 'frob.t.sol']
2,['flip.sol', 'transferFrom.sol', 'heal.sol', 'tune.sol']
5,['flip.sol', 'transferFrom.sol', 'heal.sol', 'bite.sol']
3,['flip.sol', 'transferFrom.sol', 'drip.t.sol', 'heal.t.sol']
4,['flip.sol', 'transferFrom.sol', 'drip.t.sol', 'flap.sol']
3,['flip.sol', 'transferFrom.sol', 'drip.t.sol', 'drip.sol']
3,['flip.sol', 'transferFrom.sol', 'drip.t.sol', 'frob.t.sol']
3,['flip.sol', 'transferFrom.sol', 'drip.t.sol', 'tune.sol']
3,['flip.sol', 'transferFrom.sol', 'drip.t.sol', 'bite.sol']
7,['flip.sol', 'transferFrom.sol', 'heal.t.sol', 'flap.sol']
5,['flip.sol', 'transferFrom.sol', 'heal.t.sol', 'drip.sol']
4,['flip.sol', 'transferFrom.sol', 'heal.t.sol', 'frob.t.sol']
6,['flip.sol', 'transferFrom.sol', 'heal.t.sol', 'tune.sol']
5,['flip.sol', 'transferFrom.sol', 'heal.t.sol', 'bite.sol']
4,['flip.sol', 'transferFrom.sol', 'flap.sol', 'drip.sol']
4,['flip.sol', 'transferFrom.sol', 'flap.sol', 'frob.t.sol']
3,['flip.sol', 'transferFrom.sol', 'flap.sol', 'tune.sol']
4,['flip.sol', 'transferFrom.sol', 'flap.sol', 'bite.sol']
3,['flip.sol', 'transferFrom.sol', 'drip.sol', 'frob.t.sol']
4,['flip.sol', 'transferFrom.sol', 'drip.sol', 'tune.sol']
3,['flip.sol', 'transferFrom.sol', 'drip.sol', 'bite.sol']
4,['flip.sol', 'transferFrom.sol', 'frob.t.sol', 'tune.sol']
4,['flip.sol', 'transferFrom.sol', 'frob.t.sol', 'bite.sol']
4,['flip.sol', 'transferFrom.sol', 'tune.sol', 'bite.sol']
5,['flip.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol']
5,['flip.sol', 'frob.sol', 'flip.t.sol', 'flap.t.sol']
4,['flip.sol', 'frob.sol', 'flip.t.sol', 'heal.sol']
3,['flip.sol', 'frob.sol', 'flip.t.sol', 'drip.t.sol']
5,['flip.sol', 'frob.sol', 'flip.t.sol', 'heal.t.sol']
3,['flip.sol', 'frob.sol', 'flip.t.sol', 'flap.sol']
3,['flip.sol', 'frob.sol', 'flip.t.sol', 'drip.sol']
6,['flip.sol', 'frob.sol', 'flip.t.sol', 'frob.t.sol']
4,['flip.sol', 'frob.sol', 'flip.t.sol', 'tune.sol']
3,['flip.sol', 'frob.sol', 'flip.t.sol', 'bite.sol']
5,['flip.sol', 'frob.sol', 'flop.t.sol', 'flap.t.sol']
2,['flip.sol', 'frob.sol', 'flop.t.sol', 'heal.sol']
3,['flip.sol', 'frob.sol', 'flop.t.sol', 'drip.t.sol']
6,['flip.sol', 'frob.sol', 'flop.t.sol', 'heal.t.sol']
4,['flip.sol', 'frob.sol', 'flop.t.sol', 'flap.sol']
3,['flip.sol', 'frob.sol', 'flop.t.sol', 'drip.sol']
4,['flip.sol', 'frob.sol', 'flop.t.sol', 'frob.t.sol']
3,['flip.sol', 'frob.sol', 'flop.t.sol', 'tune.sol']
4,['flip.sol', 'frob.sol', 'flop.t.sol', 'bite.sol']
2,['flip.sol', 'frob.sol', 'flap.t.sol', 'heal.sol']
3,['flip.sol', 'frob.sol', 'flap.t.sol', 'drip.t.sol']
6,['flip.sol', 'frob.sol', 'flap.t.sol', 'heal.t.sol']
4,['flip.sol', 'frob.sol', 'flap.t.sol', 'flap.sol']
3,['flip.sol', 'frob.sol', 'flap.t.sol', 'drip.sol']
4,['flip.sol', 'frob.sol', 'flap.t.sol', 'frob.t.sol']
3,['flip.sol', 'frob.sol', 'flap.t.sol', 'tune.sol']
3,['flip.sol', 'frob.sol', 'flap.t.sol', 'bite.sol']
2,['flip.sol', 'frob.sol', 'heal.sol', 'drip.t.sol']
5,['flip.sol', 'frob.sol', 'heal.sol', 'heal.t.sol']
2,['flip.sol', 'frob.sol', 'heal.sol', 'flap.sol']
2,['flip.sol', 'frob.sol', 'heal.sol', 'drip.sol']
4,['flip.sol', 'frob.sol', 'heal.sol', 'frob.t.sol']
2,['flip.sol', 'frob.sol', 'heal.sol', 'tune.sol']
2,['flip.sol', 'frob.sol', 'heal.sol', 'bite.sol']
3,['flip.sol', 'frob.sol', 'drip.t.sol', 'heal.t.sol']
3,['flip.sol', 'frob.sol', 'drip.t.sol', 'flap.sol']
3,['flip.sol', 'frob.sol', 'drip.t.sol', 'drip.sol']
3,['flip.sol', 'frob.sol', 'drip.t.sol', 'frob.t.sol']
3,['flip.sol', 'frob.sol', 'drip.t.sol', 'tune.sol']
3,['flip.sol', 'frob.sol', 'drip.t.sol', 'bite.sol']
6,['flip.sol', 'frob.sol', 'heal.t.sol', 'flap.sol']
3,['flip.sol', 'frob.sol', 'heal.t.sol', 'drip.sol']
6,['flip.sol', 'frob.sol', 'heal.t.sol', 'frob.t.sol']
4,['flip.sol', 'frob.sol', 'heal.t.sol', 'tune.sol']
4,['flip.sol', 'frob.sol', 'heal.t.sol', 'bite.sol']
3,['flip.sol', 'frob.sol', 'flap.sol', 'drip.sol']
4,['flip.sol', 'frob.sol', 'flap.sol', 'frob.t.sol']
3,['flip.sol', 'frob.sol', 'flap.sol', 'tune.sol']
3,['flip.sol', 'frob.sol', 'flap.sol', 'bite.sol']
4,['flip.sol', 'frob.sol', 'drip.sol', 'frob.t.sol']
3,['flip.sol', 'frob.sol', 'drip.sol', 'tune.sol']
3,['flip.sol', 'frob.sol', 'drip.sol', 'bite.sol']
3,['flip.sol', 'frob.sol', 'frob.t.sol', 'tune.sol']
4,['flip.sol', 'frob.sol', 'frob.t.sol', 'bite.sol']
2,['flip.sol', 'frob.sol', 'tune.sol', 'bite.sol']
4,['flip.sol', 'flip.t.sol', 'flop.t.sol', 'flap.t.sol']
6,['flip.sol', 'flip.t.sol', 'flop.t.sol', 'heal.sol']
4,['flip.sol', 'flip.t.sol', 'flop.t.sol', 'drip.t.sol']
4,['flip.sol', 'flip.t.sol', 'flop.t.sol', 'heal.t.sol']
5,['flip.sol', 'flip.t.sol', 'flop.t.sol', 'flap.sol']
6,['flip.sol', 'flip.t.sol', 'flop.t.sol', 'drip.sol']
3,['flip.sol', 'flip.t.sol', 'flop.t.sol', 'frob.t.sol']
3,['flip.sol', 'flip.t.sol', 'flop.t.sol', 'tune.sol']
4,['flip.sol', 'flip.t.sol', 'flop.t.sol', 'bite.sol']
5,['flip.sol', 'flip.t.sol', 'flap.t.sol', 'heal.sol']
4,['flip.sol', 'flip.t.sol', 'flap.t.sol', 'drip.t.sol']
4,['flip.sol', 'flip.t.sol', 'flap.t.sol', 'heal.t.sol']
5,['flip.sol', 'flip.t.sol', 'flap.t.sol', 'flap.sol']
5,['flip.sol', 'flip.t.sol', 'flap.t.sol', 'drip.sol']
3,['flip.sol', 'flip.t.sol', 'flap.t.sol', 'frob.t.sol']
3,['flip.sol', 'flip.t.sol', 'flap.t.sol', 'tune.sol']
4,['flip.sol', 'flip.t.sol', 'flap.t.sol', 'bite.sol']
2,['flip.sol', 'flip.t.sol', 'heal.sol', 'drip.t.sol']
5,['flip.sol', 'flip.t.sol', 'heal.sol', 'heal.t.sol']
4,['flip.sol', 'flip.t.sol', 'heal.sol', 'flap.sol']
3,['flip.sol', 'flip.t.sol', 'heal.sol', 'drip.sol']
6,['flip.sol', 'flip.t.sol', 'heal.sol', 'frob.t.sol']
4,['flip.sol', 'flip.t.sol', 'heal.sol', 'tune.sol']
3,['flip.sol', 'flip.t.sol', 'heal.sol', 'bite.sol']
2,['flip.sol', 'flip.t.sol', 'drip.t.sol', 'heal.t.sol']
3,['flip.sol', 'flip.t.sol', 'drip.t.sol', 'flap.sol']
3,['flip.sol', 'flip.t.sol', 'drip.t.sol', 'drip.sol']
5,['flip.sol', 'flip.t.sol', 'drip.t.sol', 'frob.t.sol']
3,['flip.sol', 'flip.t.sol', 'drip.t.sol', 'tune.sol']
3,['flip.sol', 'flip.t.sol', 'drip.t.sol', 'bite.sol']
4,['flip.sol', 'flip.t.sol', 'heal.t.sol', 'flap.sol']
4,['flip.sol', 'flip.t.sol', 'heal.t.sol', 'drip.sol']
3,['flip.sol', 'flip.t.sol', 'heal.t.sol', 'frob.t.sol']
3,['flip.sol', 'flip.t.sol', 'heal.t.sol', 'tune.sol']
4,['flip.sol', 'flip.t.sol', 'heal.t.sol', 'bite.sol']
3,['flip.sol', 'flip.t.sol', 'flap.sol', 'drip.sol']
4,['flip.sol', 'flip.t.sol', 'flap.sol', 'frob.t.sol']
3,['flip.sol', 'flip.t.sol', 'flap.sol', 'tune.sol']
3,['flip.sol', 'flip.t.sol', 'flap.sol', 'bite.sol']
5,['flip.sol', 'flip.t.sol', 'drip.sol', 'frob.t.sol']
4,['flip.sol', 'flip.t.sol', 'drip.sol', 'tune.sol']
3,['flip.sol', 'flip.t.sol', 'drip.sol', 'bite.sol']
2,['flip.sol', 'flip.t.sol', 'frob.t.sol', 'tune.sol']
7,['flip.sol', 'flip.t.sol', 'frob.t.sol', 'bite.sol']
3,['flip.sol', 'flip.t.sol', 'tune.sol', 'bite.sol']
4,['flip.sol', 'flop.t.sol', 'flap.t.sol', 'heal.sol']
5,['flip.sol', 'flop.t.sol', 'flap.t.sol', 'drip.t.sol']
4,['flip.sol', 'flop.t.sol', 'flap.t.sol', 'heal.t.sol']
5,['flip.sol', 'flop.t.sol', 'flap.t.sol', 'flap.sol']
5,['flip.sol', 'flop.t.sol', 'flap.t.sol', 'drip.sol']
4,['flip.sol', 'flop.t.sol', 'flap.t.sol', 'frob.t.sol']
4,['flip.sol', 'flop.t.sol', 'flap.t.sol', 'tune.sol']
5,['flip.sol', 'flop.t.sol', 'flap.t.sol', 'bite.sol']
3,['flip.sol', 'flop.t.sol', 'heal.sol', 'drip.t.sol']
6,['flip.sol', 'flop.t.sol', 'heal.sol', 'heal.t.sol']
4,['flip.sol', 'flop.t.sol', 'heal.sol', 'flap.sol']
2,['flip.sol', 'flop.t.sol', 'heal.sol', 'drip.sol']
4,['flip.sol', 'flop.t.sol', 'heal.sol', 'frob.t.sol']
2,['flip.sol', 'flop.t.sol', 'heal.sol', 'tune.sol']
2,['flip.sol', 'flop.t.sol', 'heal.sol', 'bite.sol']
5,['flip.sol', 'flop.t.sol', 'drip.t.sol', 'heal.t.sol']
3,['flip.sol', 'flop.t.sol', 'drip.t.sol', 'flap.sol']
3,['flip.sol', 'flop.t.sol', 'drip.t.sol', 'drip.sol']
3,['flip.sol', 'flop.t.sol', 'drip.t.sol', 'frob.t.sol']
3,['flip.sol', 'flop.t.sol', 'drip.t.sol', 'tune.sol']
3,['flip.sol', 'flop.t.sol', 'drip.t.sol', 'bite.sol']
6,['flip.sol', 'flop.t.sol', 'heal.t.sol', 'flap.sol']
6,['flip.sol', 'flop.t.sol', 'heal.t.sol', 'drip.sol']
4,['flip.sol', 'flop.t.sol', 'heal.t.sol', 'frob.t.sol']
3,['flip.sol', 'flop.t.sol', 'heal.t.sol', 'tune.sol']
6,['flip.sol', 'flop.t.sol', 'heal.t.sol', 'bite.sol']
3,['flip.sol', 'flop.t.sol', 'flap.sol', 'drip.sol']
4,['flip.sol', 'flop.t.sol', 'flap.sol', 'frob.t.sol']
3,['flip.sol', 'flop.t.sol', 'flap.sol', 'tune.sol']
4,['flip.sol', 'flop.t.sol', 'flap.sol', 'bite.sol']
4,['flip.sol', 'flop.t.sol', 'drip.sol', 'frob.t.sol']
3,['flip.sol', 'flop.t.sol', 'drip.sol', 'tune.sol']
3,['flip.sol', 'flop.t.sol', 'drip.sol', 'bite.sol']
4,['flip.sol', 'flop.t.sol', 'frob.t.sol', 'tune.sol']
4,['flip.sol', 'flop.t.sol', 'frob.t.sol', 'bite.sol']
3,['flip.sol', 'flop.t.sol', 'tune.sol', 'bite.sol']
3,['flip.sol', 'flap.t.sol', 'heal.sol', 'drip.t.sol']
6,['flip.sol', 'flap.t.sol', 'heal.sol', 'heal.t.sol']
5,['flip.sol', 'flap.t.sol', 'heal.sol', 'flap.sol']
2,['flip.sol', 'flap.t.sol', 'heal.sol', 'drip.sol']
4,['flip.sol', 'flap.t.sol', 'heal.sol', 'frob.t.sol']
3,['flip.sol', 'flap.t.sol', 'heal.sol', 'tune.sol']
3,['flip.sol', 'flap.t.sol', 'heal.sol', 'bite.sol']
5,['flip.sol', 'flap.t.sol', 'drip.t.sol', 'heal.t.sol']
3,['flip.sol', 'flap.t.sol', 'drip.t.sol', 'flap.sol']
3,['flip.sol', 'flap.t.sol', 'drip.t.sol', 'drip.sol']
3,['flip.sol', 'flap.t.sol', 'drip.t.sol', 'frob.t.sol']
3,['flip.sol', 'flap.t.sol', 'drip.t.sol', 'tune.sol']
3,['flip.sol', 'flap.t.sol', 'drip.t.sol', 'bite.sol']
6,['flip.sol', 'flap.t.sol', 'heal.t.sol', 'flap.sol']
6,['flip.sol', 'flap.t.sol', 'heal.t.sol', 'drip.sol']
4,['flip.sol', 'flap.t.sol', 'heal.t.sol', 'frob.t.sol']
3,['flip.sol', 'flap.t.sol', 'heal.t.sol', 'tune.sol']
6,['flip.sol', 'flap.t.sol', 'heal.t.sol', 'bite.sol']
3,['flip.sol', 'flap.t.sol', 'flap.sol', 'drip.sol']
4,['flip.sol', 'flap.t.sol', 'flap.sol', 'frob.t.sol']
3,['flip.sol', 'flap.t.sol', 'flap.sol', 'tune.sol']
3,['flip.sol', 'flap.t.sol', 'flap.sol', 'bite.sol']
4,['flip.sol', 'flap.t.sol', 'drip.sol', 'frob.t.sol']
3,['flip.sol', 'flap.t.sol', 'drip.sol', 'tune.sol']
3,['flip.sol', 'flap.t.sol', 'drip.sol', 'bite.sol']
4,['flip.sol', 'flap.t.sol', 'frob.t.sol', 'tune.sol']
4,['flip.sol', 'flap.t.sol', 'frob.t.sol', 'bite.sol']
3,['flip.sol', 'flap.t.sol', 'tune.sol', 'bite.sol']
3,['flip.sol', 'heal.sol', 'drip.t.sol', 'heal.t.sol']
2,['flip.sol', 'heal.sol', 'drip.t.sol', 'flap.sol']
3,['flip.sol', 'heal.sol', 'drip.t.sol', 'drip.sol']
3,['flip.sol', 'heal.sol', 'drip.t.sol', 'frob.t.sol']
2,['flip.sol', 'heal.sol', 'drip.t.sol', 'tune.sol']
2,['flip.sol', 'heal.sol', 'drip.t.sol', 'bite.sol']
5,['flip.sol', 'heal.sol', 'heal.t.sol', 'flap.sol']
5,['flip.sol', 'heal.sol', 'heal.t.sol', 'drip.sol']
6,['flip.sol', 'heal.sol', 'heal.t.sol', 'frob.t.sol']
4,['flip.sol', 'heal.sol', 'heal.t.sol', 'tune.sol']
4,['flip.sol', 'heal.sol', 'heal.t.sol', 'bite.sol']
2,['flip.sol', 'heal.sol', 'flap.sol', 'drip.sol']
4,['flip.sol', 'heal.sol', 'flap.sol', 'frob.t.sol']
3,['flip.sol', 'heal.sol', 'flap.sol', 'tune.sol']
2,['flip.sol', 'heal.sol', 'flap.sol', 'bite.sol']
3,['flip.sol', 'heal.sol', 'drip.sol', 'frob.t.sol']
2,['flip.sol', 'heal.sol', 'drip.sol', 'tune.sol']
3,['flip.sol', 'heal.sol', 'drip.sol', 'bite.sol']
3,['flip.sol', 'heal.sol', 'frob.t.sol', 'tune.sol']
4,['flip.sol', 'heal.sol', 'frob.t.sol', 'bite.sol']
2,['flip.sol', 'heal.sol', 'tune.sol', 'bite.sol']
3,['flip.sol', 'drip.t.sol', 'heal.t.sol', 'flap.sol']
3,['flip.sol', 'drip.t.sol', 'heal.t.sol', 'drip.sol']
5,['flip.sol', 'drip.t.sol', 'heal.t.sol', 'frob.t.sol']
4,['flip.sol', 'drip.t.sol', 'heal.t.sol', 'tune.sol']
3,['flip.sol', 'drip.t.sol', 'heal.t.sol', 'bite.sol']
3,['flip.sol', 'drip.t.sol', 'flap.sol', 'drip.sol']
3,['flip.sol', 'drip.t.sol', 'flap.sol', 'frob.t.sol']
3,['flip.sol', 'drip.t.sol', 'flap.sol', 'tune.sol']
3,['flip.sol', 'drip.t.sol', 'flap.sol', 'bite.sol']
3,['flip.sol', 'drip.t.sol', 'drip.sol', 'frob.t.sol']
3,['flip.sol', 'drip.t.sol', 'drip.sol', 'tune.sol']
3,['flip.sol', 'drip.t.sol', 'drip.sol', 'bite.sol']
2,['flip.sol', 'drip.t.sol', 'frob.t.sol', 'tune.sol']
3,['flip.sol', 'drip.t.sol', 'frob.t.sol', 'bite.sol']
2,['flip.sol', 'drip.t.sol', 'tune.sol', 'bite.sol']
5,['flip.sol', 'heal.t.sol', 'flap.sol', 'drip.sol']
5,['flip.sol', 'heal.t.sol', 'flap.sol', 'frob.t.sol']
4,['flip.sol', 'heal.t.sol', 'flap.sol', 'tune.sol']
4,['flip.sol', 'heal.t.sol', 'flap.sol', 'bite.sol']
5,['flip.sol', 'heal.t.sol', 'drip.sol', 'frob.t.sol']
4,['flip.sol', 'heal.t.sol', 'drip.sol', 'tune.sol']
3,['flip.sol', 'heal.t.sol', 'drip.sol', 'bite.sol']
4,['flip.sol', 'heal.t.sol', 'frob.t.sol', 'tune.sol']
6,['flip.sol', 'heal.t.sol', 'frob.t.sol', 'bite.sol']
4,['flip.sol', 'heal.t.sol', 'tune.sol', 'bite.sol']
4,['flip.sol', 'flap.sol', 'drip.sol', 'frob.t.sol']
3,['flip.sol', 'flap.sol', 'drip.sol', 'tune.sol']
3,['flip.sol', 'flap.sol', 'drip.sol', 'bite.sol']
3,['flip.sol', 'flap.sol', 'frob.t.sol', 'tune.sol']
4,['flip.sol', 'flap.sol', 'frob.t.sol', 'bite.sol']
2,['flip.sol', 'flap.sol', 'tune.sol', 'bite.sol']
2,['flip.sol', 'drip.sol', 'frob.t.sol', 'tune.sol']
3,['flip.sol', 'drip.sol', 'frob.t.sol', 'bite.sol']
3,['flip.sol', 'drip.sol', 'tune.sol', 'bite.sol']
3,['flip.sol', 'frob.t.sol', 'tune.sol', 'bite.sol']
9,['transferFrom.sol', 'frob.sol', 'flip.t.sol', 'flop.t.sol']
9,['transferFrom.sol', 'frob.sol', 'flip.t.sol', 'flap.t.sol']
4,['transferFrom.sol', 'frob.sol', 'flip.t.sol', 'heal.sol']
2,['transferFrom.sol', 'frob.sol', 'flip.t.sol', 'drip.t.sol']
5,['transferFrom.sol', 'frob.sol', 'flip.t.sol', 'heal.t.sol']
6,['transferFrom.sol', 'frob.sol', 'flip.t.sol', 'flap.sol']
6,['transferFrom.sol', 'frob.sol', 'flip.t.sol', 'drip.sol']
6,['transferFrom.sol', 'frob.sol', 'flip.t.sol', 'frob.t.sol']
4,['transferFrom.sol', 'frob.sol', 'flip.t.sol', 'tune.sol']
3,['transferFrom.sol', 'frob.sol', 'flip.t.sol', 'bite.sol']
5,['transferFrom.sol', 'frob.sol', 'flop.t.sol', 'flap.t.sol']
5,['transferFrom.sol', 'frob.sol', 'flop.t.sol', 'heal.sol']
4,['transferFrom.sol', 'frob.sol', 'flop.t.sol', 'drip.t.sol']
8,['transferFrom.sol', 'frob.sol', 'flop.t.sol', 'heal.t.sol']
5,['transferFrom.sol', 'frob.sol', 'flop.t.sol', 'flap.sol']
5,['transferFrom.sol', 'frob.sol', 'flop.t.sol', 'drip.sol']
4,['transferFrom.sol', 'frob.sol', 'flop.t.sol', 'frob.t.sol']
3,['transferFrom.sol', 'frob.sol', 'flop.t.sol', 'tune.sol']
8,['transferFrom.sol', 'frob.sol', 'flop.t.sol', 'bite.sol']
5,['transferFrom.sol', 'frob.sol', 'flap.t.sol', 'heal.sol']
4,['transferFrom.sol', 'frob.sol', 'flap.t.sol', 'drip.t.sol']
8,['transferFrom.sol', 'frob.sol', 'flap.t.sol', 'heal.t.sol']
7,['transferFrom.sol', 'frob.sol', 'flap.t.sol', 'flap.sol']
5,['transferFrom.sol', 'frob.sol', 'flap.t.sol', 'drip.sol']
4,['transferFrom.sol', 'frob.sol', 'flap.t.sol', 'frob.t.sol']
3,['transferFrom.sol', 'frob.sol', 'flap.t.sol', 'tune.sol']
8,['transferFrom.sol', 'frob.sol', 'flap.t.sol', 'bite.sol']
3,['transferFrom.sol', 'frob.sol', 'heal.sol', 'drip.t.sol']
7,['transferFrom.sol', 'frob.sol', 'heal.sol', 'heal.t.sol']
2,['transferFrom.sol', 'frob.sol', 'heal.sol', 'flap.sol']
3,['transferFrom.sol', 'frob.sol', 'heal.sol', 'drip.sol']
5,['transferFrom.sol', 'frob.sol', 'heal.sol', 'frob.t.sol']
3,['transferFrom.sol', 'frob.sol', 'heal.sol', 'tune.sol']
