similarity,combination
4,['flop.sol']
3,['vow.t.sol']
1,['join.sol']
4,['flip.sol']
4,['vow.sol']
4,['flip.t.sol']
1,['move.sol']
3,['vat.sol']
3,['flop.t.sol']
3,['jug.sol']
5,['cat.sol']
2,['fork.t.sol']
3,['flap.t.sol']
2,['vat.t.sol']
4,['jug.t.sol']
4,['flap.sol']
