similarity,combination
5,['flop.sol']
2,['join.sol']
7,['flip.sol']
4,['frob.sol']
5,['flip.t.sol']
2,['move.sol']
5,['flop.t.sol']
4,['flap.t.sol']
7,['heal.sol']
5,['drip.t.sol']
5,['heal.t.sol']
5,['flap.sol']
2,['drip.sol']
3,['frob.t.sol']
4,['tune.sol']
6,['bite.sol']
