similarity,combination
3,['Migrations.sol', 'SeeleCrowdSale.sol']
1,['Migrations.sol', 'TestAddress.sol']
23,['Migrations.sol', 'SeeleCrowdSaleFlat.sol']
2,['Migrations.sol', 'TokenTimelock.sol']
1,['Migrations.sol', 'SeeleToken.sol']
3,['SeeleCrowdSale.sol', 'TestAddress.sol']
18,['SeeleCrowdSale.sol', 'SeeleCrowdSaleFlat.sol']
3,['SeeleCrowdSale.sol', 'TokenTimelock.sol']
4,['SeeleCrowdSale.sol', 'SeeleToken.sol']
14,['TestAddress.sol', 'SeeleCrowdSaleFlat.sol']
1,['TestAddress.sol', 'TokenTimelock.sol']
1,['TestAddress.sol', 'SeeleToken.sol']
21,['SeeleCrowdSaleFlat.sol', 'TokenTimelock.sol']
27,['SeeleCrowdSaleFlat.sol', 'SeeleToken.sol']
6,['TokenTimelock.sol', 'SeeleToken.sol']
