similarity,combination
39,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC223Basic.sol', 'ERC20.sol']
30,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC223Basic.sol', 'Token223.sol']
39,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC20.sol', 'Token223.sol']
32,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'ERC223Basic.sol', 'ERC20.sol', 'Token223.sol']
51,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'ERC223Basic.sol', 'ERC20.sol', 'Token223.sol']
46,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC223Basic.sol', 'ERC20.sol', 'Token223.sol']
36,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC223Basic.sol', 'ERC20.sol', 'Token223.sol']
10,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC223Basic.sol']
10,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC20.sol']
11,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'Token223.sol']
8,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'ERC223Basic.sol', 'ERC20.sol']
12,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'ERC223Basic.sol', 'Token223.sol']
10,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'ERC20.sol', 'Token223.sol']
9,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'ERC223Basic.sol', 'ERC20.sol']
10,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'ERC223Basic.sol', 'Token223.sol']
11,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'ERC20.sol', 'Token223.sol']
8,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'ERC223Basic.sol', 'ERC20.sol', 'Token223.sol']
9,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC223Basic.sol', 'ERC20.sol']
12,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC223Basic.sol', 'Token223.sol']
12,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC20.sol', 'Token223.sol']
10,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'ERC223Basic.sol', 'ERC20.sol', 'Token223.sol']
9,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'LinkToken.sol', 'BasicToken.sol', 'ERC223Basic.sol', 'ERC20.sol', 'Token223.sol']
9,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC223Basic.sol', 'ERC20.sol']
11,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC223Basic.sol', 'Token223.sol']
10,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC20.sol', 'Token223.sol']
8,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'ERC223Basic.sol', 'ERC20.sol', 'Token223.sol']
9,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'ERC223Basic.sol', 'ERC20.sol', 'Token223.sol']
9,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC223Basic.sol', 'ERC20.sol', 'Token223.sol']
9,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC223Basic.sol', 'ERC20.sol']
12,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC223Basic.sol', 'Token223.sol']
11,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC20.sol', 'Token223.sol']
10,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'ERC223Basic.sol', 'ERC20.sol', 'Token223.sol']
9,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'ERC223Basic.sol', 'ERC20.sol', 'Token223.sol']
9,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC223Basic.sol', 'ERC20.sol', 'Token223.sol']
9,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC223Basic.sol', 'ERC20.sol', 'Token223.sol']
10,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'BasicTokenMock.sol', 'NotERC223Compatible.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC223Basic.sol', 'ERC20.sol']
11,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'BasicTokenMock.sol', 'NotERC223Compatible.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC223Basic.sol', 'Token223.sol']
11,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'BasicTokenMock.sol', 'NotERC223Compatible.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC20.sol', 'Token223.sol']
10,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'BasicTokenMock.sol', 'NotERC223Compatible.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'ERC223Basic.sol', 'ERC20.sol', 'Token223.sol']
11,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'BasicTokenMock.sol', 'NotERC223Compatible.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'ERC223Basic.sol', 'ERC20.sol', 'Token223.sol']
12,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'BasicTokenMock.sol', 'NotERC223Compatible.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC223Basic.sol', 'ERC20.sol', 'Token223.sol']
10,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'BasicTokenMock.sol', 'NotERC223Compatible.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC223Basic.sol', 'ERC20.sol', 'Token223.sol']
11,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC223Basic.sol', 'ERC20.sol', 'Token223.sol']
24,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
21,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'ERC223Basic.sol']
33,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
19,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
40,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'ERC223Basic.sol']
48,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'ERC20.sol']
31,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'Token223.sol']
22,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'ERC223Basic.sol', 'ERC20.sol']
20,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'ERC223Basic.sol', 'Token223.sol']
23,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'ERC20.sol', 'Token223.sol']
37,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC223Basic.sol']
43,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC20.sol']
27,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'Token223.sol']
33,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'ERC223Basic.sol', 'ERC20.sol']
20,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'ERC223Basic.sol', 'Token223.sol']
34,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'ERC20.sol', 'Token223.sol']
44,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'LinkToken.sol', 'BasicToken.sol', 'ERC223Basic.sol', 'ERC20.sol']
38,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'LinkToken.sol', 'BasicToken.sol', 'ERC223Basic.sol', 'Token223.sol']
48,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'LinkToken.sol', 'BasicToken.sol', 'ERC20.sol', 'Token223.sol']
21,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'LinkToken.sol', 'ERC223Basic.sol', 'ERC20.sol', 'Token223.sol']
32,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC223Basic.sol']
38,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC20.sol']
23,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'Token223.sol']
30,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'ERC223Basic.sol', 'ERC20.sol']
22,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'ERC223Basic.sol', 'Token223.sol']
32,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'ERC20.sol', 'Token223.sol']
40,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'ERC223Basic.sol', 'ERC20.sol']
33,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'ERC223Basic.sol', 'Token223.sol']
39,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'ERC20.sol', 'Token223.sol']
22,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'ERC223Receiver.sol', 'ERC223Basic.sol', 'ERC20.sol', 'Token223.sol']
37,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC223Basic.sol', 'ERC20.sol']
33,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC223Basic.sol', 'Token223.sol']
36,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC20.sol', 'Token223.sol']
31,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'Token223ReceiverMock.sol', 'ERC223Basic.sol', 'ERC20.sol', 'Token223.sol']
38,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'NotERC223Compatible.sol', 'BasicToken.sol', 'ERC223Basic.sol', 'ERC20.sol', 'Token223.sol']
33,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC223Basic.sol']
39,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC20.sol']
23,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'Token223.sol']
33,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'ERC223Basic.sol', 'ERC20.sol']
20,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'ERC223Basic.sol', 'Token223.sol']
33,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'ERC20.sol', 'Token223.sol']
47,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'ERC223Basic.sol', 'ERC20.sol']
42,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'ERC223Basic.sol', 'Token223.sol']
51,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'ERC20.sol', 'Token223.sol']
21,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'ERC223Basic.sol', 'ERC20.sol', 'Token223.sol']
41,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC223Basic.sol', 'ERC20.sol']
37,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC223Basic.sol', 'Token223.sol']
46,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC20.sol', 'Token223.sol']
32,['SafeMath.sol', 'LinkReceiver.sol', 'ERC20Basic.sol', 'ERC223BasicToken.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'ERC223Basic.sol', 'ERC20.sol', 'Token223.sol']
