similarity,combination
4,['ExampleMigration.sol']
2,['MultiSigWallet.sol']
28,['Token.sol']
2,['ProxyAccount.sol']
2,['Wallet.sol']
5,['GNTAllocation.sol']
0,['BadWallet.sol']
