similarity,combination
3,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'DummyMock.sol', 'EventDefinitions.sol', 'TokenMock.sol', 'DummyToken.sol']
2,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'DummyMock.sol', 'EventDefinitions.sol', 'TokenMock.sol', 'Sale.sol']
10,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'DummyMock.sol', 'EventDefinitions.sol', 'TokenMock.sol', 'Ledger.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'DummyMock.sol', 'EventDefinitions.sol', 'Savings.sol', 'DummyToken.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'DummyMock.sol', 'EventDefinitions.sol', 'Savings.sol', 'Sale.sol']
11,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'DummyMock.sol', 'EventDefinitions.sol', 'Savings.sol', 'Ledger.sol']
2,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'DummyMock.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol']
8,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'DummyMock.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Ledger.sol']
7,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'DummyMock.sol', 'EventDefinitions.sol', 'Sale.sol', 'Ledger.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'DummyMock.sol', 'TokenMock.sol', 'Savings.sol', 'DummyToken.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'DummyMock.sol', 'TokenMock.sol', 'Savings.sol', 'Sale.sol']
7,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'DummyMock.sol', 'TokenMock.sol', 'Savings.sol', 'Ledger.sol']
2,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'DummyMock.sol', 'TokenMock.sol', 'DummyToken.sol', 'Sale.sol']
8,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'DummyMock.sol', 'TokenMock.sol', 'DummyToken.sol', 'Ledger.sol']
6,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'DummyMock.sol', 'TokenMock.sol', 'Sale.sol', 'Ledger.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'DummyMock.sol', 'Savings.sol', 'DummyToken.sol', 'Sale.sol']
7,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'DummyMock.sol', 'Savings.sol', 'DummyToken.sol', 'Ledger.sol']
7,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'DummyMock.sol', 'Savings.sol', 'Sale.sol', 'Ledger.sol']
6,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'DummyMock.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'LedgerMock.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'TokenMock.sol']
6,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'LedgerMock.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'Savings.sol']
4,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'LedgerMock.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol']
2,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'LedgerMock.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'Sale.sol']
14,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'LedgerMock.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'Ledger.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'LedgerMock.sol', 'Finalizable.sol', 'TokenMock.sol', 'Savings.sol']
6,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'LedgerMock.sol', 'Finalizable.sol', 'TokenMock.sol', 'DummyToken.sol']
4,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'LedgerMock.sol', 'Finalizable.sol', 'TokenMock.sol', 'Sale.sol']
14,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'LedgerMock.sol', 'Finalizable.sol', 'TokenMock.sol', 'Ledger.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'LedgerMock.sol', 'Finalizable.sol', 'Savings.sol', 'DummyToken.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'LedgerMock.sol', 'Finalizable.sol', 'Savings.sol', 'Sale.sol']
7,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'LedgerMock.sol', 'Finalizable.sol', 'Savings.sol', 'Ledger.sol']
4,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'LedgerMock.sol', 'Finalizable.sol', 'DummyToken.sol', 'Sale.sol']
11,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'LedgerMock.sol', 'Finalizable.sol', 'DummyToken.sol', 'Ledger.sol']
7,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'LedgerMock.sol', 'Finalizable.sol', 'Sale.sol', 'Ledger.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'LedgerMock.sol', 'EventDefinitions.sol', 'TokenMock.sol', 'Savings.sol']
3,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'LedgerMock.sol', 'EventDefinitions.sol', 'TokenMock.sol', 'DummyToken.sol']
2,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'LedgerMock.sol', 'EventDefinitions.sol', 'TokenMock.sol', 'Sale.sol']
10,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'LedgerMock.sol', 'EventDefinitions.sol', 'TokenMock.sol', 'Ledger.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'LedgerMock.sol', 'EventDefinitions.sol', 'Savings.sol', 'DummyToken.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'LedgerMock.sol', 'EventDefinitions.sol', 'Savings.sol', 'Sale.sol']
11,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'LedgerMock.sol', 'EventDefinitions.sol', 'Savings.sol', 'Ledger.sol']
2,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'LedgerMock.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol']
8,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'LedgerMock.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Ledger.sol']
7,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'LedgerMock.sol', 'EventDefinitions.sol', 'Sale.sol', 'Ledger.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'LedgerMock.sol', 'TokenMock.sol', 'Savings.sol', 'DummyToken.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'LedgerMock.sol', 'TokenMock.sol', 'Savings.sol', 'Sale.sol']
7,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'LedgerMock.sol', 'TokenMock.sol', 'Savings.sol', 'Ledger.sol']
2,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'LedgerMock.sol', 'TokenMock.sol', 'DummyToken.sol', 'Sale.sol']
8,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'LedgerMock.sol', 'TokenMock.sol', 'DummyToken.sol', 'Ledger.sol']
6,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'LedgerMock.sol', 'TokenMock.sol', 'Sale.sol', 'Ledger.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'LedgerMock.sol', 'Savings.sol', 'DummyToken.sol', 'Sale.sol']
9,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'LedgerMock.sol', 'Savings.sol', 'DummyToken.sol', 'Ledger.sol']
7,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'LedgerMock.sol', 'Savings.sol', 'Sale.sol', 'Ledger.sol']
6,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'LedgerMock.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
6,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'TokenMock.sol', 'Savings.sol']
4,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'TokenMock.sol', 'DummyToken.sol']
2,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'TokenMock.sol', 'Sale.sol']
14,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'TokenMock.sol', 'Ledger.sol']
6,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'Savings.sol', 'DummyToken.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'Savings.sol', 'Sale.sol']
6,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'Savings.sol', 'Ledger.sol']
2,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol']
11,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Ledger.sol']
7,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'Sale.sol', 'Ledger.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Finalizable.sol', 'TokenMock.sol', 'Savings.sol', 'DummyToken.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Finalizable.sol', 'TokenMock.sol', 'Savings.sol', 'Sale.sol']
7,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Finalizable.sol', 'TokenMock.sol', 'Savings.sol', 'Ledger.sol']
4,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Finalizable.sol', 'TokenMock.sol', 'DummyToken.sol', 'Sale.sol']
11,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Finalizable.sol', 'TokenMock.sol', 'DummyToken.sol', 'Ledger.sol']
7,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Finalizable.sol', 'TokenMock.sol', 'Sale.sol', 'Ledger.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Finalizable.sol', 'Savings.sol', 'DummyToken.sol', 'Sale.sol']
7,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Finalizable.sol', 'Savings.sol', 'DummyToken.sol', 'Ledger.sol']
7,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Finalizable.sol', 'Savings.sol', 'Sale.sol', 'Ledger.sol']
7,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Finalizable.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'EventDefinitions.sol', 'TokenMock.sol', 'Savings.sol', 'DummyToken.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'EventDefinitions.sol', 'TokenMock.sol', 'Savings.sol', 'Sale.sol']
11,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'EventDefinitions.sol', 'TokenMock.sol', 'Savings.sol', 'Ledger.sol']
2,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'EventDefinitions.sol', 'TokenMock.sol', 'DummyToken.sol', 'Sale.sol']
8,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'EventDefinitions.sol', 'TokenMock.sol', 'DummyToken.sol', 'Ledger.sol']
7,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'EventDefinitions.sol', 'TokenMock.sol', 'Sale.sol', 'Ledger.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'EventDefinitions.sol', 'Savings.sol', 'DummyToken.sol', 'Sale.sol']
6,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'EventDefinitions.sol', 'Savings.sol', 'DummyToken.sol', 'Ledger.sol']
10,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'EventDefinitions.sol', 'Savings.sol', 'Sale.sol', 'Ledger.sol']
7,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'TokenMock.sol', 'Savings.sol', 'DummyToken.sol', 'Sale.sol']
9,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'TokenMock.sol', 'Savings.sol', 'DummyToken.sol', 'Ledger.sol']
7,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'TokenMock.sol', 'Savings.sol', 'Sale.sol', 'Ledger.sol']
6,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'TokenMock.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
7,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Pausable.sol', 'Savings.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
4,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol']
4,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'ControllerMock.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'SafeMath.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'DummyMock.sol']
4,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'LedgerMock.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'Finalizable.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'EventDefinitions.sol']
4,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenMock.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'Savings.sol']
4,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'DummyToken.sol']
4,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'Sale.sol']
7,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'Ledger.sol']
4,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'TokenReceivable.sol', 'ControllerMock.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'TokenReceivable.sol', 'SafeMath.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'TokenReceivable.sol', 'DummyMock.sol']
4,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'TokenReceivable.sol', 'LedgerMock.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'TokenReceivable.sol', 'Finalizable.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'TokenReceivable.sol', 'EventDefinitions.sol']
4,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'TokenReceivable.sol', 'TokenMock.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'TokenReceivable.sol', 'Savings.sol']
4,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'TokenReceivable.sol', 'DummyToken.sol']
4,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'TokenReceivable.sol', 'Sale.sol']
7,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'TokenReceivable.sol', 'Ledger.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'ControllerMock.sol', 'SafeMath.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'ControllerMock.sol', 'DummyMock.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'ControllerMock.sol', 'LedgerMock.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'ControllerMock.sol', 'Finalizable.sol']
6,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'ControllerMock.sol', 'EventDefinitions.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'ControllerMock.sol', 'TokenMock.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'ControllerMock.sol', 'Savings.sol']
4,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'ControllerMock.sol', 'DummyToken.sol']
4,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'ControllerMock.sol', 'Sale.sol']
8,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'ControllerMock.sol', 'Ledger.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'SafeMath.sol', 'DummyMock.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'SafeMath.sol', 'LedgerMock.sol']
6,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'SafeMath.sol', 'Finalizable.sol']
6,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'SafeMath.sol', 'EventDefinitions.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'SafeMath.sol', 'TokenMock.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'SafeMath.sol', 'Savings.sol']
4,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'SafeMath.sol', 'DummyToken.sol']
4,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'SafeMath.sol', 'Sale.sol']
7,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'SafeMath.sol', 'Ledger.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'DummyMock.sol', 'LedgerMock.sol']
6,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'DummyMock.sol', 'Finalizable.sol']
6,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'DummyMock.sol', 'EventDefinitions.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'DummyMock.sol', 'TokenMock.sol']
5,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'DummyMock.sol', 'Savings.sol']
4,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'DummyMock.sol', 'DummyToken.sol']
4,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'DummyMock.sol', 'Sale.sol']
8,['SavingsMock.sol', 'IToken.sol', 'ControllerEventDefinitions.sol', 'Controller.sol', 'Owned.sol', 'Token.sol', 'Migrations.sol', 'DummyMock.sol', 'Ledger.sol']
