similarity,combination
1,['Migrations.sol']
3,['SeeleCrowdSale.sol']
1,['TestAddress.sol']
8,['SeeleCrowdSaleFlat.sol']
1,['TokenTimelock.sol']
2,['SeeleToken.sol']
