similarity,combination
11,['SafeMath.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'BasicToken.sol', 'ERC20.sol']
15,['SafeMath.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'TokenSale.sol', 'ERC20.sol']
7,['SafeMath.sol', 'ERC20Basic.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'BasicToken.sol']
9,['SafeMath.sol', 'ERC20Basic.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'TokenSale.sol']
6,['SafeMath.sol', 'ERC20Basic.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'ERC20.sol']
15,['SafeMath.sol', 'ERC20Basic.sol', 'ERC677Receiver.sol', 'BasicToken.sol', 'TokenSale.sol']
7,['SafeMath.sol', 'ERC20Basic.sol', 'ERC677Receiver.sol', 'BasicToken.sol', 'ERC20.sol']
12,['SafeMath.sol', 'ERC20Basic.sol', 'ERC677Receiver.sol', 'TokenSale.sol', 'ERC20.sol']
12,['SafeMath.sol', 'ERC20Basic.sol', 'LinkToken.sol', 'BasicToken.sol', 'TokenSale.sol']
5,['SafeMath.sol', 'ERC20Basic.sol', 'LinkToken.sol', 'BasicToken.sol', 'ERC20.sol']
10,['SafeMath.sol', 'ERC20Basic.sol', 'LinkToken.sol', 'TokenSale.sol', 'ERC20.sol']
13,['SafeMath.sol', 'ERC20Basic.sol', 'BasicToken.sol', 'TokenSale.sol', 'ERC20.sol']
4,['SafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC677Receiver.sol']
11,['SafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol']
1,['SafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'BasicToken.sol']
8,['SafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'TokenSale.sol']
1,['SafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC20.sol']
11,['SafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol']
2,['SafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'BasicToken.sol']
8,['SafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'TokenSale.sol']
4,['SafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'ERC20.sol']
10,['SafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'BasicToken.sol']
8,['SafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'TokenSale.sol']
5,['SafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'ERC20.sol']
10,['SafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'BasicToken.sol', 'TokenSale.sol']
3,['SafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'BasicToken.sol', 'ERC20.sol']
10,['SafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'TokenSale.sol', 'ERC20.sol']
9,['SafeMath.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC677Receiver.sol', 'LinkToken.sol']
2,['SafeMath.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC677Receiver.sol', 'BasicToken.sol']
9,['SafeMath.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC677Receiver.sol', 'TokenSale.sol']
7,['SafeMath.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC677Receiver.sol', 'ERC20.sol']
16,['SafeMath.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'BasicToken.sol']
10,['SafeMath.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'TokenSale.sol']
7,['SafeMath.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'ERC20.sol']
10,['SafeMath.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'BasicToken.sol', 'TokenSale.sol']
1,['SafeMath.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'BasicToken.sol', 'ERC20.sol']
10,['SafeMath.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'TokenSale.sol', 'ERC20.sol']
9,['SafeMath.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'BasicToken.sol']
7,['SafeMath.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'TokenSale.sol']
8,['SafeMath.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'ERC20.sol']
11,['SafeMath.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'BasicToken.sol', 'TokenSale.sol']
3,['SafeMath.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'BasicToken.sol', 'ERC20.sol']
10,['SafeMath.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'TokenSale.sol', 'ERC20.sol']
9,['SafeMath.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'BasicToken.sol', 'TokenSale.sol']
5,['SafeMath.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'BasicToken.sol', 'ERC20.sol']
8,['SafeMath.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'TokenSale.sol', 'ERC20.sol']
12,['SafeMath.sol', 'BasicTokenMock.sol', 'BasicToken.sol', 'TokenSale.sol', 'ERC20.sol']
9,['SafeMath.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC677Receiver.sol', 'LinkToken.sol']
8,['SafeMath.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC677Receiver.sol', 'BasicToken.sol']
9,['SafeMath.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC677Receiver.sol', 'TokenSale.sol']
8,['SafeMath.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC677Receiver.sol', 'ERC20.sol']
16,['SafeMath.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'BasicToken.sol']
10,['SafeMath.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'TokenSale.sol']
7,['SafeMath.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'ERC20.sol']
10,['SafeMath.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'BasicToken.sol', 'TokenSale.sol']
1,['SafeMath.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'BasicToken.sol', 'ERC20.sol']
9,['SafeMath.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'TokenSale.sol', 'ERC20.sol']
5,['SafeMath.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'BasicToken.sol']
7,['SafeMath.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'TokenSale.sol']
5,['SafeMath.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'ERC20.sol']
10,['SafeMath.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'BasicToken.sol', 'TokenSale.sol']
3,['SafeMath.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'BasicToken.sol', 'ERC20.sol']
10,['SafeMath.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'TokenSale.sol', 'ERC20.sol']
9,['SafeMath.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'BasicToken.sol', 'TokenSale.sol']
4,['SafeMath.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'BasicToken.sol', 'ERC20.sol']
8,['SafeMath.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'TokenSale.sol', 'ERC20.sol']
12,['SafeMath.sol', 'StandardTokenMock.sol', 'BasicToken.sol', 'TokenSale.sol', 'ERC20.sol']
8,['SafeMath.sol', 'StandardToken.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'BasicToken.sol']
10,['SafeMath.sol', 'StandardToken.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'TokenSale.sol']
8,['SafeMath.sol', 'StandardToken.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'ERC20.sol']
10,['SafeMath.sol', 'StandardToken.sol', 'ERC677Receiver.sol', 'BasicToken.sol', 'TokenSale.sol']
10,['SafeMath.sol', 'StandardToken.sol', 'ERC677Receiver.sol', 'BasicToken.sol', 'ERC20.sol']
11,['SafeMath.sol', 'StandardToken.sol', 'ERC677Receiver.sol', 'TokenSale.sol', 'ERC20.sol']
11,['SafeMath.sol', 'StandardToken.sol', 'LinkToken.sol', 'BasicToken.sol', 'TokenSale.sol']
10,['SafeMath.sol', 'StandardToken.sol', 'LinkToken.sol', 'BasicToken.sol', 'ERC20.sol']
13,['SafeMath.sol', 'StandardToken.sol', 'LinkToken.sol', 'TokenSale.sol', 'ERC20.sol']
12,['SafeMath.sol', 'StandardToken.sol', 'BasicToken.sol', 'TokenSale.sol', 'ERC20.sol']
8,['SafeMath.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'BasicToken.sol', 'TokenSale.sol']
6,['SafeMath.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'BasicToken.sol', 'ERC20.sol']
9,['SafeMath.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'TokenSale.sol', 'ERC20.sol']
12,['SafeMath.sol', 'ERC677Receiver.sol', 'BasicToken.sol', 'TokenSale.sol', 'ERC20.sol']
11,['SafeMath.sol', 'LinkToken.sol', 'BasicToken.sol', 'TokenSale.sol', 'ERC20.sol']
12,['LinkReceiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol']
11,['LinkReceiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol']
10,['LinkReceiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'LinkToken.sol']
11,['LinkReceiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'BasicToken.sol']
7,['LinkReceiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'TokenSale.sol']
8,['LinkReceiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC20.sol']
14,['LinkReceiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC677Receiver.sol']
13,['LinkReceiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol']
18,['LinkReceiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'BasicToken.sol']
10,['LinkReceiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'TokenSale.sol']
16,['LinkReceiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC20.sol']
10,['LinkReceiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol']
12,['LinkReceiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'BasicToken.sol']
8,['LinkReceiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'TokenSale.sol']
10,['LinkReceiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'ERC20.sol']
12,['LinkReceiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'BasicToken.sol']
6,['LinkReceiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'TokenSale.sol']
10,['LinkReceiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'ERC20.sol']
9,['LinkReceiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'BasicToken.sol', 'TokenSale.sol']
15,['LinkReceiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'BasicToken.sol', 'ERC20.sol']
8,['LinkReceiver.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'TokenSale.sol', 'ERC20.sol']
14,['LinkReceiver.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC677Receiver.sol']
13,['LinkReceiver.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol']
19,['LinkReceiver.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'BasicToken.sol']
10,['LinkReceiver.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'TokenSale.sol']
17,['LinkReceiver.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC20.sol']
10,['LinkReceiver.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol']
12,['LinkReceiver.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'BasicToken.sol']
8,['LinkReceiver.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'TokenSale.sol']
11,['LinkReceiver.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'ERC20.sol']
12,['LinkReceiver.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'BasicToken.sol']
6,['LinkReceiver.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'TokenSale.sol']
10,['LinkReceiver.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'ERC20.sol']
9,['LinkReceiver.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'BasicToken.sol', 'TokenSale.sol']
15,['LinkReceiver.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'BasicToken.sol', 'ERC20.sol']
8,['LinkReceiver.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'TokenSale.sol', 'ERC20.sol']
14,['LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'ERC677Receiver.sol', 'LinkToken.sol']
19,['LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'ERC677Receiver.sol', 'BasicToken.sol']
13,['LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'ERC677Receiver.sol', 'TokenSale.sol']
18,['LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'ERC677Receiver.sol', 'ERC20.sol']
18,['LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'LinkToken.sol', 'BasicToken.sol']
10,['LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'LinkToken.sol', 'TokenSale.sol']
15,['LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'LinkToken.sol', 'ERC20.sol']
12,['LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'BasicToken.sol', 'TokenSale.sol']
24,['LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'BasicToken.sol', 'ERC20.sol']
16,['LinkReceiver.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'TokenSale.sol', 'ERC20.sol']
13,['LinkReceiver.sol', 'ERC20Basic.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'BasicToken.sol']
7,['LinkReceiver.sol', 'ERC20Basic.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'TokenSale.sol']
12,['LinkReceiver.sol', 'ERC20Basic.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'ERC20.sol']
11,['LinkReceiver.sol', 'ERC20Basic.sol', 'ERC677Receiver.sol', 'BasicToken.sol', 'TokenSale.sol']
13,['LinkReceiver.sol', 'ERC20Basic.sol', 'ERC677Receiver.sol', 'BasicToken.sol', 'ERC20.sol']
9,['LinkReceiver.sol', 'ERC20Basic.sol', 'ERC677Receiver.sol', 'TokenSale.sol', 'ERC20.sol']
9,['LinkReceiver.sol', 'ERC20Basic.sol', 'LinkToken.sol', 'BasicToken.sol', 'TokenSale.sol']
14,['LinkReceiver.sol', 'ERC20Basic.sol', 'LinkToken.sol', 'BasicToken.sol', 'ERC20.sol']
7,['LinkReceiver.sol', 'ERC20Basic.sol', 'LinkToken.sol', 'TokenSale.sol', 'ERC20.sol']
12,['LinkReceiver.sol', 'ERC20Basic.sol', 'BasicToken.sol', 'TokenSale.sol', 'ERC20.sol']
10,['LinkReceiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC677Receiver.sol']
11,['LinkReceiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol']
13,['LinkReceiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'BasicToken.sol']
5,['LinkReceiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'TokenSale.sol']
12,['LinkReceiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC20.sol']
8,['LinkReceiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol']
8,['LinkReceiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'BasicToken.sol']
5,['LinkReceiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'TokenSale.sol']
8,['LinkReceiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'ERC20.sol']
9,['LinkReceiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'BasicToken.sol']
4,['LinkReceiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'TokenSale.sol']
9,['LinkReceiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'ERC20.sol']
6,['LinkReceiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'BasicToken.sol', 'TokenSale.sol']
9,['LinkReceiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'BasicToken.sol', 'ERC20.sol']
6,['LinkReceiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'TokenSale.sol', 'ERC20.sol']
11,['LinkReceiver.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC677Receiver.sol', 'LinkToken.sol']
15,['LinkReceiver.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC677Receiver.sol', 'BasicToken.sol']
6,['LinkReceiver.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC677Receiver.sol', 'TokenSale.sol']
15,['LinkReceiver.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC677Receiver.sol', 'ERC20.sol']
14,['LinkReceiver.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'BasicToken.sol']
7,['LinkReceiver.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'TokenSale.sol']
12,['LinkReceiver.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'ERC20.sol']
8,['LinkReceiver.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'BasicToken.sol', 'TokenSale.sol']
19,['LinkReceiver.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'BasicToken.sol', 'ERC20.sol']
7,['LinkReceiver.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'TokenSale.sol', 'ERC20.sol']
9,['LinkReceiver.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'BasicToken.sol']
6,['LinkReceiver.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'TokenSale.sol']
10,['LinkReceiver.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'ERC20.sol']
7,['LinkReceiver.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'BasicToken.sol', 'TokenSale.sol']
12,['LinkReceiver.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'BasicToken.sol', 'ERC20.sol']
7,['LinkReceiver.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'TokenSale.sol', 'ERC20.sol']
6,['LinkReceiver.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'BasicToken.sol', 'TokenSale.sol']
10,['LinkReceiver.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'BasicToken.sol', 'ERC20.sol']
6,['LinkReceiver.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'TokenSale.sol', 'ERC20.sol']
8,['LinkReceiver.sol', 'BasicTokenMock.sol', 'BasicToken.sol', 'TokenSale.sol', 'ERC20.sol']
10,['LinkReceiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC677Receiver.sol', 'LinkToken.sol']
13,['LinkReceiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC677Receiver.sol', 'BasicToken.sol']
6,['LinkReceiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC677Receiver.sol', 'TokenSale.sol']
15,['LinkReceiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC677Receiver.sol', 'ERC20.sol']
14,['LinkReceiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'BasicToken.sol']
7,['LinkReceiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'TokenSale.sol']
12,['LinkReceiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'ERC20.sol']
8,['LinkReceiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'BasicToken.sol', 'TokenSale.sol']
20,['LinkReceiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'BasicToken.sol', 'ERC20.sol']
7,['LinkReceiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'TokenSale.sol', 'ERC20.sol']
8,['LinkReceiver.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'BasicToken.sol']
6,['LinkReceiver.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'TokenSale.sol']
10,['LinkReceiver.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'ERC20.sol']
6,['LinkReceiver.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'BasicToken.sol', 'TokenSale.sol']
10,['LinkReceiver.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'BasicToken.sol', 'ERC20.sol']
7,['LinkReceiver.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'TokenSale.sol', 'ERC20.sol']
6,['LinkReceiver.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'BasicToken.sol', 'TokenSale.sol']
10,['LinkReceiver.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'BasicToken.sol', 'ERC20.sol']
5,['LinkReceiver.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'TokenSale.sol', 'ERC20.sol']
8,['LinkReceiver.sol', 'StandardTokenMock.sol', 'BasicToken.sol', 'TokenSale.sol', 'ERC20.sol']
13,['LinkReceiver.sol', 'StandardToken.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'BasicToken.sol']
8,['LinkReceiver.sol', 'StandardToken.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'TokenSale.sol']
13,['LinkReceiver.sol', 'StandardToken.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'ERC20.sol']
9,['LinkReceiver.sol', 'StandardToken.sol', 'ERC677Receiver.sol', 'BasicToken.sol', 'TokenSale.sol']
19,['LinkReceiver.sol', 'StandardToken.sol', 'ERC677Receiver.sol', 'BasicToken.sol', 'ERC20.sol']
14,['LinkReceiver.sol', 'StandardToken.sol', 'ERC677Receiver.sol', 'TokenSale.sol', 'ERC20.sol']
8,['LinkReceiver.sol', 'StandardToken.sol', 'LinkToken.sol', 'BasicToken.sol', 'TokenSale.sol']
17,['LinkReceiver.sol', 'StandardToken.sol', 'LinkToken.sol', 'BasicToken.sol', 'ERC20.sol']
9,['LinkReceiver.sol', 'StandardToken.sol', 'LinkToken.sol', 'TokenSale.sol', 'ERC20.sol']
14,['LinkReceiver.sol', 'StandardToken.sol', 'BasicToken.sol', 'TokenSale.sol', 'ERC20.sol']
6,['LinkReceiver.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'BasicToken.sol', 'TokenSale.sol']
11,['LinkReceiver.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'BasicToken.sol', 'ERC20.sol']
7,['LinkReceiver.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'TokenSale.sol', 'ERC20.sol']
8,['LinkReceiver.sol', 'ERC677Receiver.sol', 'BasicToken.sol', 'TokenSale.sol', 'ERC20.sol']
8,['LinkReceiver.sol', 'LinkToken.sol', 'BasicToken.sol', 'TokenSale.sol', 'ERC20.sol']
13,['ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC677Receiver.sol']
12,['ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol']
21,['ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'BasicToken.sol']
13,['ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'TokenSale.sol']
19,['ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC20.sol']
10,['ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol']
16,['ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'BasicToken.sol']
8,['ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'TokenSale.sol']
10,['ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'ERC20.sol']
11,['ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'BasicToken.sol']
8,['ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'TokenSale.sol']
8,['ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'ERC20.sol']
11,['ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'BasicToken.sol', 'TokenSale.sol']
11,['ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'BasicToken.sol', 'ERC20.sol']
10,['ERC20Basic.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'TokenSale.sol', 'ERC20.sol']
