similarity,combination
1,['Migrations.sol']
3,['SeeleCrowdSale.sol']
1,['TestAddress.sol']
30,['SeeleCrowdSaleFlat.sol']
1,['TokenTimelock.sol']
1,['SeeleToken.sol']
