similarity,combination
15,['ERC677Token.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'BasicToken.sol']
8,['ERC677Token.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'Token677.sol']
11,['ERC677Token.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'ERC20.sol']
13,['ERC677Token.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'NotERC677Compatible.sol']
18,['ERC677Token.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'BasicToken.sol']
13,['ERC677Token.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'Token677.sol']
15,['ERC677Token.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'ERC20.sol']
14,['ERC677Token.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'NotERC677Compatible.sol', 'BasicToken.sol']
8,['ERC677Token.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'NotERC677Compatible.sol', 'Token677.sol']
10,['ERC677Token.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'NotERC677Compatible.sol', 'ERC20.sol']
13,['ERC677Token.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'BasicToken.sol', 'Token677.sol']
15,['ERC677Token.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'BasicToken.sol', 'ERC20.sol']
10,['ERC677Token.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol', 'Token677.sol', 'ERC20.sol']
20,['ERC677Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol']
20,['ERC677Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC677Receiver.sol']
23,['ERC677Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol']
20,['ERC677Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'NotERC677Compatible.sol']
25,['ERC677Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'BasicToken.sol']
21,['ERC677Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token677.sol']
22,['ERC677Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC20.sol']
13,['ERC677Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol']
15,['ERC677Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'LinkToken.sol']
12,['ERC677Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'NotERC677Compatible.sol']
15,['ERC677Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'BasicToken.sol']
14,['ERC677Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'Token677.sol']
14,['ERC677Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'ERC20.sol']
20,['ERC677Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol']
12,['ERC677Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'NotERC677Compatible.sol']
14,['ERC677Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'BasicToken.sol']
10,['ERC677Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'Token677.sol']
12,['ERC677Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'ERC20.sol']
19,['ERC677Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'NotERC677Compatible.sol']
22,['ERC677Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'BasicToken.sol']
19,['ERC677Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'Token677.sol']
21,['ERC677Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'ERC20.sol']
13,['ERC677Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'NotERC677Compatible.sol', 'BasicToken.sol']
10,['ERC677Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'NotERC677Compatible.sol', 'Token677.sol']
11,['ERC677Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'NotERC677Compatible.sol', 'ERC20.sol']
13,['ERC677Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'BasicToken.sol', 'Token677.sol']
15,['ERC677Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'BasicToken.sol', 'ERC20.sol']
12,['ERC677Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol', 'Token677.sol', 'ERC20.sol']
23,['ERC677Token.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol']
22,['ERC677Token.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'LinkToken.sol']
23,['ERC677Token.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'NotERC677Compatible.sol']
24,['ERC677Token.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'BasicToken.sol']
26,['ERC677Token.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'Token677.sol']
22,['ERC677Token.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'ERC20.sol']
24,['ERC677Token.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'ERC677Receiver.sol', 'LinkToken.sol']
23,['ERC677Token.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'ERC677Receiver.sol', 'NotERC677Compatible.sol']
25,['ERC677Token.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'ERC677Receiver.sol', 'BasicToken.sol']
25,['ERC677Token.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'ERC677Receiver.sol', 'Token677.sol']
23,['ERC677Token.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'ERC677Receiver.sol', 'ERC20.sol']
24,['ERC677Token.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'LinkToken.sol', 'NotERC677Compatible.sol']
52,['ERC677Token.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'LinkToken.sol', 'BasicToken.sol']
24,['ERC677Token.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'LinkToken.sol', 'Token677.sol']
31,['ERC677Token.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'LinkToken.sol', 'ERC20.sol']
25,['ERC677Token.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'NotERC677Compatible.sol', 'BasicToken.sol']
24,['ERC677Token.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'NotERC677Compatible.sol', 'Token677.sol']
23,['ERC677Token.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'NotERC677Compatible.sol', 'ERC20.sol']
24,['ERC677Token.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'BasicToken.sol', 'Token677.sol']
29,['ERC677Token.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'BasicToken.sol', 'ERC20.sol']
24,['ERC677Token.sol', 'ERC20Basic.sol', 'StandardToken.sol', 'Token677.sol', 'ERC20.sol']
18,['ERC677Token.sol', 'ERC20Basic.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol']
14,['ERC677Token.sol', 'ERC20Basic.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'NotERC677Compatible.sol']
14,['ERC677Token.sol', 'ERC20Basic.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'BasicToken.sol']
13,['ERC677Token.sol', 'ERC20Basic.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'Token677.sol']
16,['ERC677Token.sol', 'ERC20Basic.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'ERC20.sol']
18,['ERC677Token.sol', 'ERC20Basic.sol', 'Token677ReceiverMock.sol', 'LinkToken.sol', 'NotERC677Compatible.sol']
20,['ERC677Token.sol', 'ERC20Basic.sol', 'Token677ReceiverMock.sol', 'LinkToken.sol', 'BasicToken.sol']
17,['ERC677Token.sol', 'ERC20Basic.sol', 'Token677ReceiverMock.sol', 'LinkToken.sol', 'Token677.sol']
19,['ERC677Token.sol', 'ERC20Basic.sol', 'Token677ReceiverMock.sol', 'LinkToken.sol', 'ERC20.sol']
14,['ERC677Token.sol', 'ERC20Basic.sol', 'Token677ReceiverMock.sol', 'NotERC677Compatible.sol', 'BasicToken.sol']
12,['ERC677Token.sol', 'ERC20Basic.sol', 'Token677ReceiverMock.sol', 'NotERC677Compatible.sol', 'Token677.sol']
12,['ERC677Token.sol', 'ERC20Basic.sol', 'Token677ReceiverMock.sol', 'NotERC677Compatible.sol', 'ERC20.sol']
18,['ERC677Token.sol', 'ERC20Basic.sol', 'Token677ReceiverMock.sol', 'BasicToken.sol', 'Token677.sol']
15,['ERC677Token.sol', 'ERC20Basic.sol', 'Token677ReceiverMock.sol', 'BasicToken.sol', 'ERC20.sol']
17,['ERC677Token.sol', 'ERC20Basic.sol', 'Token677ReceiverMock.sol', 'Token677.sol', 'ERC20.sol']
21,['ERC677Token.sol', 'ERC20Basic.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'NotERC677Compatible.sol']
23,['ERC677Token.sol', 'ERC20Basic.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'BasicToken.sol']
21,['ERC677Token.sol', 'ERC20Basic.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'Token677.sol']
22,['ERC677Token.sol', 'ERC20Basic.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'ERC20.sol']
15,['ERC677Token.sol', 'ERC20Basic.sol', 'ERC677Receiver.sol', 'NotERC677Compatible.sol', 'BasicToken.sol']
12,['ERC677Token.sol', 'ERC20Basic.sol', 'ERC677Receiver.sol', 'NotERC677Compatible.sol', 'Token677.sol']
13,['ERC677Token.sol', 'ERC20Basic.sol', 'ERC677Receiver.sol', 'NotERC677Compatible.sol', 'ERC20.sol']
19,['ERC677Token.sol', 'ERC20Basic.sol', 'ERC677Receiver.sol', 'BasicToken.sol', 'Token677.sol']
16,['ERC677Token.sol', 'ERC20Basic.sol', 'ERC677Receiver.sol', 'BasicToken.sol', 'ERC20.sol']
13,['ERC677Token.sol', 'ERC20Basic.sol', 'ERC677Receiver.sol', 'Token677.sol', 'ERC20.sol']
22,['ERC677Token.sol', 'ERC20Basic.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'BasicToken.sol']
20,['ERC677Token.sol', 'ERC20Basic.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'Token677.sol']
21,['ERC677Token.sol', 'ERC20Basic.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'ERC20.sol']
23,['ERC677Token.sol', 'ERC20Basic.sol', 'LinkToken.sol', 'BasicToken.sol', 'Token677.sol']
25,['ERC677Token.sol', 'ERC20Basic.sol', 'LinkToken.sol', 'BasicToken.sol', 'ERC20.sol']
22,['ERC677Token.sol', 'ERC20Basic.sol', 'LinkToken.sol', 'Token677.sol', 'ERC20.sol']
18,['ERC677Token.sol', 'ERC20Basic.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'Token677.sol']
16,['ERC677Token.sol', 'ERC20Basic.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'ERC20.sol']
12,['ERC677Token.sol', 'ERC20Basic.sol', 'NotERC677Compatible.sol', 'Token677.sol', 'ERC20.sol']
16,['ERC677Token.sol', 'ERC20Basic.sol', 'BasicToken.sol', 'Token677.sol', 'ERC20.sol']
9,['ERC677Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol']
9,['ERC677Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC677Receiver.sol']
11,['ERC677Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol']
9,['ERC677Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'NotERC677Compatible.sol']
12,['ERC677Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'BasicToken.sol']
11,['ERC677Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token677.sol']
11,['ERC677Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC20.sol']
7,['ERC677Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol']
7,['ERC677Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'LinkToken.sol']
6,['ERC677Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'NotERC677Compatible.sol']
8,['ERC677Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'BasicToken.sol']
8,['ERC677Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'Token677.sol']
8,['ERC677Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'ERC20.sol']
9,['ERC677Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol']
1,['ERC677Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'NotERC677Compatible.sol']
9,['ERC677Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'BasicToken.sol']
4,['ERC677Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'Token677.sol']
9,['ERC677Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'ERC20.sol']
9,['ERC677Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'NotERC677Compatible.sol']
11,['ERC677Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'BasicToken.sol']
10,['ERC677Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'Token677.sol']
11,['ERC677Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'ERC20.sol']
8,['ERC677Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'NotERC677Compatible.sol', 'BasicToken.sol']
3,['ERC677Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'NotERC677Compatible.sol', 'Token677.sol']
8,['ERC677Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'NotERC677Compatible.sol', 'ERC20.sol']
9,['ERC677Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'BasicToken.sol', 'Token677.sol']
10,['ERC677Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'BasicToken.sol', 'ERC20.sol']
8,['ERC677Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'Token677.sol', 'ERC20.sol']
10,['ERC677Token.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol']
9,['ERC677Token.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'LinkToken.sol']
10,['ERC677Token.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'NotERC677Compatible.sol']
12,['ERC677Token.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'BasicToken.sol']
13,['ERC677Token.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'Token677.sol']
11,['ERC677Token.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'ERC20.sol']
12,['ERC677Token.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC677Receiver.sol', 'LinkToken.sol']
11,['ERC677Token.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC677Receiver.sol', 'NotERC677Compatible.sol']
13,['ERC677Token.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC677Receiver.sol', 'BasicToken.sol']
12,['ERC677Token.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC677Receiver.sol', 'Token677.sol']
11,['ERC677Token.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC677Receiver.sol', 'ERC20.sol']
12,['ERC677Token.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'NotERC677Compatible.sol']
28,['ERC677Token.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'BasicToken.sol']
12,['ERC677Token.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'Token677.sol']
16,['ERC677Token.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'ERC20.sol']
13,['ERC677Token.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'NotERC677Compatible.sol', 'BasicToken.sol']
12,['ERC677Token.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'NotERC677Compatible.sol', 'Token677.sol']
11,['ERC677Token.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'NotERC677Compatible.sol', 'ERC20.sol']
12,['ERC677Token.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'BasicToken.sol', 'Token677.sol']
17,['ERC677Token.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'BasicToken.sol', 'ERC20.sol']
12,['ERC677Token.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'Token677.sol', 'ERC20.sol']
10,['ERC677Token.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol']
1,['ERC677Token.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'NotERC677Compatible.sol']
10,['ERC677Token.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'BasicToken.sol']
2,['ERC677Token.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'Token677.sol']
10,['ERC677Token.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'ERC20.sol']
9,['ERC677Token.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'LinkToken.sol', 'NotERC677Compatible.sol']
11,['ERC677Token.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'LinkToken.sol', 'BasicToken.sol']
9,['ERC677Token.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'LinkToken.sol', 'Token677.sol']
11,['ERC677Token.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'LinkToken.sol', 'ERC20.sol']
9,['ERC677Token.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'NotERC677Compatible.sol', 'BasicToken.sol']
2,['ERC677Token.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'NotERC677Compatible.sol', 'Token677.sol']
10,['ERC677Token.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'NotERC677Compatible.sol', 'ERC20.sol']
11,['ERC677Token.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'BasicToken.sol', 'Token677.sol']
12,['ERC677Token.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'BasicToken.sol', 'ERC20.sol']
12,['ERC677Token.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'Token677.sol', 'ERC20.sol']
10,['ERC677Token.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'NotERC677Compatible.sol']
12,['ERC677Token.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'BasicToken.sol']
11,['ERC677Token.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'Token677.sol']
12,['ERC677Token.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'ERC20.sol']
10,['ERC677Token.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'NotERC677Compatible.sol', 'BasicToken.sol']
3,['ERC677Token.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'NotERC677Compatible.sol', 'Token677.sol']
9,['ERC677Token.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'NotERC677Compatible.sol', 'ERC20.sol']
13,['ERC677Token.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'BasicToken.sol', 'Token677.sol']
12,['ERC677Token.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'BasicToken.sol', 'ERC20.sol']
6,['ERC677Token.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'Token677.sol', 'ERC20.sol']
12,['ERC677Token.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'BasicToken.sol']
11,['ERC677Token.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'Token677.sol']
12,['ERC677Token.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'ERC20.sol']
12,['ERC677Token.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'BasicToken.sol', 'Token677.sol']
15,['ERC677Token.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'BasicToken.sol', 'ERC20.sol']
12,['ERC677Token.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'Token677.sol', 'ERC20.sol']
7,['ERC677Token.sol', 'BasicTokenMock.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'Token677.sol']
11,['ERC677Token.sol', 'BasicTokenMock.sol', 'NotERC677Compatible.sol', 'BasicToken.sol', 'ERC20.sol']
6,['ERC677Token.sol', 'BasicTokenMock.sol', 'NotERC677Compatible.sol', 'Token677.sol', 'ERC20.sol']
10,['ERC677Token.sol', 'BasicTokenMock.sol', 'BasicToken.sol', 'Token677.sol', 'ERC20.sol']
10,['ERC677Token.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol']
9,['ERC677Token.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'LinkToken.sol']
10,['ERC677Token.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'NotERC677Compatible.sol']
10,['ERC677Token.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'BasicToken.sol']
13,['ERC677Token.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'Token677.sol']
10,['ERC677Token.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token677ReceiverMock.sol', 'ERC20.sol']
13,['ERC677Token.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC677Receiver.sol', 'LinkToken.sol']
11,['ERC677Token.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC677Receiver.sol', 'NotERC677Compatible.sol']
11,['ERC677Token.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC677Receiver.sol', 'BasicToken.sol']
13,['ERC677Token.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC677Receiver.sol', 'Token677.sol']
12,['ERC677Token.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC677Receiver.sol', 'ERC20.sol']
12,['ERC677Token.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'NotERC677Compatible.sol']
26,['ERC677Token.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'BasicToken.sol']
13,['ERC677Token.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'Token677.sol']
20,['ERC677Token.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'ERC20.sol']
10,['ERC677Token.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'NotERC677Compatible.sol', 'BasicToken.sol']
12,['ERC677Token.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'NotERC677Compatible.sol', 'Token677.sol']
11,['ERC677Token.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'NotERC677Compatible.sol', 'ERC20.sol']
10,['ERC677Token.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'BasicToken.sol', 'Token677.sol']
15,['ERC677Token.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'BasicToken.sol', 'ERC20.sol']
12,['ERC677Token.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token677.sol', 'ERC20.sol']
10,['ERC677Token.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol']
1,['ERC677Token.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'NotERC677Compatible.sol']
8,['ERC677Token.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'BasicToken.sol']
2,['ERC677Token.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'Token677.sol']
10,['ERC677Token.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'ERC20.sol']
9,['ERC677Token.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'LinkToken.sol', 'NotERC677Compatible.sol']
9,['ERC677Token.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'LinkToken.sol', 'BasicToken.sol']
9,['ERC677Token.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'LinkToken.sol', 'Token677.sol']
11,['ERC677Token.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'LinkToken.sol', 'ERC20.sol']
8,['ERC677Token.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'NotERC677Compatible.sol', 'BasicToken.sol']
2,['ERC677Token.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'NotERC677Compatible.sol', 'Token677.sol']
10,['ERC677Token.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'NotERC677Compatible.sol', 'ERC20.sol']
9,['ERC677Token.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'BasicToken.sol', 'Token677.sol']
10,['ERC677Token.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'BasicToken.sol', 'ERC20.sol']
