similarity,combination
10,['ERC20Basic.sol', 'BasicTokenMock.sol', 'TokenSale.sol', 'ERC20.sol']
9,['ERC20Basic.sol', 'BasicTokenMock.sol', 'TokenSale.sol', 'Token223.sol']
9,['ERC20Basic.sol', 'BasicTokenMock.sol', 'ERC20.sol', 'Token223.sol']
13,['ERC20Basic.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol']
15,['ERC20Basic.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol']
12,['ERC20Basic.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223Receiver.sol']
12,['ERC20Basic.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token223ReceiverMock.sol']
21,['ERC20Basic.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'BasicToken.sol']
11,['ERC20Basic.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'TokenSale.sol']
5,['ERC20Basic.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC20.sol']
10,['ERC20Basic.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token223.sol']
12,['ERC20Basic.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'LinkToken.sol']
9,['ERC20Basic.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'ERC223Receiver.sol']
8,['ERC20Basic.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'Token223ReceiverMock.sol']
10,['ERC20Basic.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'BasicToken.sol']
9,['ERC20Basic.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'TokenSale.sol']
9,['ERC20Basic.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'ERC20.sol']
9,['ERC20Basic.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'Token223.sol']
9,['ERC20Basic.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'ERC223Receiver.sol']
9,['ERC20Basic.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol']
11,['ERC20Basic.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'BasicToken.sol']
9,['ERC20Basic.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'TokenSale.sol']
6,['ERC20Basic.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'ERC20.sol']
10,['ERC20Basic.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'Token223.sol']
6,['ERC20Basic.sol', 'StandardTokenMock.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol']
7,['ERC20Basic.sol', 'StandardTokenMock.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
8,['ERC20Basic.sol', 'StandardTokenMock.sol', 'ERC223Receiver.sol', 'TokenSale.sol']
6,['ERC20Basic.sol', 'StandardTokenMock.sol', 'ERC223Receiver.sol', 'ERC20.sol']
8,['ERC20Basic.sol', 'StandardTokenMock.sol', 'ERC223Receiver.sol', 'Token223.sol']
6,['ERC20Basic.sol', 'StandardTokenMock.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
8,['ERC20Basic.sol', 'StandardTokenMock.sol', 'Token223ReceiverMock.sol', 'TokenSale.sol']
6,['ERC20Basic.sol', 'StandardTokenMock.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
9,['ERC20Basic.sol', 'StandardTokenMock.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
11,['ERC20Basic.sol', 'StandardTokenMock.sol', 'BasicToken.sol', 'TokenSale.sol']
7,['ERC20Basic.sol', 'StandardTokenMock.sol', 'BasicToken.sol', 'ERC20.sol']
7,['ERC20Basic.sol', 'StandardTokenMock.sol', 'BasicToken.sol', 'Token223.sol']
8,['ERC20Basic.sol', 'StandardTokenMock.sol', 'TokenSale.sol', 'ERC20.sol']
8,['ERC20Basic.sol', 'StandardTokenMock.sol', 'TokenSale.sol', 'Token223.sol']
9,['ERC20Basic.sol', 'StandardTokenMock.sol', 'ERC20.sol', 'Token223.sol']
13,['ERC20Basic.sol', 'StandardToken.sol', 'ERC223.sol', 'LinkToken.sol']
12,['ERC20Basic.sol', 'StandardToken.sol', 'ERC223.sol', 'ERC223Receiver.sol']
12,['ERC20Basic.sol', 'StandardToken.sol', 'ERC223.sol', 'Token223ReceiverMock.sol']
14,['ERC20Basic.sol', 'StandardToken.sol', 'ERC223.sol', 'BasicToken.sol']
12,['ERC20Basic.sol', 'StandardToken.sol', 'ERC223.sol', 'TokenSale.sol']
5,['ERC20Basic.sol', 'StandardToken.sol', 'ERC223.sol', 'ERC20.sol']
12,['ERC20Basic.sol', 'StandardToken.sol', 'ERC223.sol', 'Token223.sol']
11,['ERC20Basic.sol', 'StandardToken.sol', 'LinkToken.sol', 'ERC223Receiver.sol']
11,['ERC20Basic.sol', 'StandardToken.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol']
22,['ERC20Basic.sol', 'StandardToken.sol', 'LinkToken.sol', 'BasicToken.sol']
11,['ERC20Basic.sol', 'StandardToken.sol', 'LinkToken.sol', 'TokenSale.sol']
12,['ERC20Basic.sol', 'StandardToken.sol', 'LinkToken.sol', 'ERC20.sol']
9,['ERC20Basic.sol', 'StandardToken.sol', 'LinkToken.sol', 'Token223.sol']
10,['ERC20Basic.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol']
13,['ERC20Basic.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
10,['ERC20Basic.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'TokenSale.sol']
5,['ERC20Basic.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'ERC20.sol']
11,['ERC20Basic.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'Token223.sol']
13,['ERC20Basic.sol', 'StandardToken.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
11,['ERC20Basic.sol', 'StandardToken.sol', 'Token223ReceiverMock.sol', 'TokenSale.sol']
12,['ERC20Basic.sol', 'StandardToken.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
10,['ERC20Basic.sol', 'StandardToken.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
15,['ERC20Basic.sol', 'StandardToken.sol', 'BasicToken.sol', 'TokenSale.sol']
5,['ERC20Basic.sol', 'StandardToken.sol', 'BasicToken.sol', 'ERC20.sol']
12,['ERC20Basic.sol', 'StandardToken.sol', 'BasicToken.sol', 'Token223.sol']
14,['ERC20Basic.sol', 'StandardToken.sol', 'TokenSale.sol', 'ERC20.sol']
12,['ERC20Basic.sol', 'StandardToken.sol', 'TokenSale.sol', 'Token223.sol']
12,['ERC20Basic.sol', 'StandardToken.sol', 'ERC20.sol', 'Token223.sol']
9,['ERC20Basic.sol', 'ERC223.sol', 'LinkToken.sol', 'ERC223Receiver.sol']
8,['ERC20Basic.sol', 'ERC223.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol']
8,['ERC20Basic.sol', 'ERC223.sol', 'LinkToken.sol', 'BasicToken.sol']
11,['ERC20Basic.sol', 'ERC223.sol', 'LinkToken.sol', 'TokenSale.sol']
14,['ERC20Basic.sol', 'ERC223.sol', 'LinkToken.sol', 'ERC20.sol']
11,['ERC20Basic.sol', 'ERC223.sol', 'LinkToken.sol', 'Token223.sol']
7,['ERC20Basic.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol']
8,['ERC20Basic.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
11,['ERC20Basic.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'TokenSale.sol']
13,['ERC20Basic.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'ERC20.sol']
11,['ERC20Basic.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'Token223.sol']
8,['ERC20Basic.sol', 'ERC223.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
11,['ERC20Basic.sol', 'ERC223.sol', 'Token223ReceiverMock.sol', 'TokenSale.sol']
8,['ERC20Basic.sol', 'ERC223.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
10,['ERC20Basic.sol', 'ERC223.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
13,['ERC20Basic.sol', 'ERC223.sol', 'BasicToken.sol', 'TokenSale.sol']
14,['ERC20Basic.sol', 'ERC223.sol', 'BasicToken.sol', 'ERC20.sol']
9,['ERC20Basic.sol', 'ERC223.sol', 'BasicToken.sol', 'Token223.sol']
10,['ERC20Basic.sol', 'ERC223.sol', 'TokenSale.sol', 'ERC20.sol']
10,['ERC20Basic.sol', 'ERC223.sol', 'TokenSale.sol', 'Token223.sol']
13,['ERC20Basic.sol', 'ERC223.sol', 'ERC20.sol', 'Token223.sol']
6,['ERC20Basic.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol']
6,['ERC20Basic.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
10,['ERC20Basic.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'TokenSale.sol']
7,['ERC20Basic.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'ERC20.sol']
7,['ERC20Basic.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223.sol']
6,['ERC20Basic.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
11,['ERC20Basic.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'TokenSale.sol']
7,['ERC20Basic.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
8,['ERC20Basic.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
10,['ERC20Basic.sol', 'LinkToken.sol', 'BasicToken.sol', 'TokenSale.sol']
7,['ERC20Basic.sol', 'LinkToken.sol', 'BasicToken.sol', 'ERC20.sol']
7,['ERC20Basic.sol', 'LinkToken.sol', 'BasicToken.sol', 'Token223.sol']
11,['ERC20Basic.sol', 'LinkToken.sol', 'TokenSale.sol', 'ERC20.sol']
10,['ERC20Basic.sol', 'LinkToken.sol', 'TokenSale.sol', 'Token223.sol']
12,['ERC20Basic.sol', 'LinkToken.sol', 'ERC20.sol', 'Token223.sol']
6,['ERC20Basic.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
9,['ERC20Basic.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'TokenSale.sol']
7,['ERC20Basic.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
7,['ERC20Basic.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
10,['ERC20Basic.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'TokenSale.sol']
3,['ERC20Basic.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'ERC20.sol']
8,['ERC20Basic.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'Token223.sol']
10,['ERC20Basic.sol', 'ERC223Receiver.sol', 'TokenSale.sol', 'ERC20.sol']
10,['ERC20Basic.sol', 'ERC223Receiver.sol', 'TokenSale.sol', 'Token223.sol']
6,['ERC20Basic.sol', 'ERC223Receiver.sol', 'ERC20.sol', 'Token223.sol']
11,['ERC20Basic.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'TokenSale.sol']
7,['ERC20Basic.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC20.sol']
7,['ERC20Basic.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'Token223.sol']
10,['ERC20Basic.sol', 'Token223ReceiverMock.sol', 'TokenSale.sol', 'ERC20.sol']
10,['ERC20Basic.sol', 'Token223ReceiverMock.sol', 'TokenSale.sol', 'Token223.sol']
6,['ERC20Basic.sol', 'Token223ReceiverMock.sol', 'ERC20.sol', 'Token223.sol']
14,['ERC20Basic.sol', 'BasicToken.sol', 'TokenSale.sol', 'ERC20.sol']
12,['ERC20Basic.sol', 'BasicToken.sol', 'TokenSale.sol', 'Token223.sol']
13,['ERC20Basic.sol', 'BasicToken.sol', 'ERC20.sol', 'Token223.sol']
10,['ERC20Basic.sol', 'TokenSale.sol', 'ERC20.sol', 'Token223.sol']
8,['Token223Receiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'StandardToken.sol']
2,['Token223Receiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC223.sol']
2,['Token223Receiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'LinkToken.sol']
2,['Token223Receiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC223Receiver.sol']
1,['Token223Receiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'Token223ReceiverMock.sol']
9,['Token223Receiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'BasicToken.sol']
3,['Token223Receiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'TokenSale.sol']
6,['Token223Receiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC20.sol']
3,['Token223Receiver.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'Token223.sol']
4,['Token223Receiver.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC223.sol']
5,['Token223Receiver.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol']
4,['Token223Receiver.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC223Receiver.sol']
8,['Token223Receiver.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'Token223ReceiverMock.sol']
12,['Token223Receiver.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'BasicToken.sol']
5,['Token223Receiver.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'TokenSale.sol']
10,['Token223Receiver.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'ERC20.sol']
6,['Token223Receiver.sol', 'BasicTokenMock.sol', 'StandardToken.sol', 'Token223.sol']
2,['Token223Receiver.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'LinkToken.sol']
0,['Token223Receiver.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'ERC223Receiver.sol']
0,['Token223Receiver.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'Token223ReceiverMock.sol']
2,['Token223Receiver.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'BasicToken.sol']
3,['Token223Receiver.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'TokenSale.sol']
2,['Token223Receiver.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'ERC20.sol']
3,['Token223Receiver.sol', 'BasicTokenMock.sol', 'ERC223.sol', 'Token223.sol']
3,['Token223Receiver.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'ERC223Receiver.sol']
1,['Token223Receiver.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol']
10,['Token223Receiver.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'BasicToken.sol']
3,['Token223Receiver.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'TokenSale.sol']
7,['Token223Receiver.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'ERC20.sol']
3,['Token223Receiver.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'Token223.sol']
1,['Token223Receiver.sol', 'BasicTokenMock.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol']
2,['Token223Receiver.sol', 'BasicTokenMock.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
2,['Token223Receiver.sol', 'BasicTokenMock.sol', 'ERC223Receiver.sol', 'TokenSale.sol']
3,['Token223Receiver.sol', 'BasicTokenMock.sol', 'ERC223Receiver.sol', 'ERC20.sol']
2,['Token223Receiver.sol', 'BasicTokenMock.sol', 'ERC223Receiver.sol', 'Token223.sol']
2,['Token223Receiver.sol', 'BasicTokenMock.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
3,['Token223Receiver.sol', 'BasicTokenMock.sol', 'Token223ReceiverMock.sol', 'TokenSale.sol']
3,['Token223Receiver.sol', 'BasicTokenMock.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
2,['Token223Receiver.sol', 'BasicTokenMock.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
8,['Token223Receiver.sol', 'BasicTokenMock.sol', 'BasicToken.sol', 'TokenSale.sol']
4,['Token223Receiver.sol', 'BasicTokenMock.sol', 'BasicToken.sol', 'ERC20.sol']
3,['Token223Receiver.sol', 'BasicTokenMock.sol', 'BasicToken.sol', 'Token223.sol']
6,['Token223Receiver.sol', 'BasicTokenMock.sol', 'TokenSale.sol', 'ERC20.sol']
4,['Token223Receiver.sol', 'BasicTokenMock.sol', 'TokenSale.sol', 'Token223.sol']
3,['Token223Receiver.sol', 'BasicTokenMock.sol', 'ERC20.sol', 'Token223.sol']
4,['Token223Receiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol']
5,['Token223Receiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol']
4,['Token223Receiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC223Receiver.sol']
8,['Token223Receiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token223ReceiverMock.sol']
12,['Token223Receiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'BasicToken.sol']
5,['Token223Receiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'TokenSale.sol']
9,['Token223Receiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'ERC20.sol']
6,['Token223Receiver.sol', 'StandardTokenMock.sol', 'StandardToken.sol', 'Token223.sol']
2,['Token223Receiver.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'LinkToken.sol']
0,['Token223Receiver.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'ERC223Receiver.sol']
0,['Token223Receiver.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'Token223ReceiverMock.sol']
2,['Token223Receiver.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'BasicToken.sol']
3,['Token223Receiver.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'TokenSale.sol']
2,['Token223Receiver.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'ERC20.sol']
3,['Token223Receiver.sol', 'StandardTokenMock.sol', 'ERC223.sol', 'Token223.sol']
1,['Token223Receiver.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'ERC223Receiver.sol']
1,['Token223Receiver.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol']
10,['Token223Receiver.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'BasicToken.sol']
3,['Token223Receiver.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'TokenSale.sol']
7,['Token223Receiver.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'ERC20.sol']
3,['Token223Receiver.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'Token223.sol']
1,['Token223Receiver.sol', 'StandardTokenMock.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol']
2,['Token223Receiver.sol', 'StandardTokenMock.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
2,['Token223Receiver.sol', 'StandardTokenMock.sol', 'ERC223Receiver.sol', 'TokenSale.sol']
3,['Token223Receiver.sol', 'StandardTokenMock.sol', 'ERC223Receiver.sol', 'ERC20.sol']
2,['Token223Receiver.sol', 'StandardTokenMock.sol', 'ERC223Receiver.sol', 'Token223.sol']
2,['Token223Receiver.sol', 'StandardTokenMock.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
3,['Token223Receiver.sol', 'StandardTokenMock.sol', 'Token223ReceiverMock.sol', 'TokenSale.sol']
3,['Token223Receiver.sol', 'StandardTokenMock.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
2,['Token223Receiver.sol', 'StandardTokenMock.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
8,['Token223Receiver.sol', 'StandardTokenMock.sol', 'BasicToken.sol', 'TokenSale.sol']
4,['Token223Receiver.sol', 'StandardTokenMock.sol', 'BasicToken.sol', 'ERC20.sol']
3,['Token223Receiver.sol', 'StandardTokenMock.sol', 'BasicToken.sol', 'Token223.sol']
6,['Token223Receiver.sol', 'StandardTokenMock.sol', 'TokenSale.sol', 'ERC20.sol']
4,['Token223Receiver.sol', 'StandardTokenMock.sol', 'TokenSale.sol', 'Token223.sol']
3,['Token223Receiver.sol', 'StandardTokenMock.sol', 'ERC20.sol', 'Token223.sol']
4,['Token223Receiver.sol', 'StandardToken.sol', 'ERC223.sol', 'LinkToken.sol']
3,['Token223Receiver.sol', 'StandardToken.sol', 'ERC223.sol', 'ERC223Receiver.sol']
3,['Token223Receiver.sol', 'StandardToken.sol', 'ERC223.sol', 'Token223ReceiverMock.sol']
4,['Token223Receiver.sol', 'StandardToken.sol', 'ERC223.sol', 'BasicToken.sol']
3,['Token223Receiver.sol', 'StandardToken.sol', 'ERC223.sol', 'TokenSale.sol']
4,['Token223Receiver.sol', 'StandardToken.sol', 'ERC223.sol', 'ERC20.sol']
6,['Token223Receiver.sol', 'StandardToken.sol', 'ERC223.sol', 'Token223.sol']
4,['Token223Receiver.sol', 'StandardToken.sol', 'LinkToken.sol', 'ERC223Receiver.sol']
5,['Token223Receiver.sol', 'StandardToken.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol']
13,['Token223Receiver.sol', 'StandardToken.sol', 'LinkToken.sol', 'BasicToken.sol']
4,['Token223Receiver.sol', 'StandardToken.sol', 'LinkToken.sol', 'TokenSale.sol']
10,['Token223Receiver.sol', 'StandardToken.sol', 'LinkToken.sol', 'ERC20.sol']
5,['Token223Receiver.sol', 'StandardToken.sol', 'LinkToken.sol', 'Token223.sol']
5,['Token223Receiver.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol']
4,['Token223Receiver.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
3,['Token223Receiver.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'TokenSale.sol']
3,['Token223Receiver.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'ERC20.sol']
6,['Token223Receiver.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'Token223.sol']
4,['Token223Receiver.sol', 'StandardToken.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
3,['Token223Receiver.sol', 'StandardToken.sol', 'Token223ReceiverMock.sol', 'TokenSale.sol']
4,['Token223Receiver.sol', 'StandardToken.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
6,['Token223Receiver.sol', 'StandardToken.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
4,['Token223Receiver.sol', 'StandardToken.sol', 'BasicToken.sol', 'TokenSale.sol']
5,['Token223Receiver.sol', 'StandardToken.sol', 'BasicToken.sol', 'ERC20.sol']
7,['Token223Receiver.sol', 'StandardToken.sol', 'BasicToken.sol', 'Token223.sol']
5,['Token223Receiver.sol', 'StandardToken.sol', 'TokenSale.sol', 'ERC20.sol']
5,['Token223Receiver.sol', 'StandardToken.sol', 'TokenSale.sol', 'Token223.sol']
7,['Token223Receiver.sol', 'StandardToken.sol', 'ERC20.sol', 'Token223.sol']
5,['Token223Receiver.sol', 'ERC223.sol', 'LinkToken.sol', 'ERC223Receiver.sol']
2,['Token223Receiver.sol', 'ERC223.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol']
5,['Token223Receiver.sol', 'ERC223.sol', 'LinkToken.sol', 'BasicToken.sol']
4,['Token223Receiver.sol', 'ERC223.sol', 'LinkToken.sol', 'TokenSale.sol']
4,['Token223Receiver.sol', 'ERC223.sol', 'LinkToken.sol', 'ERC20.sol']
5,['Token223Receiver.sol', 'ERC223.sol', 'LinkToken.sol', 'Token223.sol']
0,['Token223Receiver.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol']
2,['Token223Receiver.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
3,['Token223Receiver.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'TokenSale.sol']
3,['Token223Receiver.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'ERC20.sol']
2,['Token223Receiver.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'Token223.sol']
2,['Token223Receiver.sol', 'ERC223.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
4,['Token223Receiver.sol', 'ERC223.sol', 'Token223ReceiverMock.sol', 'TokenSale.sol']
3,['Token223Receiver.sol', 'ERC223.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
3,['Token223Receiver.sol', 'ERC223.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
9,['Token223Receiver.sol', 'ERC223.sol', 'BasicToken.sol', 'TokenSale.sol']
4,['Token223Receiver.sol', 'ERC223.sol', 'BasicToken.sol', 'ERC20.sol']
5,['Token223Receiver.sol', 'ERC223.sol', 'BasicToken.sol', 'Token223.sol']
4,['Token223Receiver.sol', 'ERC223.sol', 'TokenSale.sol', 'ERC20.sol']
5,['Token223Receiver.sol', 'ERC223.sol', 'TokenSale.sol', 'Token223.sol']
3,['Token223Receiver.sol', 'ERC223.sol', 'ERC20.sol', 'Token223.sol']
1,['Token223Receiver.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol']
3,['Token223Receiver.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
4,['Token223Receiver.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'TokenSale.sol']
4,['Token223Receiver.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'ERC20.sol']
3,['Token223Receiver.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223.sol']
6,['Token223Receiver.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
4,['Token223Receiver.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'TokenSale.sol']
4,['Token223Receiver.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
3,['Token223Receiver.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
5,['Token223Receiver.sol', 'LinkToken.sol', 'BasicToken.sol', 'TokenSale.sol']
4,['Token223Receiver.sol', 'LinkToken.sol', 'BasicToken.sol', 'ERC20.sol']
3,['Token223Receiver.sol', 'LinkToken.sol', 'BasicToken.sol', 'Token223.sol']
9,['Token223Receiver.sol', 'LinkToken.sol', 'TokenSale.sol', 'ERC20.sol']
5,['Token223Receiver.sol', 'LinkToken.sol', 'TokenSale.sol', 'Token223.sol']
4,['Token223Receiver.sol', 'LinkToken.sol', 'ERC20.sol', 'Token223.sol']
2,['Token223Receiver.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
3,['Token223Receiver.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'TokenSale.sol']
3,['Token223Receiver.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
3,['Token223Receiver.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
5,['Token223Receiver.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'TokenSale.sol']
3,['Token223Receiver.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'ERC20.sol']
3,['Token223Receiver.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'Token223.sol']
7,['Token223Receiver.sol', 'ERC223Receiver.sol', 'TokenSale.sol', 'ERC20.sol']
5,['Token223Receiver.sol', 'ERC223Receiver.sol', 'TokenSale.sol', 'Token223.sol']
