similarity,combination
5,['flop.sol', 'vow.t.sol']
7,['flop.sol', 'join.sol']
5,['flop.sol', 'flip.sol']
4,['flop.sol', 'vow.sol']
4,['flop.sol', 'flip.t.sol']
3,['flop.sol', 'end.t.sol']
6,['flop.sol', 'vat.sol']
6,['flop.sol', 'flop.t.sol']
6,['flop.sol', 'jug.sol']
6,['flop.sol', 'cat.sol']
17,['flop.sol', 'dai.sol']
5,['flop.sol', 'fork.t.sol']
5,['flop.sol', 'flap.t.sol']
3,['flop.sol', 'vat.t.sol']
5,['flop.sol', 'lib.sol']
2,['flop.sol', 'jug.t.sol']
5,['flop.sol', 'flap.sol']
3,['flop.sol', 'end.sol']
5,['flop.sol', 'dai.t.sol']
4,['vow.t.sol', 'join.sol']
6,['vow.t.sol', 'flip.sol']
4,['vow.t.sol', 'vow.sol']
2,['vow.t.sol', 'flip.t.sol']
4,['vow.t.sol', 'end.t.sol']
5,['vow.t.sol', 'vat.sol']
3,['vow.t.sol', 'flop.t.sol']
6,['vow.t.sol', 'jug.sol']
6,['vow.t.sol', 'cat.sol']
11,['vow.t.sol', 'dai.sol']
4,['vow.t.sol', 'fork.t.sol']
2,['vow.t.sol', 'flap.t.sol']
2,['vow.t.sol', 'vat.t.sol']
6,['vow.t.sol', 'lib.sol']
3,['vow.t.sol', 'jug.t.sol']
5,['vow.t.sol', 'flap.sol']
5,['vow.t.sol', 'end.sol']
3,['vow.t.sol', 'dai.t.sol']
7,['join.sol', 'flip.sol']
6,['join.sol', 'vow.sol']
2,['join.sol', 'flip.t.sol']
2,['join.sol', 'end.t.sol']
6,['join.sol', 'vat.sol']
4,['join.sol', 'flop.t.sol']
5,['join.sol', 'jug.sol']
8,['join.sol', 'cat.sol']
18,['join.sol', 'dai.sol']
3,['join.sol', 'fork.t.sol']
4,['join.sol', 'flap.t.sol']
2,['join.sol', 'vat.t.sol']
9,['join.sol', 'lib.sol']
3,['join.sol', 'jug.t.sol']
7,['join.sol', 'flap.sol']
4,['join.sol', 'end.sol']
3,['join.sol', 'dai.t.sol']
5,['flip.sol', 'vow.sol']
5,['flip.sol', 'flip.t.sol']
3,['flip.sol', 'end.t.sol']
6,['flip.sol', 'vat.sol']
5,['flip.sol', 'flop.t.sol']
5,['flip.sol', 'jug.sol']
5,['flip.sol', 'cat.sol']
