similarity,combination
3,['ERC677Token.sol']
2,['LinkReceiver.sol']
3,['LinkERC20.sol']
2,['ERC677.sol']
4,['linkERC20.sol']
2,['linkSafeMath.sol']
7,['BasicTokenMock.sol']
6,['StandardTokenMock.sol']
1,['Migrations.sol']
0,['Token677ReceiverMock.sol']
2,['linkBasicToken.sol']
5,['ERC677Receiver.sol']
4,['linkERC20Basic.sol']
3,['LinkToken.sol']
2,['linkStandardToken.sol']
2,['NotERC677Compatible.sol']
0,['Token677.sol']
