similarity,combination
1,['Standard223TokenExample.sol', 'Standard223Token.sol', 'ERC223Receiver.sol']
2,['Standard223TokenExample.sol', 'Standard223Token.sol', 'BasicToken.sol']
1,['Standard223TokenExample.sol', 'Standard223Token.sol', 'TokenSale.sol']
3,['Standard223TokenExample.sol', 'Standard223Token.sol', 'ERC20.sol']
1,['Standard223TokenExample.sol', 'Standard223Token.sol', 'Standard223TokenReceiverMock.sol']
1,['Standard223TokenExample.sol', 'LinkReceiver.sol', 'Standard223TokenReceiverTest.sol']
1,['Standard223TokenExample.sol', 'LinkReceiver.sol', 'Standard223Receiver.sol']
2,['Standard223TokenExample.sol', 'LinkReceiver.sol', 'SmartOracle.sol']
6,['Standard223TokenExample.sol', 'LinkReceiver.sol', 'ERC20Basic.sol']
2,['Standard223TokenExample.sol', 'LinkReceiver.sol', 'BasicTokenMock.sol']
2,['Standard223TokenExample.sol', 'LinkReceiver.sol', 'StandardTokenMock.sol']
2,['Standard223TokenExample.sol', 'LinkReceiver.sol', 'StandardToken.sol']
2,['Standard223TokenExample.sol', 'LinkReceiver.sol', 'ERC223.sol']
2,['Standard223TokenExample.sol', 'LinkReceiver.sol', 'LinkToken.sol']
1,['Standard223TokenExample.sol', 'LinkReceiver.sol', 'ERC223Receiver.sol']
2,['Standard223TokenExample.sol', 'LinkReceiver.sol', 'BasicToken.sol']
3,['Standard223TokenExample.sol', 'LinkReceiver.sol', 'TokenSale.sol']
3,['Standard223TokenExample.sol', 'LinkReceiver.sol', 'ERC20.sol']
0,['Standard223TokenExample.sol', 'LinkReceiver.sol', 'Standard223TokenReceiverMock.sol']
1,['Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol']
1,['Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol']
5,['Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'ERC20Basic.sol']
1,['Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'BasicTokenMock.sol']
1,['Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'StandardTokenMock.sol']
3,['Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'StandardToken.sol']
1,['Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'ERC223.sol']
1,['Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'LinkToken.sol']
1,['Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'ERC223Receiver.sol']
2,['Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'BasicToken.sol']
1,['Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'TokenSale.sol']
3,['Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'ERC20.sol']
1,['Standard223TokenExample.sol', 'Standard223TokenReceiverTest.sol', 'Standard223TokenReceiverMock.sol']
1,['Standard223TokenExample.sol', 'Standard223Receiver.sol', 'SmartOracle.sol']
4,['Standard223TokenExample.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol']
2,['Standard223TokenExample.sol', 'Standard223Receiver.sol', 'BasicTokenMock.sol']
2,['Standard223TokenExample.sol', 'Standard223Receiver.sol', 'StandardTokenMock.sol']
3,['Standard223TokenExample.sol', 'Standard223Receiver.sol', 'StandardToken.sol']
1,['Standard223TokenExample.sol', 'Standard223Receiver.sol', 'ERC223.sol']
3,['Standard223TokenExample.sol', 'Standard223Receiver.sol', 'LinkToken.sol']
1,['Standard223TokenExample.sol', 'Standard223Receiver.sol', 'ERC223Receiver.sol']
2,['Standard223TokenExample.sol', 'Standard223Receiver.sol', 'BasicToken.sol']
2,['Standard223TokenExample.sol', 'Standard223Receiver.sol', 'TokenSale.sol']
2,['Standard223TokenExample.sol', 'Standard223Receiver.sol', 'ERC20.sol']
1,['Standard223TokenExample.sol', 'Standard223Receiver.sol', 'Standard223TokenReceiverMock.sol']
5,['Standard223TokenExample.sol', 'SmartOracle.sol', 'ERC20Basic.sol']
1,['Standard223TokenExample.sol', 'SmartOracle.sol', 'BasicTokenMock.sol']
1,['Standard223TokenExample.sol', 'SmartOracle.sol', 'StandardTokenMock.sol']
2,['Standard223TokenExample.sol', 'SmartOracle.sol', 'StandardToken.sol']
1,['Standard223TokenExample.sol', 'SmartOracle.sol', 'ERC223.sol']
1,['Standard223TokenExample.sol', 'SmartOracle.sol', 'LinkToken.sol']
1,['Standard223TokenExample.sol', 'SmartOracle.sol', 'ERC223Receiver.sol']
2,['Standard223TokenExample.sol', 'SmartOracle.sol', 'BasicToken.sol']
2,['Standard223TokenExample.sol', 'SmartOracle.sol', 'TokenSale.sol']
5,['Standard223TokenExample.sol', 'SmartOracle.sol', 'ERC20.sol']
1,['Standard223TokenExample.sol', 'SmartOracle.sol', 'Standard223TokenReceiverMock.sol']
6,['Standard223TokenExample.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol']
6,['Standard223TokenExample.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol']
3,['Standard223TokenExample.sol', 'ERC20Basic.sol', 'StandardToken.sol']
7,['Standard223TokenExample.sol', 'ERC20Basic.sol', 'ERC223.sol']
5,['Standard223TokenExample.sol', 'ERC20Basic.sol', 'LinkToken.sol']
7,['Standard223TokenExample.sol', 'ERC20Basic.sol', 'ERC223Receiver.sol']
7,['Standard223TokenExample.sol', 'ERC20Basic.sol', 'BasicToken.sol']
8,['Standard223TokenExample.sol', 'ERC20Basic.sol', 'TokenSale.sol']
8,['Standard223TokenExample.sol', 'ERC20Basic.sol', 'ERC20.sol']
5,['Standard223TokenExample.sol', 'ERC20Basic.sol', 'Standard223TokenReceiverMock.sol']
1,['Standard223TokenExample.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol']
3,['Standard223TokenExample.sol', 'BasicTokenMock.sol', 'StandardToken.sol']
1,['Standard223TokenExample.sol', 'BasicTokenMock.sol', 'ERC223.sol']
2,['Standard223TokenExample.sol', 'BasicTokenMock.sol', 'LinkToken.sol']
1,['Standard223TokenExample.sol', 'BasicTokenMock.sol', 'ERC223Receiver.sol']
2,['Standard223TokenExample.sol', 'BasicTokenMock.sol', 'BasicToken.sol']
2,['Standard223TokenExample.sol', 'BasicTokenMock.sol', 'TokenSale.sol']
3,['Standard223TokenExample.sol', 'BasicTokenMock.sol', 'ERC20.sol']
1,['Standard223TokenExample.sol', 'BasicTokenMock.sol', 'Standard223TokenReceiverMock.sol']
3,['Standard223TokenExample.sol', 'StandardTokenMock.sol', 'StandardToken.sol']
1,['Standard223TokenExample.sol', 'StandardTokenMock.sol', 'ERC223.sol']
2,['Standard223TokenExample.sol', 'StandardTokenMock.sol', 'LinkToken.sol']
1,['Standard223TokenExample.sol', 'StandardTokenMock.sol', 'ERC223Receiver.sol']
2,['Standard223TokenExample.sol', 'StandardTokenMock.sol', 'BasicToken.sol']
2,['Standard223TokenExample.sol', 'StandardTokenMock.sol', 'TokenSale.sol']
3,['Standard223TokenExample.sol', 'StandardTokenMock.sol', 'ERC20.sol']
1,['Standard223TokenExample.sol', 'StandardTokenMock.sol', 'Standard223TokenReceiverMock.sol']
2,['Standard223TokenExample.sol', 'StandardToken.sol', 'ERC223.sol']
4,['Standard223TokenExample.sol', 'StandardToken.sol', 'LinkToken.sol']
2,['Standard223TokenExample.sol', 'StandardToken.sol', 'ERC223Receiver.sol']
3,['Standard223TokenExample.sol', 'StandardToken.sol', 'BasicToken.sol']
3,['Standard223TokenExample.sol', 'StandardToken.sol', 'TokenSale.sol']
4,['Standard223TokenExample.sol', 'StandardToken.sol', 'ERC20.sol']
3,['Standard223TokenExample.sol', 'StandardToken.sol', 'Standard223TokenReceiverMock.sol']
2,['Standard223TokenExample.sol', 'ERC223.sol', 'LinkToken.sol']
1,['Standard223TokenExample.sol', 'ERC223.sol', 'ERC223Receiver.sol']
2,['Standard223TokenExample.sol', 'ERC223.sol', 'BasicToken.sol']
2,['Standard223TokenExample.sol', 'ERC223.sol', 'TokenSale.sol']
5,['Standard223TokenExample.sol', 'ERC223.sol', 'ERC20.sol']
0,['Standard223TokenExample.sol', 'ERC223.sol', 'Standard223TokenReceiverMock.sol']
1,['Standard223TokenExample.sol', 'LinkToken.sol', 'ERC223Receiver.sol']
3,['Standard223TokenExample.sol', 'LinkToken.sol', 'BasicToken.sol']
3,['Standard223TokenExample.sol', 'LinkToken.sol', 'TokenSale.sol']
3,['Standard223TokenExample.sol', 'LinkToken.sol', 'ERC20.sol']
1,['Standard223TokenExample.sol', 'LinkToken.sol', 'Standard223TokenReceiverMock.sol']
2,['Standard223TokenExample.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
2,['Standard223TokenExample.sol', 'ERC223Receiver.sol', 'TokenSale.sol']
3,['Standard223TokenExample.sol', 'ERC223Receiver.sol', 'ERC20.sol']
1,['Standard223TokenExample.sol', 'ERC223Receiver.sol', 'Standard223TokenReceiverMock.sol']
5,['Standard223TokenExample.sol', 'BasicToken.sol', 'TokenSale.sol']
4,['Standard223TokenExample.sol', 'BasicToken.sol', 'ERC20.sol']
2,['Standard223TokenExample.sol', 'BasicToken.sol', 'Standard223TokenReceiverMock.sol']
5,['Standard223TokenExample.sol', 'TokenSale.sol', 'ERC20.sol']
2,['Standard223TokenExample.sol', 'TokenSale.sol', 'Standard223TokenReceiverMock.sol']
2,['Standard223TokenExample.sol', 'ERC20.sol', 'Standard223TokenReceiverMock.sol']
1,['Standard223TokenReceiverExample.sol', 'Standard223Token.sol', 'LinkReceiver.sol']
1,['Standard223TokenReceiverExample.sol', 'Standard223Token.sol', 'Standard223TokenReceiverTest.sol']
2,['Standard223TokenReceiverExample.sol', 'Standard223Token.sol', 'Standard223Receiver.sol']
1,['Standard223TokenReceiverExample.sol', 'Standard223Token.sol', 'SmartOracle.sol']
6,['Standard223TokenReceiverExample.sol', 'Standard223Token.sol', 'ERC20Basic.sol']
1,['Standard223TokenReceiverExample.sol', 'Standard223Token.sol', 'BasicTokenMock.sol']
1,['Standard223TokenReceiverExample.sol', 'Standard223Token.sol', 'StandardTokenMock.sol']
3,['Standard223TokenReceiverExample.sol', 'Standard223Token.sol', 'StandardToken.sol']
1,['Standard223TokenReceiverExample.sol', 'Standard223Token.sol', 'ERC223.sol']
1,['Standard223TokenReceiverExample.sol', 'Standard223Token.sol', 'LinkToken.sol']
1,['Standard223TokenReceiverExample.sol', 'Standard223Token.sol', 'ERC223Receiver.sol']
2,['Standard223TokenReceiverExample.sol', 'Standard223Token.sol', 'BasicToken.sol']
1,['Standard223TokenReceiverExample.sol', 'Standard223Token.sol', 'TokenSale.sol']
3,['Standard223TokenReceiverExample.sol', 'Standard223Token.sol', 'ERC20.sol']
1,['Standard223TokenReceiverExample.sol', 'Standard223Token.sol', 'Standard223TokenReceiverMock.sol']
1,['Standard223TokenReceiverExample.sol', 'LinkReceiver.sol', 'Standard223TokenReceiverTest.sol']
1,['Standard223TokenReceiverExample.sol', 'LinkReceiver.sol', 'Standard223Receiver.sol']
2,['Standard223TokenReceiverExample.sol', 'LinkReceiver.sol', 'SmartOracle.sol']
6,['Standard223TokenReceiverExample.sol', 'LinkReceiver.sol', 'ERC20Basic.sol']
2,['Standard223TokenReceiverExample.sol', 'LinkReceiver.sol', 'BasicTokenMock.sol']
2,['Standard223TokenReceiverExample.sol', 'LinkReceiver.sol', 'StandardTokenMock.sol']
3,['Standard223TokenReceiverExample.sol', 'LinkReceiver.sol', 'StandardToken.sol']
1,['Standard223TokenReceiverExample.sol', 'LinkReceiver.sol', 'ERC223.sol']
1,['Standard223TokenReceiverExample.sol', 'LinkReceiver.sol', 'LinkToken.sol']
0,['Standard223TokenReceiverExample.sol', 'LinkReceiver.sol', 'ERC223Receiver.sol']
2,['Standard223TokenReceiverExample.sol', 'LinkReceiver.sol', 'BasicToken.sol']
1,['Standard223TokenReceiverExample.sol', 'LinkReceiver.sol', 'TokenSale.sol']
3,['Standard223TokenReceiverExample.sol', 'LinkReceiver.sol', 'ERC20.sol']
0,['Standard223TokenReceiverExample.sol', 'LinkReceiver.sol', 'Standard223TokenReceiverMock.sol']
1,['Standard223TokenReceiverExample.sol', 'Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol']
1,['Standard223TokenReceiverExample.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol']
5,['Standard223TokenReceiverExample.sol', 'Standard223TokenReceiverTest.sol', 'ERC20Basic.sol']
1,['Standard223TokenReceiverExample.sol', 'Standard223TokenReceiverTest.sol', 'BasicTokenMock.sol']
1,['Standard223TokenReceiverExample.sol', 'Standard223TokenReceiverTest.sol', 'StandardTokenMock.sol']
5,['Standard223TokenReceiverExample.sol', 'Standard223TokenReceiverTest.sol', 'StandardToken.sol']
1,['Standard223TokenReceiverExample.sol', 'Standard223TokenReceiverTest.sol', 'ERC223.sol']
1,['Standard223TokenReceiverExample.sol', 'Standard223TokenReceiverTest.sol', 'LinkToken.sol']
1,['Standard223TokenReceiverExample.sol', 'Standard223TokenReceiverTest.sol', 'ERC223Receiver.sol']
3,['Standard223TokenReceiverExample.sol', 'Standard223TokenReceiverTest.sol', 'BasicToken.sol']
1,['Standard223TokenReceiverExample.sol', 'Standard223TokenReceiverTest.sol', 'TokenSale.sol']
4,['Standard223TokenReceiverExample.sol', 'Standard223TokenReceiverTest.sol', 'ERC20.sol']
1,['Standard223TokenReceiverExample.sol', 'Standard223TokenReceiverTest.sol', 'Standard223TokenReceiverMock.sol']
1,['Standard223TokenReceiverExample.sol', 'Standard223Receiver.sol', 'SmartOracle.sol']
5,['Standard223TokenReceiverExample.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol']
1,['Standard223TokenReceiverExample.sol', 'Standard223Receiver.sol', 'BasicTokenMock.sol']
1,['Standard223TokenReceiverExample.sol', 'Standard223Receiver.sol', 'StandardTokenMock.sol']
5,['Standard223TokenReceiverExample.sol', 'Standard223Receiver.sol', 'StandardToken.sol']
1,['Standard223TokenReceiverExample.sol', 'Standard223Receiver.sol', 'ERC223.sol']
3,['Standard223TokenReceiverExample.sol', 'Standard223Receiver.sol', 'LinkToken.sol']
1,['Standard223TokenReceiverExample.sol', 'Standard223Receiver.sol', 'ERC223Receiver.sol']
2,['Standard223TokenReceiverExample.sol', 'Standard223Receiver.sol', 'BasicToken.sol']
2,['Standard223TokenReceiverExample.sol', 'Standard223Receiver.sol', 'TokenSale.sol']
2,['Standard223TokenReceiverExample.sol', 'Standard223Receiver.sol', 'ERC20.sol']
1,['Standard223TokenReceiverExample.sol', 'Standard223Receiver.sol', 'Standard223TokenReceiverMock.sol']
3,['Standard223TokenReceiverExample.sol', 'SmartOracle.sol', 'ERC20Basic.sol']
1,['Standard223TokenReceiverExample.sol', 'SmartOracle.sol', 'BasicTokenMock.sol']
1,['Standard223TokenReceiverExample.sol', 'SmartOracle.sol', 'StandardTokenMock.sol']
3,['Standard223TokenReceiverExample.sol', 'SmartOracle.sol', 'StandardToken.sol']
0,['Standard223TokenReceiverExample.sol', 'SmartOracle.sol', 'ERC223.sol']
1,['Standard223TokenReceiverExample.sol', 'SmartOracle.sol', 'LinkToken.sol']
1,['Standard223TokenReceiverExample.sol', 'SmartOracle.sol', 'ERC223Receiver.sol']
2,['Standard223TokenReceiverExample.sol', 'SmartOracle.sol', 'BasicToken.sol']
1,['Standard223TokenReceiverExample.sol', 'SmartOracle.sol', 'TokenSale.sol']
5,['Standard223TokenReceiverExample.sol', 'SmartOracle.sol', 'ERC20.sol']
1,['Standard223TokenReceiverExample.sol', 'SmartOracle.sol', 'Standard223TokenReceiverMock.sol']
5,['Standard223TokenReceiverExample.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol']
5,['Standard223TokenReceiverExample.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol']
3,['Standard223TokenReceiverExample.sol', 'ERC20Basic.sol', 'StandardToken.sol']
6,['Standard223TokenReceiverExample.sol', 'ERC20Basic.sol', 'ERC223.sol']
8,['Standard223TokenReceiverExample.sol', 'ERC20Basic.sol', 'LinkToken.sol']
7,['Standard223TokenReceiverExample.sol', 'ERC20Basic.sol', 'ERC223Receiver.sol']
7,['Standard223TokenReceiverExample.sol', 'ERC20Basic.sol', 'BasicToken.sol']
6,['Standard223TokenReceiverExample.sol', 'ERC20Basic.sol', 'TokenSale.sol']
5,['Standard223TokenReceiverExample.sol', 'ERC20Basic.sol', 'ERC20.sol']
6,['Standard223TokenReceiverExample.sol', 'ERC20Basic.sol', 'Standard223TokenReceiverMock.sol']
1,['Standard223TokenReceiverExample.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol']
3,['Standard223TokenReceiverExample.sol', 'BasicTokenMock.sol', 'StandardToken.sol']
1,['Standard223TokenReceiverExample.sol', 'BasicTokenMock.sol', 'ERC223.sol']
1,['Standard223TokenReceiverExample.sol', 'BasicTokenMock.sol', 'LinkToken.sol']
1,['Standard223TokenReceiverExample.sol', 'BasicTokenMock.sol', 'ERC223Receiver.sol']
7,['Standard223TokenReceiverExample.sol', 'BasicTokenMock.sol', 'BasicToken.sol']
1,['Standard223TokenReceiverExample.sol', 'BasicTokenMock.sol', 'TokenSale.sol']
2,['Standard223TokenReceiverExample.sol', 'BasicTokenMock.sol', 'ERC20.sol']
1,['Standard223TokenReceiverExample.sol', 'BasicTokenMock.sol', 'Standard223TokenReceiverMock.sol']
3,['Standard223TokenReceiverExample.sol', 'StandardTokenMock.sol', 'StandardToken.sol']
1,['Standard223TokenReceiverExample.sol', 'StandardTokenMock.sol', 'ERC223.sol']
1,['Standard223TokenReceiverExample.sol', 'StandardTokenMock.sol', 'LinkToken.sol']
1,['Standard223TokenReceiverExample.sol', 'StandardTokenMock.sol', 'ERC223Receiver.sol']
7,['Standard223TokenReceiverExample.sol', 'StandardTokenMock.sol', 'BasicToken.sol']
1,['Standard223TokenReceiverExample.sol', 'StandardTokenMock.sol', 'TokenSale.sol']
2,['Standard223TokenReceiverExample.sol', 'StandardTokenMock.sol', 'ERC20.sol']
1,['Standard223TokenReceiverExample.sol', 'StandardTokenMock.sol', 'Standard223TokenReceiverMock.sol']
2,['Standard223TokenReceiverExample.sol', 'StandardToken.sol', 'ERC223.sol']
4,['Standard223TokenReceiverExample.sol', 'StandardToken.sol', 'LinkToken.sol']
2,['Standard223TokenReceiverExample.sol', 'StandardToken.sol', 'ERC223Receiver.sol']
3,['Standard223TokenReceiverExample.sol', 'StandardToken.sol', 'BasicToken.sol']
5,['Standard223TokenReceiverExample.sol', 'StandardToken.sol', 'TokenSale.sol']
3,['Standard223TokenReceiverExample.sol', 'StandardToken.sol', 'ERC20.sol']
3,['Standard223TokenReceiverExample.sol', 'StandardToken.sol', 'Standard223TokenReceiverMock.sol']
1,['Standard223TokenReceiverExample.sol', 'ERC223.sol', 'LinkToken.sol']
0,['Standard223TokenReceiverExample.sol', 'ERC223.sol', 'ERC223Receiver.sol']
2,['Standard223TokenReceiverExample.sol', 'ERC223.sol', 'BasicToken.sol']
1,['Standard223TokenReceiverExample.sol', 'ERC223.sol', 'TokenSale.sol']
6,['Standard223TokenReceiverExample.sol', 'ERC223.sol', 'ERC20.sol']
1,['Standard223TokenReceiverExample.sol', 'ERC223.sol', 'Standard223TokenReceiverMock.sol']
1,['Standard223TokenReceiverExample.sol', 'LinkToken.sol', 'ERC223Receiver.sol']
6,['Standard223TokenReceiverExample.sol', 'LinkToken.sol', 'BasicToken.sol']
1,['Standard223TokenReceiverExample.sol', 'LinkToken.sol', 'TokenSale.sol']
5,['Standard223TokenReceiverExample.sol', 'LinkToken.sol', 'ERC20.sol']
1,['Standard223TokenReceiverExample.sol', 'LinkToken.sol', 'Standard223TokenReceiverMock.sol']
2,['Standard223TokenReceiverExample.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
1,['Standard223TokenReceiverExample.sol', 'ERC223Receiver.sol', 'TokenSale.sol']
3,['Standard223TokenReceiverExample.sol', 'ERC223Receiver.sol', 'ERC20.sol']
1,['Standard223TokenReceiverExample.sol', 'ERC223Receiver.sol', 'Standard223TokenReceiverMock.sol']
4,['Standard223TokenReceiverExample.sol', 'BasicToken.sol', 'TokenSale.sol']
4,['Standard223TokenReceiverExample.sol', 'BasicToken.sol', 'ERC20.sol']
2,['Standard223TokenReceiverExample.sol', 'BasicToken.sol', 'Standard223TokenReceiverMock.sol']
5,['Standard223TokenReceiverExample.sol', 'TokenSale.sol', 'ERC20.sol']
1,['Standard223TokenReceiverExample.sol', 'TokenSale.sol', 'Standard223TokenReceiverMock.sol']
2,['Standard223TokenReceiverExample.sol', 'ERC20.sol', 'Standard223TokenReceiverMock.sol']
1,['Standard223Token.sol', 'LinkReceiver.sol', 'Standard223TokenReceiverTest.sol']
3,['Standard223Token.sol', 'LinkReceiver.sol', 'Standard223Receiver.sol']
3,['Standard223Token.sol', 'LinkReceiver.sol', 'SmartOracle.sol']
5,['Standard223Token.sol', 'LinkReceiver.sol', 'ERC20Basic.sol']
3,['Standard223Token.sol', 'LinkReceiver.sol', 'BasicTokenMock.sol']
3,['Standard223Token.sol', 'LinkReceiver.sol', 'StandardTokenMock.sol']
4,['Standard223Token.sol', 'LinkReceiver.sol', 'StandardToken.sol']
1,['Standard223Token.sol', 'LinkReceiver.sol', 'ERC223.sol']
3,['Standard223Token.sol', 'LinkReceiver.sol', 'LinkToken.sol']
4,['Standard223Token.sol', 'LinkReceiver.sol', 'ERC223Receiver.sol']
2,['Standard223Token.sol', 'LinkReceiver.sol', 'BasicToken.sol']
3,['Standard223Token.sol', 'LinkReceiver.sol', 'TokenSale.sol']
3,['Standard223Token.sol', 'LinkReceiver.sol', 'ERC20.sol']
3,['Standard223Token.sol', 'LinkReceiver.sol', 'Standard223TokenReceiverMock.sol']
2,['Standard223Token.sol', 'Standard223TokenReceiverTest.sol', 'Standard223Receiver.sol']
1,['Standard223Token.sol', 'Standard223TokenReceiverTest.sol', 'SmartOracle.sol']
5,['Standard223Token.sol', 'Standard223TokenReceiverTest.sol', 'ERC20Basic.sol']
1,['Standard223Token.sol', 'Standard223TokenReceiverTest.sol', 'BasicTokenMock.sol']
1,['Standard223Token.sol', 'Standard223TokenReceiverTest.sol', 'StandardTokenMock.sol']
6,['Standard223Token.sol', 'Standard223TokenReceiverTest.sol', 'StandardToken.sol']
1,['Standard223Token.sol', 'Standard223TokenReceiverTest.sol', 'ERC223.sol']
1,['Standard223Token.sol', 'Standard223TokenReceiverTest.sol', 'LinkToken.sol']
1,['Standard223Token.sol', 'Standard223TokenReceiverTest.sol', 'ERC223Receiver.sol']
2,['Standard223Token.sol', 'Standard223TokenReceiverTest.sol', 'BasicToken.sol']
2,['Standard223Token.sol', 'Standard223TokenReceiverTest.sol', 'TokenSale.sol']
3,['Standard223Token.sol', 'Standard223TokenReceiverTest.sol', 'ERC20.sol']
1,['Standard223Token.sol', 'Standard223TokenReceiverTest.sol', 'Standard223TokenReceiverMock.sol']
2,['Standard223Token.sol', 'Standard223Receiver.sol', 'SmartOracle.sol']
5,['Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20Basic.sol']
2,['Standard223Token.sol', 'Standard223Receiver.sol', 'BasicTokenMock.sol']
2,['Standard223Token.sol', 'Standard223Receiver.sol', 'StandardTokenMock.sol']
5,['Standard223Token.sol', 'Standard223Receiver.sol', 'StandardToken.sol']
2,['Standard223Token.sol', 'Standard223Receiver.sol', 'ERC223.sol']
2,['Standard223Token.sol', 'Standard223Receiver.sol', 'LinkToken.sol']
2,['Standard223Token.sol', 'Standard223Receiver.sol', 'ERC223Receiver.sol']
2,['Standard223Token.sol', 'Standard223Receiver.sol', 'BasicToken.sol']
2,['Standard223Token.sol', 'Standard223Receiver.sol', 'TokenSale.sol']
3,['Standard223Token.sol', 'Standard223Receiver.sol', 'ERC20.sol']
2,['Standard223Token.sol', 'Standard223Receiver.sol', 'Standard223TokenReceiverMock.sol']
4,['Standard223Token.sol', 'SmartOracle.sol', 'ERC20Basic.sol']
1,['Standard223Token.sol', 'SmartOracle.sol', 'BasicTokenMock.sol']
1,['Standard223Token.sol', 'SmartOracle.sol', 'StandardTokenMock.sol']
4,['Standard223Token.sol', 'SmartOracle.sol', 'StandardToken.sol']
1,['Standard223Token.sol', 'SmartOracle.sol', 'ERC223.sol']
1,['Standard223Token.sol', 'SmartOracle.sol', 'LinkToken.sol']
1,['Standard223Token.sol', 'SmartOracle.sol', 'ERC223Receiver.sol']
2,['Standard223Token.sol', 'SmartOracle.sol', 'BasicToken.sol']
2,['Standard223Token.sol', 'SmartOracle.sol', 'TokenSale.sol']
3,['Standard223Token.sol', 'SmartOracle.sol', 'ERC20.sol']
1,['Standard223Token.sol', 'SmartOracle.sol', 'Standard223TokenReceiverMock.sol']
5,['Standard223Token.sol', 'ERC20Basic.sol', 'BasicTokenMock.sol']
5,['Standard223Token.sol', 'ERC20Basic.sol', 'StandardTokenMock.sol']
11,['Standard223Token.sol', 'ERC20Basic.sol', 'StandardToken.sol']
6,['Standard223Token.sol', 'ERC20Basic.sol', 'ERC223.sol']
9,['Standard223Token.sol', 'ERC20Basic.sol', 'LinkToken.sol']
5,['Standard223Token.sol', 'ERC20Basic.sol', 'ERC223Receiver.sol']
6,['Standard223Token.sol', 'ERC20Basic.sol', 'BasicToken.sol']
7,['Standard223Token.sol', 'ERC20Basic.sol', 'TokenSale.sol']
8,['Standard223Token.sol', 'ERC20Basic.sol', 'ERC20.sol']
7,['Standard223Token.sol', 'ERC20Basic.sol', 'Standard223TokenReceiverMock.sol']
1,['Standard223Token.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol']
5,['Standard223Token.sol', 'BasicTokenMock.sol', 'StandardToken.sol']
1,['Standard223Token.sol', 'BasicTokenMock.sol', 'ERC223.sol']
1,['Standard223Token.sol', 'BasicTokenMock.sol', 'LinkToken.sol']
1,['Standard223Token.sol', 'BasicTokenMock.sol', 'ERC223Receiver.sol']
6,['Standard223Token.sol', 'BasicTokenMock.sol', 'BasicToken.sol']
1,['Standard223Token.sol', 'BasicTokenMock.sol', 'TokenSale.sol']
2,['Standard223Token.sol', 'BasicTokenMock.sol', 'ERC20.sol']
1,['Standard223Token.sol', 'BasicTokenMock.sol', 'Standard223TokenReceiverMock.sol']
5,['Standard223Token.sol', 'StandardTokenMock.sol', 'StandardToken.sol']
1,['Standard223Token.sol', 'StandardTokenMock.sol', 'ERC223.sol']
1,['Standard223Token.sol', 'StandardTokenMock.sol', 'LinkToken.sol']
1,['Standard223Token.sol', 'StandardTokenMock.sol', 'ERC223Receiver.sol']
7,['Standard223Token.sol', 'StandardTokenMock.sol', 'BasicToken.sol']
1,['Standard223Token.sol', 'StandardTokenMock.sol', 'TokenSale.sol']
2,['Standard223Token.sol', 'StandardTokenMock.sol', 'ERC20.sol']
1,['Standard223Token.sol', 'StandardTokenMock.sol', 'Standard223TokenReceiverMock.sol']
6,['Standard223Token.sol', 'StandardToken.sol', 'ERC223.sol']
5,['Standard223Token.sol', 'StandardToken.sol', 'LinkToken.sol']
4,['Standard223Token.sol', 'StandardToken.sol', 'ERC223Receiver.sol']
16,['Standard223Token.sol', 'StandardToken.sol', 'BasicToken.sol']
6,['Standard223Token.sol', 'StandardToken.sol', 'TokenSale.sol']
8,['Standard223Token.sol', 'StandardToken.sol', 'ERC20.sol']
6,['Standard223Token.sol', 'StandardToken.sol', 'Standard223TokenReceiverMock.sol']
3,['Standard223Token.sol', 'ERC223.sol', 'LinkToken.sol']
1,['Standard223Token.sol', 'ERC223.sol', 'ERC223Receiver.sol']
2,['Standard223Token.sol', 'ERC223.sol', 'BasicToken.sol']
2,['Standard223Token.sol', 'ERC223.sol', 'TokenSale.sol']
3,['Standard223Token.sol', 'ERC223.sol', 'ERC20.sol']
