commit,[similarity,combination]
cd7df93a1b595967d60846a199d2005176e4d5a9,
3f9253c889b0255b40e9504066f22e802ac650dc,['4', "['Migrations.sol'", " 'SeeleCrowdSale.sol'", " 'TestAddress.sol'", " 'SeeleToken.sol']"]
cc7885e4a638e354d78f063e4cd17cedff2436b0,['8', "['Migrations.sol'", " 'TestAddress.sol'", " 'SeeleCrowdSaleFlat.sol'", " 'TokenTimelock.sol'", " 'SeeleToken.sol']"]
eedde48b216c4e57ae24c26eee4b6b39d100dbef,['8', "['Migrations.sol'", " 'TestAddress.sol'", " 'SeeleCrowdSaleFlat.sol'", " 'TokenTimelock.sol'", " 'SeeleToken.sol']"]
bf254cb5fbfd22e46752bc4b2dc9ee1c41d53125,['8', "['Migrations.sol'", " 'TestAddress.sol'", " 'SeeleCrowdSaleFlat.sol'", " 'TokenTimelock.sol'", " 'SeeleToken.sol']"]
6056f9a37409af02ff461472460b3fb59edcda0a,['18', "['Migrations.sol'", " 'SeeleCrowdSaleFlat.sol']"]
b578638de294fb47cfc1c0be8e54a9294bc1196b,['18', "['Migrations.sol'", " 'SeeleCrowdSaleFlat.sol']"]
78954b232f287bd494b571f3f2efffb2db916462,['18', "['Migrations.sol'", " 'SeeleCrowdSaleFlat.sol']"]
3d8264b63f27f762ff00f1f1520e48e999e02efd,['23', "['Migrations.sol'", " 'SeeleCrowdSaleFlat.sol']"]
354b01c3908b960a9eb40b686626326fe01f2ba8,['34', "['SeeleCrowdSale.sol'", " 'SeeleCrowdSaleFlat.sol'", " 'SeeleToken.sol']"]
7dd1c503e47f57682f525fc274fd7f4af849e2ad,['46', "['Migrations.sol'", " 'SeeleCrowdSaleFlat.sol']"]
ad04111d8205aeaa1f7aef109eb26f7466669f7f,['46', "['Migrations.sol'", " 'SeeleCrowdSaleFlat.sol']"]
6208aa135ebad9f4c4b0bca3b4509ac7a8447d38,['46', "['Migrations.sol'", " 'SeeleCrowdSaleFlat.sol']"]
b8e87bec9bc49b74f216676da5fa433f75989a8f,['46', "['Migrations.sol'", " 'SeeleCrowdSaleFlat.sol']"]
c345853d5bc8d6e25a0220f9fba7088ee76a53ba,['46', "['Migrations.sol'", " 'SeeleCrowdSaleFlat.sol']"]
f4b15341f95edfeb0bb3bf3896e92b118701c29c,['46', "['Migrations.sol'", " 'SeeleCrowdSaleFlat.sol']"]
11f28a3ea56aba302a31bdd6632f1bbced1c493a,['46', "['Migrations.sol'", " 'SeeleCrowdSaleFlat.sol']"]
389fca355919bb52664cbee90e3f042bffdf1889,['64', "['SeeleTokenFlat.sol'", " 'TokenTimelock.sol'", " 'SeeleToken.sol']"]
