similarity,combination
3,['flop.sol']
3,['join.sol']
3,['flip.sol']
1,['transferFrom.sol']
3,['frob.sol']
4,['flip.t.sol']
2,['flop.t.sol']
3,['flap.t.sol']
4,['heal.sol']
3,['heal.t.sol']
3,['flap.sol']
4,['frob.t.sol']
3,['tune.sol']
4,['bite.sol']
