token,similarity,timestamp
,6,2017-05-19 16:40:19
,6,2017-05-19 21:11:38
,6,2017-05-20 20:09:10
,6,2017-05-22 19:29:25
,6,2017-05-22 20:28:06
,6,2017-05-22 21:58:50
,6,2017-05-24 00:58:08
,6,2017-05-24 00:59:25
,6,2017-05-24 01:04:39
,6,2017-05-25 06:10:39
,6,2017-05-25 06:11:41
,6,2017-06-07 15:26:07
,6,2017-06-07 16:21:17
,6,2017-06-08 15:34:33
,6,2017-06-08 15:35:27
,6,2017-06-08 16:10:48
,6,2017-06-08 16:33:08
,6,2017-06-11 14:54:25
,6,2017-06-17 17:18:18
,6,2017-06-17 18:53:02
,6,2017-06-17 19:15:30
,6,2017-06-19 14:14:39
,6,2017-06-19 21:10:08
,6,2017-06-20 17:19:16
,6,2017-06-20 18:39:51
,6,2017-06-28 22:58:55
,8,2017-07-12 10:46:15
,8,2017-07-13 15:27:19
,8,2017-07-13 15:28:34
,8,2017-07-17 18:03:58
,8,2017-07-17 18:05:55
,8,2017-07-17 18:08:07
,8,2017-07-17 18:16:39
,8,2017-07-17 19:02:13
,8,2017-07-17 21:33:47
,8,2017-07-18 18:42:13
,8,2017-07-18 21:59:58
,8,2017-07-19 16:01:41
,8,2017-07-19 18:39:17
,8,2017-07-19 18:40:44
,8,2017-07-19 18:55:39
,8,2017-07-19 19:51:30
,8,2017-07-20 13:42:46
,8,2017-07-20 14:06:29
,8,2017-07-20 14:12:25
,8,2017-07-20 15:06:55
,8,2017-07-20 15:31:01
,8,2017-07-20 15:35:07
,8,2017-07-20 17:48:01
,8,2017-07-20 17:53:14
,8,2017-07-20 20:39:58
,8,2017-07-25 19:08:22
,8,2017-07-25 19:17:40
,8,2017-07-25 19:18:34
,8,2017-07-25 19:21:59
