similarity,combination
3,['EthLend.sol', 'ENS.sol', 'ReputationToken.sol']
3,['EthLend.sol', 'ENS.sol', 'SampleToken.sol']
3,['EthLend.sol', 'ReputationToken.sol', 'SampleToken.sol']
5,['ENS.sol', 'ReputationToken.sol', 'SampleToken.sol']
