similarity,combination
3,['IToken.sol']
3,['ControllerEventDefinitions.sol']
5,['Controller.sol']
4,['Pausable.sol']
0,['Owned.sol']
3,['Token.sol']
0,['Migrations.sol']
1,['Receiver.sol']
1,['TokenReceivable.sol']
1,['SafeMath.sol']
3,['Finalizable.sol']
0,['EventDefinitions.sol']
0,['DummyToken.sol']
1,['Sale.sol']
5,['Ledger.sol']
