similarity,combination
2,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol']
2,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'Sale.sol']
6,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'Ledger.sol']
1,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'DummyToken.sol', 'Sale.sol']
6,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'DummyToken.sol', 'Ledger.sol']
5,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'Sale.sol', 'Ledger.sol']
2,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol']
6,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Ledger.sol']
5,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'EventDefinitions.sol', 'Sale.sol', 'Ledger.sol']
5,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
2,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'TokenReceivable.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol']
6,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'TokenReceivable.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Ledger.sol']
5,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'TokenReceivable.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'Sale.sol', 'Ledger.sol']
4,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'TokenReceivable.sol', 'Finalizable.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
5,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'TokenReceivable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
2,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol']
6,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Ledger.sol']
5,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'Sale.sol', 'Ledger.sol']
5,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'SafeMath.sol', 'Finalizable.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
5,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'SafeMath.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
5,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Token.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
2,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol']
2,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'DummyToken.sol']
2,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'Sale.sol']
7,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'Ledger.sol']
2,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'EventDefinitions.sol', 'DummyToken.sol']
2,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'EventDefinitions.sol', 'Sale.sol']
5,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'EventDefinitions.sol', 'Ledger.sol']
2,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'DummyToken.sol', 'Sale.sol']
5,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'DummyToken.sol', 'Ledger.sol']
5,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Sale.sol', 'Ledger.sol']
2,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol']
2,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'Sale.sol']
7,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'Ledger.sol']
2,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'Finalizable.sol', 'DummyToken.sol', 'Sale.sol']
7,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'Finalizable.sol', 'DummyToken.sol', 'Ledger.sol']
5,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'Finalizable.sol', 'Sale.sol', 'Ledger.sol']
2,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol']
5,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Ledger.sol']
5,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'EventDefinitions.sol', 'Sale.sol', 'Ledger.sol']
5,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
2,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'Receiver.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol']
2,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'Receiver.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'Sale.sol']
7,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'Receiver.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'Ledger.sol']
2,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'Receiver.sol', 'SafeMath.sol', 'Finalizable.sol', 'DummyToken.sol', 'Sale.sol']
7,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'Receiver.sol', 'SafeMath.sol', 'Finalizable.sol', 'DummyToken.sol', 'Ledger.sol']
5,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'Receiver.sol', 'SafeMath.sol', 'Finalizable.sol', 'Sale.sol', 'Ledger.sol']
2,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'Receiver.sol', 'SafeMath.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol']
5,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'Receiver.sol', 'SafeMath.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Ledger.sol']
4,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'Receiver.sol', 'SafeMath.sol', 'EventDefinitions.sol', 'Sale.sol', 'Ledger.sol']
5,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'Receiver.sol', 'SafeMath.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
2,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'Receiver.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol']
7,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'Receiver.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Ledger.sol']
5,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'Receiver.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'Sale.sol', 'Ledger.sol']
5,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'Receiver.sol', 'Finalizable.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
4,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'Receiver.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
2,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol']
2,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'Sale.sol']
9,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'Ledger.sol']
1,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'DummyToken.sol', 'Sale.sol']
7,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'DummyToken.sol', 'Ledger.sol']
5,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'Sale.sol', 'Ledger.sol']
2,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol']
7,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Ledger.sol']
5,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'EventDefinitions.sol', 'Sale.sol', 'Ledger.sol']
5,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
2,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'TokenReceivable.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol']
9,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'TokenReceivable.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Ledger.sol']
5,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'TokenReceivable.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'Sale.sol', 'Ledger.sol']
5,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'TokenReceivable.sol', 'Finalizable.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
5,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'TokenReceivable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
2,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol']
9,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Ledger.sol']
5,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'Sale.sol', 'Ledger.sol']
5,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'SafeMath.sol', 'Finalizable.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
4,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'SafeMath.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
5,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Migrations.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
2,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol']
2,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'Sale.sol']
6,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'Ledger.sol']
2,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'DummyToken.sol', 'Sale.sol']
6,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'DummyToken.sol', 'Ledger.sol']
5,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'Sale.sol', 'Ledger.sol']
2,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol']
6,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Ledger.sol']
4,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'EventDefinitions.sol', 'Sale.sol', 'Ledger.sol']
4,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
2,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Receiver.sol', 'TokenReceivable.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol']
6,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Receiver.sol', 'TokenReceivable.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Ledger.sol']
4,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Receiver.sol', 'TokenReceivable.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'Sale.sol', 'Ledger.sol']
5,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Receiver.sol', 'TokenReceivable.sol', 'Finalizable.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
4,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Receiver.sol', 'TokenReceivable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
2,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Receiver.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol']
6,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Receiver.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Ledger.sol']
4,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Receiver.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'Sale.sol', 'Ledger.sol']
5,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Receiver.sol', 'SafeMath.sol', 'Finalizable.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
4,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Receiver.sol', 'SafeMath.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
5,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'Receiver.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
2,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol']
6,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Ledger.sol']
5,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'Sale.sol', 'Ledger.sol']
5,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
5,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
5,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'TokenReceivable.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
5,['IToken.sol', 'Pausable.sol', 'Owned.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
2,['IToken.sol', 'Pausable.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol']
2,['IToken.sol', 'Pausable.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'DummyToken.sol']
2,['IToken.sol', 'Pausable.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'Sale.sol']
7,['IToken.sol', 'Pausable.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'Ledger.sol']
2,['IToken.sol', 'Pausable.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'EventDefinitions.sol', 'DummyToken.sol']
2,['IToken.sol', 'Pausable.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'EventDefinitions.sol', 'Sale.sol']
6,['IToken.sol', 'Pausable.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'EventDefinitions.sol', 'Ledger.sol']
2,['IToken.sol', 'Pausable.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'DummyToken.sol', 'Sale.sol']
6,['IToken.sol', 'Pausable.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'DummyToken.sol', 'Ledger.sol']
5,['IToken.sol', 'Pausable.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Sale.sol', 'Ledger.sol']
2,['IToken.sol', 'Pausable.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol']
2,['IToken.sol', 'Pausable.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'Sale.sol']
7,['IToken.sol', 'Pausable.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'Ledger.sol']
2,['IToken.sol', 'Pausable.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'Finalizable.sol', 'DummyToken.sol', 'Sale.sol']
7,['IToken.sol', 'Pausable.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'Finalizable.sol', 'DummyToken.sol', 'Ledger.sol']
5,['IToken.sol', 'Pausable.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'Finalizable.sol', 'Sale.sol', 'Ledger.sol']
2,['IToken.sol', 'Pausable.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol']
5,['IToken.sol', 'Pausable.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Ledger.sol']
5,['IToken.sol', 'Pausable.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'EventDefinitions.sol', 'Sale.sol', 'Ledger.sol']
5,['IToken.sol', 'Pausable.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'TokenReceivable.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
2,['IToken.sol', 'Pausable.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol']
2,['IToken.sol', 'Pausable.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'Sale.sol']
7,['IToken.sol', 'Pausable.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'Ledger.sol']
2,['IToken.sol', 'Pausable.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'SafeMath.sol', 'Finalizable.sol', 'DummyToken.sol', 'Sale.sol']
7,['IToken.sol', 'Pausable.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'SafeMath.sol', 'Finalizable.sol', 'DummyToken.sol', 'Ledger.sol']
5,['IToken.sol', 'Pausable.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'SafeMath.sol', 'Finalizable.sol', 'Sale.sol', 'Ledger.sol']
2,['IToken.sol', 'Pausable.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'SafeMath.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol']
5,['IToken.sol', 'Pausable.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'SafeMath.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Ledger.sol']
5,['IToken.sol', 'Pausable.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'SafeMath.sol', 'EventDefinitions.sol', 'Sale.sol', 'Ledger.sol']
4,['IToken.sol', 'Pausable.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'SafeMath.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
2,['IToken.sol', 'Pausable.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol']
7,['IToken.sol', 'Pausable.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Ledger.sol']
5,['IToken.sol', 'Pausable.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'Sale.sol', 'Ledger.sol']
5,['IToken.sol', 'Pausable.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'Finalizable.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
4,['IToken.sol', 'Pausable.sol', 'Token.sol', 'Migrations.sol', 'Receiver.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol', 'Ledger.sol']
2,['IToken.sol', 'Pausable.sol', 'Token.sol', 'Migrations.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'DummyToken.sol']
2,['IToken.sol', 'Pausable.sol', 'Token.sol', 'Migrations.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'Sale.sol']
4,['IToken.sol', 'Pausable.sol', 'Token.sol', 'Migrations.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'EventDefinitions.sol', 'Ledger.sol']
1,['IToken.sol', 'Pausable.sol', 'Token.sol', 'Migrations.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'DummyToken.sol', 'Sale.sol']
8,['IToken.sol', 'Pausable.sol', 'Token.sol', 'Migrations.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'DummyToken.sol', 'Ledger.sol']
5,['IToken.sol', 'Pausable.sol', 'Token.sol', 'Migrations.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'Finalizable.sol', 'Sale.sol', 'Ledger.sol']
2,['IToken.sol', 'Pausable.sol', 'Token.sol', 'Migrations.sol', 'TokenReceivable.sol', 'SafeMath.sol', 'EventDefinitions.sol', 'DummyToken.sol', 'Sale.sol']
